rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.70684784172775,82.8650723548041,600956,新天绿能,bottom_area,2024-09-06,6.75,2024-08-29,6.68,1.0479041916167708,7.035928143712584,28.860489882854107,True,-0.5891,0.2271,2,2,2,100.0,29.592978019840494,41.27358490566036,6.95209580838323,1.0479041916167708,历史2/2次成功; 当前距低点1.05%; 最新日涨幅-0.59%; 状态bottom_area; 底部已确认
12,80.16961156897901,78.22072238415349,300653,正海生物,bottom_area,2024-09-06,18.88,2024-08-28,18.38,2.720348204570185,7.83460282916214,27.466456195737965,True,-3.2787,0.5909,3,3,3,100.0,18.672668228889858,29.647513278609367,5.279651795429816,2.720348204570185,历史3/3次成功; 当前距低点2.72%; 最新日涨幅-3.28%; 状态bottom_area; 底部已确认
13,80.09773843432282,74.43686109660564,603132,金徽股份,bottom_area,2024-09-06,10.53,2024-09-06,10.51,0.1902949571836306,5.899143672692683,29.88659106070714,False,-1.8639,1.5013,2,2,2,100.0,22.799643005292072,33.20754716981132,7.80970504281637,0.1902949571836306,历史2/2次成功; 当前距低点0.19%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
14,78.95170094942277,73.9505541776746,001218,丽臣实业,bottom_area,2024-09-06,13.45,2024-09-06,13.37,0.5983545250560963,1.9446522064323228,32.47474747474748,False,-1.2482,1.0989,2,2,2,100.0,25.18711018711019,29.999999999999993,7.401645474943903,0.5983545250560963,历史2/2次成功; 当前距低点0.60%; 最新日涨幅-1.25%; 状态bottom_area; 底部未确认
15,78.84941797056447,75.34474570808246,603079,圣达生物,bottom_area,2024-09-06,10.56,2024-08-26,10.39,1.6361886429258894,6.929740134744936,28.83561643835616,False,-1.8587,1.2122,1,1,1,100.0,22.232558139534888,22.232558139534888,6.36381135707411,1.6361886429258894,历史1/1次成功; 当前距低点1.64%; 最新日涨幅-1.86%; 状态bottom_area; 底部未确认
16,78.50665290882772,73.23592819257448,002110,三钢闽光,bottom_area,2024-09-06,2.59,2024-09-06,2.58,0.3875968992247979,1.937984496124024,31.382978723404246,False,-1.5209,0.2049,2,2,2,100.0,18.761554423693642,22.90322580645161,7.612403100775202,0.3875968992247979,历史2/2次成功; 当前距低点0.39%; 最新日涨幅-1.52%; 状态bottom_area; 底部未确认
17,78.00336590200301,75.54677821226001,600262,北方股份,bottom_area,2024-09-06,15.77,2024-08-29,15.41,2.336145360155739,6.55418559377029,31.48065807025344,False,-0.4419,2.93,2,2,2,100.0,15.232202330188693,17.269624573378834,5.663854639844261,2.336145360155739,历史2/2次成功; 当前距低点2.34%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
18,77.0866779054947,74.64036158889334,300751,迈为股份,confirmed_rebound,2024-09-06,79.72,2024-08-28,77.91,2.3231934283147253,8.201771274547557,27.89449329014345,True,-2.9934,0.7596,2,2,2,100.0,11.22173443790815,13.004138993165853,5.676806571685275,2.3231934283147253,历史2/2次成功; 当前距低点2.32%; 最新日涨幅-2.99%; 状态confirmed_rebound; 底部已确认
19,76.91383229546071,74.04418817520246,301509,金凯生科,bottom_area,2024-09-06,25.72,2024-08-28,25.21,2.023006743355803,6.902023006743349,29.6792189679219,False,-3.7425,2.8682,2,2,2,100.0,13.530341666955287,15.05054819877544,5.976993256644198,2.023006743355803,历史2/2次成功; 当前距低点2.02%; 最新日涨幅-3.74%; 状态bottom_area; 底部未确认
20,76.81338111148237,71.3294609363462,600011,华能国际,bottom_area,2024-09-06,6.67,2024-09-05,6.66,0.15015015015014693,3.003003003003006,32.72727272727273,False,-1.3314,0.4953,1,1,1,100.0,22.267759562841515,22.267759562841515,7.8498498498498535,0.15015015015014693,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-1.33%; 状态bottom_area; 底部未确认
21,76.69137599649403,76.4205548032234,000532,华金资本,bottom_area,2024-09-06,10.61,2024-09-04,10.22,3.816046966731886,7.632093933463789,27.926657263751757,True,-0.8411,3.8258,2,2,2,100.0,28.877106921355356,32.044198895027606,4.183953033268114,3.816046966731886,历史2/2次成功; 当前距低点3.82%; 最新日涨幅-0.84%; 状态bottom_area; 底部已确认
22,76.53490630444348,76.53038122647,002732,燕塘乳业,bottom_area,2024-09-06,13.53,2024-08-23,13.01,3.9969254419677136,7.455803228285938,29.599567099567103,True,-1.7429,0.3941,3,3,3,100.0,15.018124914819245,25.344352617079892,4.003074558032287,3.9969254419677136,历史3/3次成功; 当前距低点4.00%; 最新日涨幅-1.74%; 状态bottom_area; 底部已确认
23,76.45178715877064,71.46503760592479,300401,花园生物,bottom_area,2024-09-06,12.21,2024-09-06,12.15,0.49382716049383124,4.444444444444437,28.61339600470035,False,-3.3254,2.7424,2,2,2,100.0,20.757868450810403,29.551451187335093,7.506172839506169,0.49382716049383124,历史2/2次成功; 当前距低点0.49%; 最新日涨幅-3.33%; 状态bottom_area; 底部未确认
24,76.39661598027305,74.94577073914213,002682,龙洲股份,bottom_area,2024-09-06,3.43,2024-08-28,3.33,3.003003003003006,6.606606606606599,30.76923076923076,False,-1.7192,2.6901,2,2,2,100.0,20.175363365532185,26.929674099485425,4.9969969969969945,3.003003003003006,历史2/2次成功; 当前距低点3.00%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
25,76.32636255711307,72.33600615772569,301596,瑞迪智驱,confirmed_rebound,2024-09-06,60.3,2024-08-28,59.58,1.2084592145015087,8.073178919100373,29.905882352941177,True,-4.7544,9.3545,1,1,1,100.0,12.04996326230713,12.04996326230713,6.7915407854984915,1.2084592145015087,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-4.75%; 状态confirmed_rebound; 底部已确认
26,76.29142154974943,73.08824956865365,301518,长华化学,bottom_area,2024-09-06,13.8,2024-08-28,13.56,1.7699115044247802,6.12094395280236,28.21598729486501,False,-1.5692,1.4078,1,1,1,100.0,11.740041928721173,11.740041928721173,6.23008849557522,1.7699115044247802,历史1/1次成功; 当前距低点1.77%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
27,75.93179552320885,70.45832890369674,001286,陕西能源,bottom_area,2024-09-06,8.98,2024-09-06,8.97,0.11148272017836997,2.7870680044593086,28.97862232779097,False,-2.3913,1.0995,1,1,1,100.0,17.110266159695826,17.110266159695826,7.88851727982163,0.11148272017836997,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-2.39%; 状态bottom_area; 底部未确认
28,75.84334262012719,73.75386287692419,600183,生益科技,bottom_area,2024-09-06,17.31,2024-08-29,16.88,2.5473933649289084,7.760663507109018,29.519832985386223,True,-2.9164,0.5845,3,4,3,75.0,19.822149187968265,25.158227848101262,5.452606635071092,2.5473933649289084,历史3/4次成功; 当前距低点2.55%; 最新日涨幅-2.92%; 状态bottom_area; 底部已确认
29,75.76892612509069,73.96099079455706,603291,联合水务,bottom_area,2024-09-06,9.36,2024-08-28,9.11,2.7442371020856204,5.92755214050495,29.65250965250965,False,-1.1616,0.6601,2,2,2,100.0,11.708878426410102,12.102772143340088,5.25576289791438,2.7442371020856204,历史2/2次成功; 当前距低点2.74%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
30,75.03750810450889,75.10239137999916,000155,川能动力,bottom_area,2024-09-06,9.26,2024-08-23,8.9,4.044943820224713,7.752808988764039,29.08366533864542,True,-1.0684,0.6215,2,2,2,100.0,24.596039194147934,37.70685579196216,3.955056179775287,4.044943820224713,历史2/2次成功; 当前距低点4.04%; 最新日涨幅-1.07%; 状态bottom_area; 底部已确认
31,74.95249712129095,70.5250166255058,301538,骏鼎达,bottom_area,2024-09-06,66.43,2024-09-03,65.88,0.8348512446873275,5.251973284760182,31.26760563380282,False,-2.2945,4.4203,2,2,2,100.0,9.669233674155395,10.10519247985676,7.165148755312672,0.8348512446873275,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-2.29%; 状态bottom_area; 底部未确认
32,74.49796998822991,74.52677260566203,000591,太阳能,bottom_area,2024-09-06,4.14,2024-08-23,3.98,4.020100502512555,7.035175879396981,28.158844765342963,True,-0.9569,0.3187,2,2,2,100.0,21.19678360962714,32.84132841328414,3.979899497487445,4.020100502512555,历史2/2次成功; 当前距低点4.02%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
33,74.32705516142754,69.93407017838312,300563,神宇股份,bottom_area,2024-09-06,27.84,2024-09-06,27.61,0.8330315103223485,4.998189061934078,31.726013847675567,False,-4.788,19.1694,2,2,2,100.0,16.68484958020473,20.477137176938378,7.166968489677651,0.8330315103223485,历史2/2次成功; 当前距低点0.83%; 最新日涨幅-4.79%; 状态bottom_area; 底部未确认
34,74.26392912099155,71.85536925760805,605296,神农集团,confirmed_rebound,2024-09-06,26.85,2024-08-28,26.25,2.2857142857142914,8.87619047619047,28.82321041214751,True,-1.6844,2.29,1,1,1,100.0,12.455902306648564,12.455902306648564,5.714285714285709,2.2857142857142914,历史1/1次成功; 当前距低点2.29%; 最新日涨幅-1.68%; 状态confirmed_rebound; 底部已确认
35,73.2124140560528,68.39536618028772,002140,东华科技,bottom_area,2024-09-06,6.52,2024-08-23,6.49,0.46224961479197785,5.855161787365176,27.888888888888886,False,-1.3616,0.5516,1,1,1,100.0,10.318791946308728,10.318791946308728,7.537750385208023,0.46224961479197785,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-1.36%; 状态bottom_area; 底部未确认
36,73.13924632099229,68.78994647908863,000708,中信特钢,bottom_area,2024-09-06,11.16,2024-09-04,11.07,0.8130081300812995,2.3486901535682003,32.08588957055215,False,-0.8881,0.0745,1,1,1,100.0,16.739811912225715,16.739811912225715,7.1869918699187005,0.8130081300812995,历史1/1次成功; 当前距低点0.81%; 最新日涨幅-0.89%; 状态bottom_area; 底部未确认
37,72.7326182106103,73.57107728337236,000628,高新发展,confirmed_rebound,2024-09-06,35.73,2024-08-28,34.16,4.596018735362999,10.655737704918035,27.31914893617022,True,-1.7056,4.3014,1,1,1,100.0,99.77973568281939,99.77973568281939,3.4039812646370016,4.596018735362999,历史1/1次成功; 当前距低点4.60%; 最新日涨幅-1.71%; 状态confirmed_rebound; 底部已确认
38,72.64551364143536,71.46450399790194,000539,粤电力A,bottom_area,2024-09-06,4.26,2024-08-26,4.13,3.1476997578692467,6.7796610169491585,31.395348837209298,False,-0.9302,0.2816,1,1,1,100.0,19.89924433249369,19.89924433249369,4.852300242130753,3.1476997578692467,历史1/1次成功; 当前距低点3.15%; 最新日涨幅-0.93%; 状态bottom_area; 底部未确认
39,72.29388353478036,70.87922195028801,301333,诺思格,confirmed_rebound,2024-09-06,38.8,2024-08-29,37.68,2.972399150743093,9.341825902335465,28.744326777609686,True,-5.0881,1.6945,1,1,1,100.0,25.840279645065877,25.840279645065877,5.027600849256907,2.972399150743093,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-5.09%; 状态confirmed_rebound; 底部已确认
40,71.3414999071539,71.67976396180511,300478,杭州高新,confirmed_rebound,2024-09-06,7.12,2024-08-28,6.83,4.245973645680821,8.052708638360173,28.10526315789474,True,0.4231,4.3978,1,1,1,100.0,13.067655236329937,13.067655236329937,3.7540263543191794,4.245973645680821,历史1/1次成功; 当前距低点4.25%; 最新日涨幅0.42%; 状态confirmed_rebound; 底部已确认
41,70.74908197905991,69.77870153159253,000726,鲁泰A,bottom_area,2024-09-06,5.35,2024-08-29,5.18,3.281853281853281,6.370656370656372,31.390728476821195,False,-1.4733,0.3927,1,1,1,100.0,12.480252764612954,12.480252764612954,4.718146718146719,3.281853281853281,历史1/1次成功; 当前距低点3.28%; 最新日涨幅-1.47%; 状态bottom_area; 底部未确认
42,68.9262742213673,69.06277476443113,002230,科大讯飞,bottom_area,2024-09-06,34.0,2024-08-28,32.66,4.102878138395602,6.429883649724438,28.093350946719518,False,-0.7299,0.8892,1,1,1,100.0,18.69535978480161,18.69535978480161,3.8971218616043983,4.102878138395602,历史1/1次成功; 当前距低点4.10%; 最新日涨幅-0.73%; 状态bottom_area; 底部未确认
43,68.47008424914858,69.76506985961464,002302,西部建设,bottom_area,2024-09-06,6.12,2024-09-06,5.83,4.974271012006862,7.718696397941684,28.201970443349744,False,1.4925,7.458,1,1,1,100.0,10.679611650485443,10.679611650485443,3.0257289879931384,4.974271012006862,历史1/1次成功; 当前距低点4.97%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
44,63.116830044033414,60.41029313947669,603282,亚光股份,bottom_area,2024-09-06,12.41,2024-08-26,12.2,1.721311475409843,6.311475409836078,27.164179104477615,False,-2.6667,1.319,1,2,1,50.0,34.64991023339317,34.64991023339317,6.278688524590156,1.721311475409843,历史1/2次成功; 当前距低点1.72%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
45,62.889510689731516,64.01183854184127,301391,卡莱特,confirmed_rebound,2024-09-06,29.43,2024-08-29,28.05,4.919786096256681,10.873440285204994,30.049875311720697,True,-3.1589,2.3305,1,1,1,100.0,12.790058286594078,12.790058286594078,3.080213903743319,4.919786096256681,历史1/1次成功; 当前距低点4.92%; 最新日涨幅-3.16%; 状态confirmed_rebound; 底部已确认
46,59.47988636265096,56.00788256062437,000922,佳电股份,bottom_area,2024-09-06,9.24,2024-09-04,9.16,0.873362445414848,2.7292576419213974,27.01195219123506,False,-1.0707,0.6609,1,2,1,50.0,40.42553191489362,40.42553191489362,7.126637554585153,0.873362445414848,历史1/2次成功; 当前距低点0.87%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
47,49.34126548104397,50.04019648631479,301591,肯特股份,confirmed_rebound,2024-09-06,29.44,2024-08-28,28.11,4.731412308786915,9.605122732123798,27.644787644787648,True,-2.2901,5.9922,1,2,1,50.0,16.816218012628774,16.816218012628774,3.268587691213085,4.731412308786915,历史1/2次成功; 当前距低点4.73%; 最新日涨幅-2.29%; 状态confirmed_rebound; 底部已确认
