rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.86205563565291,85.33307809072154,002432,九安医疗,bottom_area,2024-04-16,40.56,2024-04-16,39.88,1.7051153460381134,4.312938816449345,27.464532557293552,False,0.1729,3.2066,2,2,2,100.0,37.638392901550795,65.03496503496503,8.294884653961887,1.7051153460381134,历史2/2次成功; 当前距低点1.71%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
2,89.41463227831522,83.58348104812534,603000,人民网,bottom_area,2024-04-16,22.92,2024-04-16,22.59,1.460823373173979,6.551571491810537,29.34000625586487,False,-4.3805,2.6536,4,4,4,100.0,24.592249134204234,48.493150684931514,8.539176626826022,1.460823373173979,历史4/4次成功; 当前距低点1.46%; 最新日涨幅-4.38%; 状态bottom_area; 底部未确认
3,89.37270334715535,82.81482016464298,300707,威唐工业,confirmed_rebound,2024-04-16,10.09,2024-04-16,9.99,1.0010010010009973,12.812812812812806,29.894736842105264,False,-10.3908,5.9839,6,6,6,100.0,25.038185198522772,59.14285714285715,8.998998998999003,1.0010010010009973,历史6/6次成功; 当前距低点1.00%; 最新日涨幅-10.39%; 状态confirmed_rebound; 底部未确认
4,87.18122921582524,81.08700736772873,300584,海辰药业,bottom_area,2024-04-16,14.37,2024-04-16,14.2,1.1971830985915488,9.647887323943669,28.96448224112056,False,-7.8255,3.2074,2,2,2,100.0,41.271961465147655,54.23197492163009,8.802816901408452,1.1971830985915488,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-7.83%; 状态bottom_area; 底部未确认
5,86.91647478428509,80.77945444647507,002641,公元股份,bottom_area,2024-04-16,4.37,2024-04-16,4.32,1.1574074074074032,9.02777777777777,27.759197324414714,False,-8.0,2.4852,3,3,3,100.0,22.464211480451343,38.33780160857909,8.842592592592597,1.1574074074074032,历史3/3次成功; 当前距低点1.16%; 最新日涨幅-8.00%; 状态bottom_area; 底部未确认
6,86.78665616309061,80.499316205434,300762,上海瀚讯,bottom_area,2024-04-16,10.55,2024-04-16,10.44,1.0536398467433066,9.578544061302683,28.09917355371901,False,-7.212,4.1687,3,3,3,100.0,19.686102451659828,32.580961727183514,8.946360153256695,1.0536398467433066,历史3/3次成功; 当前距低点1.05%; 最新日涨幅-7.21%; 状态bottom_area; 底部未确认
7,86.76357119220839,78.93785426824334,301367,瑞迈特,bottom_area,2024-04-16,73.06,2024-04-16,73.03,0.04107900862659337,8.024099685060932,28.387919199843108,False,-7.7176,2.7133,4,4,4,100.0,22.05115273070954,32.411969715178486,9.958920991373407,0.04107900862659337,历史4/4次成功; 当前距低点0.04%; 最新日涨幅-7.72%; 状态bottom_area; 底部未确认
8,86.59589821076317,79.35389248851074,300480,光力科技,bottom_area,2024-04-16,14.42,2024-04-16,14.36,0.4178272980501428,8.495821727019504,27.438100050530572,False,-7.6233,2.0038,4,4,4,100.0,28.906122193898153,39.69465648854962,9.582172701949858,0.4178272980501428,历史4/4次成功; 当前距低点0.42%; 最新日涨幅-7.62%; 状态bottom_area; 底部未确认
9,86.2970646263294,78.68882349071313,002405,四维图新,bottom_area,2024-04-16,6.34,2024-04-16,6.33,0.15797788309636315,8.530805687203792,31.862217438105482,False,-8.1159,2.5254,4,4,4,100.0,22.145231527810978,41.62162162162163,9.842022116903637,0.15797788309636315,历史4/4次成功; 当前距低点0.16%; 最新日涨幅-8.12%; 状态bottom_area; 底部未确认
10,86.09990053308529,81.59421972336142,688156,路德科技,bottom_area,2024-04-16,13.6,2024-04-16,13.31,2.178812922614569,7.738542449286245,27.148330596606456,False,-5.4242,2.3444,4,4,4,100.0,22.6984579942077,44.22535211267606,7.8211870773854315,2.178812922614569,历史4/4次成功; 当前距低点2.18%; 最新日涨幅-5.42%; 状态bottom_area; 底部未确认
11,85.88715563229185,79.5885885270087,603326,我乐家居,bottom_area,2024-04-16,6.04,2024-04-16,5.98,1.0033444816053445,9.69899665551838,27.777777777777768,False,-8.346,4.4733,3,3,3,100.0,14.17319325305847,20.141843971631218,8.996655518394656,1.0033444816053445,历史3/3次成功; 当前距低点1.00%; 最新日涨幅-8.35%; 状态bottom_area; 底部未确认
12,84.33933951745956,76.67212683405414,002494,华斯股份,bottom_area,2024-04-16,3.16,2024-04-16,3.16,0.0,8.86075949367088,27.188940092165893,False,-9.9715,2.0135,4,4,4,100.0,21.62433781749535,35.67251461988303,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
