rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.26348315174772,79.55158637283175,002537,海联金汇,bottom_area,2025-05-15,7.07,2025-05-14,6.86,3.0612244897959178,12.244897959183671,29.568788501026695,True,-5.4813,12.9643,3,3,3,100.0,30.006334460034605,39.33649289099527,16.938775510204085,3.0612244897959178,历史3/3次成功; 当前距低点3.06%; 最新日涨幅-5.48%; 状态bottom_area; 底部已确认
2,86.17079690849481,75.54916362528795,002304,洋河股份,bottom_area,2025-05-15,68.88,2025-04-29,67.02,2.775290957923007,5.147717099373326,29.452631578947376,False,-1.219,0.3065,2,2,2,100.0,20.62810220081931,20.781426953567394,17.224709042076995,2.775290957923007,历史2/2次成功; 当前距低点2.78%; 最新日涨幅-1.22%; 状态bottom_area; 底部未确认
3,85.08745335303645,72.47686040587553,688068,热景生物,bottom_area,2025-05-15,98.98,2025-05-15,97.81,1.196196707903079,3.3125447295777475,28.080882352941174,False,-2.6458,2.8953,2,3,2,66.66666666666666,40.309259318429504,49.133924799324014,18.803803292096923,1.196196707903079,历史2/3次成功; 当前距低点1.20%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
4,84.64811593446765,77.03332726253855,600371,万向德农,bottom_area,2025-05-15,9.57,2025-04-29,9.13,4.819277108433729,8.214676889375685,28.671874999999996,True,3.014,7.7181,1,1,1,100.0,38.66279069767441,38.66279069767441,15.180722891566273,4.819277108433729,历史1/1次成功; 当前距低点4.82%; 最新日涨幅3.01%; 状态bottom_area; 底部已确认
5,83.66704545454543,75.69545454545454,301058,中粮科工,bottom_area,2025-05-15,10.92,2025-04-30,10.45,4.4976076555023985,8.038277511961722,29.77150537634409,True,-1.6216,1.664,1,1,1,100.0,57.794273594909875,57.794273594909875,15.502392344497604,4.4976076555023985,历史1/1次成功; 当前距低点4.50%; 最新日涨幅-1.62%; 状态bottom_area; 底部已确认
6,60.93369978660751,52.9838884351882,000524,岭南控股,bottom_area,2025-05-15,11.89,2025-05-09,11.62,2.32358003442342,4.475043029259909,30.668257756563257,False,-1.4913,2.3302,1,3,1,33.33333333333333,21.550094517958406,21.550094517958406,17.67641996557658,2.32358003442342,历史1/3次成功; 当前距低点2.32%; 最新日涨幅-1.49%; 状态bottom_area; 底部未确认
