rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.23812947360732,81.010309856975,300521,爱司凯,bottom_area,2024-09-18,9.99,2024-09-18,9.88,1.1133603238866339,3.2388663967611184,28.920863309352512,False,-0.6958,1.2849,5,6,5,83.33333333333334,32.3948282908774,73.27586206896554,8.886639676113367,1.1133603238866339,历史5/6次成功; 当前距低点1.11%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
2,86.45503074307834,81.75827856991312,300455,航天智装,bottom_area,2024-09-18,9.87,2024-09-18,9.67,2.06825232678386,3.3092037228541913,29.82583454281567,False,-0.6042,0.8971,3,3,3,100.0,28.676848790216763,53.103448275862064,7.93174767321614,2.06825232678386,历史3/3次成功; 当前距低点2.07%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
3,85.15423041283701,81.14086646664029,600262,北方股份,bottom_area,2024-09-18,15.79,2024-08-29,15.41,2.4659312134977225,7.722258273848159,31.48065807025344,True,0.5092,1.9333,2,2,2,100.0,15.232202330188693,17.269624573378834,7.534068786502278,2.4659312134977225,历史2/2次成功; 当前距低点2.47%; 最新日涨幅0.51%; 状态bottom_area; 底部已确认
4,84.60637527217807,78.45098991000819,002674,兴业科技,bottom_area,2024-09-18,7.8,2024-09-18,7.72,1.0362694300518145,2.9792746113989694,32.16168717047452,False,-1.0152,0.4385,1,1,1,100.0,31.578947368421055,31.578947368421055,8.963730569948186,1.0362694300518145,历史1/1次成功; 当前距低点1.04%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
5,84.46682528778832,78.21174971466108,002806,华锋股份,bottom_area,2024-09-18,8.39,2024-09-18,8.31,0.9626955475330934,3.2490974729241824,32.05233033524121,False,-1.6413,4.3123,4,4,4,100.0,19.229546037830822,34.66407010710809,9.037304452466907,0.9626955475330934,历史4/4次成功; 当前距低点0.96%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
6,84.03905989074929,78.92857651901454,000539,粤电力A,bottom_area,2024-09-18,4.17,2024-09-18,4.1,1.7073170731707388,2.1951219512195306,31.8936877076412,False,0.2404,0.3475,1,1,1,100.0,19.89924433249369,19.89924433249369,8.292682926829261,1.7073170731707388,历史1/1次成功; 当前距低点1.71%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
7,83.93812408055499,78.32413951421799,000726,鲁泰A,bottom_area,2024-09-18,5.19,2024-09-18,5.12,1.3671875000000056,1.9531249999999931,32.185430463576154,False,0.0,0.6171,1,1,1,100.0,12.480252764612954,12.480252764612954,8.632812499999995,1.3671875000000056,历史1/1次成功; 当前距低点1.37%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
8,83.71650693449783,78.33807213144351,002682,龙洲股份,bottom_area,2024-09-18,3.35,2024-09-18,3.3,1.5151515151515234,3.63636363636364,31.392931392931388,False,-1.7595,2.1177,2,2,2,100.0,20.175363365532185,26.929674099485425,8.484848484848477,1.5151515151515234,历史2/2次成功; 当前距低点1.52%; 最新日涨幅-1.76%; 状态bottom_area; 底部未确认
9,83.18887336344653,77.41874424445516,603291,联合水务,bottom_area,2024-09-18,9.07,2024-09-18,8.96,1.227678571428565,2.45535714285713,30.8108108108108,False,-0.5482,0.9142,2,2,2,100.0,11.708878426410102,12.102772143340088,8.772321428571436,1.227678571428565,历史2/2次成功; 当前距低点1.23%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
10,83.11359342961805,79.28492339429832,000899,赣能股份,bottom_area,2024-09-18,7.31,2024-09-18,7.13,2.524544179523138,3.2258064516129092,28.628628628628633,False,0.9669,0.6315,5,6,5,83.33333333333334,17.943821453106086,27.473958333333325,7.4754558204768635,2.524544179523138,历史5/6次成功; 当前距低点2.52%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
11,82.9026875654913,77.38997688338702,301509,金凯生科,bottom_area,2024-09-18,24.82,2024-09-18,24.48,1.3888888888888884,3.4722222222222134,31.71548117154812,False,-1.3905,1.8657,2,2,2,100.0,13.530341666955287,15.05054819877544,8.611111111111112,1.3888888888888884,历史2/2次成功; 当前距低点1.39%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
12,82.86918830296655,78.85657497461239,300473,德尔股份,bottom_area,2024-09-18,15.82,2024-09-18,15.45,2.3948220064724985,3.3656957928802673,29.612756264236907,False,-0.815,4.9407,3,3,3,100.0,17.0794040288693,21.37137137137137,7.605177993527502,2.3948220064724985,历史3/3次成功; 当前距低点2.39%; 最新日涨幅-0.81%; 状态bottom_area; 底部未确认
13,82.59232924072576,77.03175858770594,002600,领益智造,bottom_area,2024-09-18,6.04,2024-09-18,5.96,1.342281879194632,4.026845637583897,30.616996507566935,False,-2.7375,2.6451,4,5,4,80.0,21.03312511972955,38.381201044386415,8.657718120805368,1.342281879194632,历史4/5次成功; 当前距低点1.34%; 最新日涨幅-2.74%; 状态bottom_area; 底部未确认
14,81.86151302752359,75.71352680657864,688358,祥生医疗,bottom_area,2024-09-18,18.99,2024-09-18,18.82,0.9032943676939328,3.2943676939426196,29.274708756106726,False,-1.9618,0.6251,3,3,3,100.0,21.73676325226245,29.46360153256704,9.096705632306069,0.9032943676939328,历史3/3次成功; 当前距低点0.90%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
15,81.62570923446164,77.54817610384038,301456,盘古智能,bottom_area,2024-09-18,18.6,2024-09-18,18.18,2.31023102310232,4.510451045104512,27.279999999999998,False,-0.8529,1.4137,1,1,1,100.0,42.34141309953585,42.34141309953585,7.68976897689768,2.31023102310232,历史1/1次成功; 当前距低点2.31%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
16,81.33339811495958,77.1696224878732,603132,金徽股份,bottom_area,2024-09-18,10.49,2024-09-18,10.26,2.2417153996101407,3.4113060428849864,31.554369579719815,False,-0.5687,1.0107,2,2,2,100.0,22.799643005292072,33.20754716981132,7.75828460038986,2.2417153996101407,历史2/2次成功; 当前距低点2.24%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
17,81.16976952167414,76.8218252018252,601117,中国化学,bottom_area,2024-09-18,6.29,2024-09-10,6.16,2.1103896103896087,4.058441558441558,28.78612716763006,False,1.1254,0.4027,1,1,1,100.0,13.513513513513523,13.513513513513523,7.889610389610392,2.1103896103896087,历史1/1次成功; 当前距低点2.11%; 最新日涨幅1.13%; 状态bottom_area; 底部未确认
18,80.77078800836932,76.33182972700166,301326,捷邦科技,bottom_area,2024-09-18,30.11,2024-09-18,29.51,2.033209081667224,6.743476787529645,30.054515287982923,False,-5.7,12.1743,2,2,2,100.0,25.954550716144787,41.81240063593006,7.9667909183327765,2.033209081667224,历史2/2次成功; 当前距低点2.03%; 最新日涨幅-5.70%; 状态bottom_area; 底部未确认
19,80.69345771775681,76.86457984212589,601808,中海油服,bottom_area,2024-09-18,13.39,2024-09-18,13.07,2.448355011476666,2.52486610558531,30.25613660618996,False,1.6705,0.1543,1,1,1,100.0,17.88617886178861,17.88617886178861,7.551644988523335,2.448355011476666,历史1/1次成功; 当前距低点2.45%; 最新日涨幅1.67%; 状态bottom_area; 底部未确认
20,80.52548645098838,76.85392254016278,301386,未来电器,bottom_area,2024-09-18,17.29,2024-09-18,16.86,2.5504151838671394,4.3890865954923015,28.224776500638566,False,-0.0578,1.4111,2,2,2,100.0,24.88639332999926,27.880184331797242,7.449584816132861,2.5504151838671394,历史2/2次成功; 当前距低点2.55%; 最新日涨幅-0.06%; 状态bottom_area; 底部未确认
21,80.41756936677749,74.50457612838058,603306,华懋科技,bottom_area,2024-09-18,17.3,2024-09-18,17.13,0.9924109748978501,7.238762405137199,31.287605294825514,False,-3.0269,7.6994,3,3,3,100.0,26.54447930724555,49.205252246026255,9.00758902510215,0.9924109748978501,历史3/3次成功; 当前距低点0.99%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
22,79.77997825572614,75.25834644296164,600345,长江通信,bottom_area,2024-09-18,14.73,2024-09-18,14.45,1.9377162629757865,3.1833910034602133,28.323412698412703,False,-0.473,1.4817,1,1,1,100.0,25.46419098143237,25.46419098143237,8.062283737024215,1.9377162629757865,历史1/1次成功; 当前距低点1.94%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
23,79.7756808312233,75.02392313873139,603079,圣达生物,bottom_area,2024-09-18,10.31,2024-09-18,10.13,1.7769002961500464,4.6396841066140055,30.616438356164377,False,-0.77,1.794,1,1,1,100.0,22.232558139534888,22.232558139534888,8.223099703849954,1.7769002961500464,历史1/1次成功; 当前距低点1.78%; 最新日涨幅-0.77%; 状态bottom_area; 底部未确认
24,79.68113322979198,76.21898282356885,001286,陕西能源,bottom_area,2024-09-18,8.85,2024-09-11,8.62,2.6682134570765714,3.8283062645011614,31.749802058590664,False,1.3746,1.403,1,1,1,100.0,17.110266159695826,17.110266159695826,7.33178654292343,2.6682134570765714,历史1/1次成功; 当前距低点2.67%; 最新日涨幅1.37%; 状态bottom_area; 底部未确认
25,79.40751065053966,73.0328009788258,603027,千禾味业,bottom_area,2024-09-18,9.91,2024-09-18,9.85,0.6091370558375686,1.8274111675126874,31.692094313453538,False,-0.502,1.2095,1,1,1,100.0,37.051792828685265,37.051792828685265,9.390862944162432,0.6091370558375686,历史1/1次成功; 当前距低点0.61%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
26,79.18892209056311,75.77501894746786,300401,花园生物,bottom_area,2024-09-18,12.23,2024-09-10,11.91,2.6868178001679284,6.045340050377839,30.023501762632193,False,-0.0817,2.8663,2,2,2,100.0,20.757868450810403,29.551451187335093,7.313182199832072,2.6868178001679284,历史2/2次成功; 当前距低点2.69%; 最新日涨幅-0.08%; 状态bottom_area; 底部未确认
27,79.00404712720047,73.82935122079537,301518,长华化学,bottom_area,2024-09-18,13.34,2024-09-18,13.15,1.4448669201520874,4.030418250950565,30.38644785600847,False,-1.6224,1.0337,1,1,1,100.0,11.740041928721173,11.740041928721173,8.555133079847913,1.4448669201520874,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
28,78.74941525148412,73.58134003044793,002140,东华科技,bottom_area,2024-09-18,6.35,2024-09-18,6.26,1.43769968051118,2.8753993610223736,30.444444444444446,False,-0.626,0.4925,1,1,1,100.0,10.318791946308728,10.318791946308728,8.56230031948882,1.43769968051118,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
29,78.5423631666971,74.29149465080513,300400,劲拓股份,bottom_area,2024-09-18,11.29,2024-09-18,11.06,2.079566003616624,3.526220614828199,28.64516129032258,False,-0.5286,2.7217,4,5,4,80.0,15.338199672317415,27.014218009478668,7.920433996383376,2.079566003616624,历史4/5次成功; 当前距低点2.08%; 最新日涨幅-0.53%; 状态bottom_area; 底部未确认
30,78.197683805158,74.86661418713989,000883,湖北能源,bottom_area,2024-09-18,4.54,2024-09-11,4.42,2.714932126696835,4.977375565610854,28.70967741935484,False,0.2208,0.2312,1,1,1,100.0,10.412147505422983,10.412147505422983,7.2850678733031655,2.714932126696835,历史1/1次成功; 当前距低点2.71%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
31,77.7769641236891,73.6270744716506,000690,宝新能源,bottom_area,2024-09-18,3.85,2024-09-18,3.77,2.1220159151193654,3.183023872679048,27.91586998087955,False,-0.5168,0.9643,1,1,1,100.0,18.953068592057758,18.953068592057758,7.877984084880635,2.1220159151193654,历史1/1次成功; 当前距低点2.12%; 最新日涨幅-0.52%; 状态bottom_area; 底部未确认
32,77.7615389466158,75.87093070584186,000155,川能动力,bottom_area,2024-09-18,9.23,2024-08-23,8.9,3.707865168539327,7.752808988764039,29.08366533864542,True,-1.7039,0.5104,2,2,2,100.0,24.596039194147934,37.70685579196216,6.292134831460674,3.707865168539327,历史2/2次成功; 当前距低点3.71%; 最新日涨幅-1.70%; 状态bottom_area; 底部已确认
33,77.6949717936202,71.57469722366135,300761,立华股份,bottom_area,2024-09-18,17.39,2024-09-18,17.27,0.694846554719172,2.374059061957152,30.6425702811245,False,-1.0245,0.5033,1,1,1,100.0,30.263157894736853,30.263157894736853,9.305153445280828,0.694846554719172,历史1/1次成功; 当前距低点0.69%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
34,76.35057435116151,74.35973740986896,002230,科大讯飞,bottom_area,2024-09-18,33.84,2024-08-28,32.66,3.6129822412737505,6.705450091855496,28.093350946719518,False,0.0591,0.5059,1,1,1,100.0,18.69535978480161,18.69535978480161,6.38701775872625,3.6129822412737505,历史1/1次成功; 当前距低点3.61%; 最新日涨幅0.06%; 状态bottom_area; 底部未确认
35,75.63681480249868,72.44355227176587,605266,健之佳,bottom_area,2024-09-18,17.65,2024-09-18,17.18,2.73573923166472,6.984866123399297,27.203389830508478,False,-3.1284,3.8622,4,5,4,80.0,23.661493118072226,33.154615273148806,7.26426076833528,2.73573923166472,历史4/5次成功; 当前距低点2.74%; 最新日涨幅-3.13%; 状态bottom_area; 底部未确认
