rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.23812947360732,81.010309856975,300521,爱司凯,bottom_area,2024-09-18,9.99,2024-09-18,9.88,1.1133603238866339,3.2388663967611184,28.920863309352512,False,-0.6958,1.2849,5,6,5,83.33333333333334,32.3948282908774,73.27586206896554,8.886639676113367,1.1133603238866339,历史5/6次成功; 当前距低点1.11%; 最新日涨幅-0.70%; 状态bottom_area; 底部未确认
36,74.9911993643527,71.96928464977644,000898,鞍钢股份,bottom_area,2024-09-18,1.81,2024-09-18,1.76,2.8409090909090935,4.545454545454549,32.30769230769231,False,-1.6304,0.6514,1,1,1,100.0,18.852459016393443,18.852459016393443,7.1590909090909065,2.8409090909090935,历史1/1次成功; 当前距低点2.84%; 最新日涨幅-1.63%; 状态bottom_area; 底部未确认
37,74.52249032461181,72.38036619221785,688187,时代电气,bottom_area,2024-09-18,43.25,2024-09-10,41.8,3.4688995215311076,9.569377990430622,27.114210985178733,True,-1.7715,1.1078,1,1,1,100.0,19.566973662950396,19.566973662950396,6.531100478468893,3.4688995215311076,历史1/1次成功; 当前距低点3.47%; 最新日涨幅-1.77%; 状态bottom_area; 底部已确认
38,73.25448853849406,67.69249382309339,688009,中国通号,bottom_area,2024-09-18,4.71,2024-09-18,4.67,0.856531049250536,4.282655246252681,28.153846153846157,False,-4.0733,0.3839,1,1,1,100.0,21.588089330024815,21.588089330024815,9.143468950749464,0.856531049250536,历史1/1次成功; 当前距低点0.86%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
39,71.72737725057102,69.81598851598358,000037,深南电A,bottom_area,2024-09-18,6.94,2024-09-18,6.7,3.5820895522388088,4.328358208955224,30.785123966942145,False,2.2091,1.7274,5,8,5,62.5,25.1379177155272,45.16765285996055,6.417910447761191,3.5820895522388088,历史5/8次成功; 当前距低点3.58%; 最新日涨幅2.21%; 状态bottom_area; 底部未确认
40,71.12161479753604,67.5632498005285,002732,燕塘乳业,bottom_area,2024-09-18,13.31,2024-08-23,13.01,2.30591852421215,7.455803228285938,29.599567099567103,True,-1.1144,0.2811,2,3,2,66.66666666666666,18.30149123153517,25.344352617079892,7.694081475787851,2.30591852421215,历史2/3次成功; 当前距低点2.31%; 最新日涨幅-1.11%; 状态bottom_area; 底部已确认
41,70.24659040579348,68.41247577378843,300337,银邦股份,bottom_area,2024-09-18,7.46,2024-09-18,7.2,3.611111111111108,4.583333333333335,31.297709923664126,False,0.8108,4.272,2,3,2,66.66666666666666,25.586787314274673,34.09610983981694,6.388888888888893,3.611111111111108,历史2/3次成功; 当前距低点3.61%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
42,69.14951764298272,64.85300599576338,603060,国检集团,bottom_area,2024-09-18,5.6,2024-09-18,5.51,1.6333938294010864,3.629764065335757,29.719387755102044,False,-1.5817,0.9429,2,4,2,50.0,24.124429713966915,36.2098138747885,8.366606170598914,1.6333938294010864,历史2/4次成功; 当前距低点1.63%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
43,68.43360081234506,63.417029798438705,000591,太阳能,bottom_area,2024-09-18,4.02,2024-08-23,3.98,1.0050251256281304,7.035175879396981,28.158844765342963,True,-0.2481,0.3685,1,2,1,50.0,32.84132841328414,32.84132841328414,8.99497487437187,1.0050251256281304,历史1/2次成功; 当前距低点1.01%; 最新日涨幅-0.25%; 状态bottom_area; 底部已确认
44,67.54040282133582,61.581513671040945,002036,联创电子,bottom_area,2024-09-18,6.49,2024-09-18,6.48,0.15432098765431768,4.475308641975295,30.247578040904187,False,-4.8387,7.3596,3,5,3,60.0,16.792287757488097,22.210743801652896,9.845679012345682,0.15432098765431768,历史3/5次成功; 当前距低点0.15%; 最新日涨幅-4.84%; 状态bottom_area; 底部未确认
45,67.32235220880852,64.08570066030812,000922,佳电股份,bottom_area,2024-09-18,8.91,2024-09-18,8.7,2.413793103448286,2.9885057471264553,30.6772908366534,False,1.25,0.8098,1,2,1,50.0,40.42553191489362,40.42553191489362,7.586206896551714,2.413793103448286,历史1/2次成功; 当前距低点2.41%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
46,62.23121630727766,59.74196765498654,000683,博源化工,bottom_area,2024-09-18,5.04,2024-09-18,4.9,2.8571428571428505,3.6734693877550963,29.69870875179339,False,1.4085,0.8801,1,2,1,50.0,22.50673854447439,22.50673854447439,7.142857142857151,2.8571428571428505,历史1/2次成功; 当前距低点2.86%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
47,62.20762974697424,58.25017510259918,000966,长源电力,bottom_area,2024-09-18,3.93,2024-09-18,3.87,1.5503875968992262,2.3255813953488333,28.33333333333334,False,-0.7576,0.3168,1,2,1,50.0,20.94117647058823,20.94117647058823,8.449612403100774,1.5503875968992262,历史1/2次成功; 当前距低点1.55%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
48,61.58063148164488,57.979337575535595,000625,长安汽车,bottom_area,2024-09-18,11.64,2024-08-29,11.43,1.8372703412073568,8.136482939632543,29.138251704897705,True,-0.0858,0.7612,1,2,1,50.0,13.808139534883724,13.808139534883724,8.162729658792644,1.8372703412073568,历史1/2次成功; 当前距低点1.84%; 最新日涨幅-0.09%; 状态bottom_area; 底部已确认
49,59.11117230830174,55.948638979828935,001229,魅视科技,bottom_area,2024-09-18,22.22,2024-09-18,21.76,2.1139705882352815,4.365808823529408,28.23218997361477,False,-1.5071,2.6641,1,2,1,50.0,15.47576301615797,15.47576301615797,7.88602941176472,2.1139705882352815,历史1/2次成功; 当前距低点2.11%; 最新日涨幅-1.51%; 状态bottom_area; 底部未确认
50,58.35334774156659,55.39874785591765,002840,华统股份,bottom_area,2024-09-18,9.9,2024-09-18,9.68,2.2727272727272796,4.648760330578523,32.35499650593991,False,-1.7857,2.6102,1,2,1,50.0,14.46540880503144,14.46540880503144,7.727272727272721,2.2727272727272796,历史1/2次成功; 当前距低点2.27%; 最新日涨幅-1.79%; 状态bottom_area; 底部未确认
