rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.39326752801627,83.47761583326991,000065,北方国际,bottom_area,2024-07-11,9.85,2024-07-09,9.54,3.2494758909853303,3.7735849056603903,28.000000000000007,False,1.9669,0.8058,3,3,3,100.0,29.926993896325044,41.48061104582843,16.75052410901467,3.2494758909853303,历史3/3次成功; 当前距低点3.25%; 最新日涨幅1.97%; 状态bottom_area; 底部未确认
2,92.85310048943556,82.19625982595429,600973,宝胜股份,bottom_area,2024-07-11,3.44,2024-07-09,3.33,3.3033033033032995,4.504504504504501,28.077753779697623,False,1.1765,0.7631,2,2,2,100.0,40.36446966390223,46.551724137931025,16.6966966966967,3.3033033033032995,历史2/2次成功; 当前距低点3.30%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
3,91.94791441188114,79.01519072819514,600295,鄂尔多斯,bottom_area,2024-07-11,9.69,2024-07-10,9.53,1.6789087093389312,4.40713536201469,29.250185597624355,False,1.1482,0.2962,1,1,1,100.0,20.016680567139286,20.016680567139286,18.32109129066107,1.6789087093389312,历史1/1次成功; 当前距低点1.68%; 最新日涨幅1.15%; 状态bottom_area; 底部未确认
4,89.49114033776317,76.52690834384256,601699,潞安环能,bottom_area,2024-07-11,16.54,2024-07-11,16.31,1.410177805027593,2.7590435315757382,31.871345029239773,False,-0.601,0.772,1,1,1,100.0,25.817815802717657,25.817815802717657,18.58982219497241,1.410177805027593,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
5,88.75505687074735,79.92289919679632,600155,华创云信,bottom_area,2024-07-11,5.9,2024-07-08,5.66,4.240282685512371,4.593639575971728,27.806122448979586,False,2.6087,0.897,2,2,2,100.0,39.627654407336166,46.19883040935671,15.75971731448763,4.240282685512371,历史2/2次成功; 当前距低点4.24%; 最新日涨幅2.61%; 状态bottom_area; 底部未确认
6,88.02819896933131,78.4964831573655,603063,禾望电气,bottom_area,2024-07-11,14.0,2024-07-09,13.5,3.7037037037037033,5.925925925925931,28.4957627118644,False,0.7919,2.6819,2,2,2,100.0,25.38133119252664,28.846153846153843,16.296296296296298,3.7037037037037033,历史2/2次成功; 当前距低点3.70%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
7,86.72078217342646,77.40135897650747,600161,天坛生物,bottom_area,2024-07-11,23.77,2024-07-05,22.91,3.7538192928852006,5.543430816237449,29.42082563154652,False,0.2954,0.3654,1,1,1,100.0,36.77455357142857,36.77455357142857,16.2461807071148,3.7538192928852006,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
8,86.35613921815636,78.05266429333362,605567,春雪食品,bottom_area,2024-07-11,7.52,2024-07-09,7.2,4.444444444444437,5.416666666666662,29.961089494163417,False,2.5921,1.7368,2,2,2,100.0,32.07525605734906,36.46616541353383,15.555555555555564,4.444444444444437,历史2/2次成功; 当前距低点4.44%; 最新日涨幅2.59%; 状态bottom_area; 底部未确认
9,84.75355511602328,75.22867867582276,600389,江山股份,bottom_area,2024-07-11,13.49,2024-07-09,13.04,3.4509202453987817,5.061349693251535,28.74316939890711,False,2.352,1.1054,1,1,1,100.0,21.380520620064356,21.380520620064356,16.54907975460122,3.4509202453987817,历史1/1次成功; 当前距低点3.45%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
10,81.56112249112361,73.66393444039578,002367,康力电梯,bottom_area,2024-07-11,5.69,2024-07-09,5.45,4.403669724770646,4.770642201834859,29.036458333333325,False,2.3381,0.8093,1,1,1,100.0,24.646781789638936,24.646781789638936,15.596330275229356,4.403669724770646,历史1/1次成功; 当前距低点4.40%; 最新日涨幅2.34%; 状态bottom_area; 底部未确认
11,78.6690097654777,68.79128656622491,000620,盈新发展,bottom_area,2024-07-11,1.56,2024-07-10,1.52,2.6315789473684235,4.605263157894741,30.59360730593607,False,1.9608,0.8312,3,6,3,50.0,35.0606804635748,58.4192439862543,17.36842105263158,2.6315789473684235,历史3/6次成功; 当前距低点2.63%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
