rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.3551231698297,77.88227169595025,002812,恩捷股份,bottom_area,2023-03-02,119.81,2023-03-02,118.51,1.0969538435575032,3.982786262762635,28.140916808149395,False,-2.9643,2.0544,2,2,2,100.0,12.59852935086754,16.39800995024876,6.903046156442497,1.0969538435575032,历史2/2次成功; 当前距低点1.10%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
2,75.83757655773589,75.92052056257957,688320,禾川科技,confirmed_rebound,2023-03-02,45.4,2023-03-01,43.63,4.0568416227366395,8.18244327297731,27.5008308408109,True,1.4752,9.0757,1,1,1,100.0,33.54902936784469,33.54902936784469,3.943158377263361,4.0568416227366395,历史1/1次成功; 当前距低点4.06%; 最新日涨幅1.48%; 状态confirmed_rebound; 底部已确认
3,75.54697920768412,74.91670482673265,002855,捷荣技术,bottom_area,2023-03-02,10.46,2023-02-27,10.1,3.5643564356435764,3.7623762376237706,31.710615280594993,False,0.9653,3.6597,1,1,1,100.0,21.093749999999993,21.093749999999993,4.435643564356424,3.5643564356435764,历史1/1次成功; 当前距低点3.56%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
4,71.05612913482548,69.70464183611251,002767,先锋电子,bottom_area,2023-03-02,14.07,2023-02-27,13.66,3.0014641288433395,3.733528550512444,28.067403896787773,False,-0.071,2.5328,1,1,1,100.0,8.645054031587705,8.645054031587705,4.99853587115666,3.0014641288433395,历史1/1次成功; 当前距低点3.00%; 最新日涨幅-0.07%; 状态bottom_area; 底部未确认
5,70.70728185349289,71.88313375387577,000419,通程控股,bottom_area,2023-03-02,6.26,2023-02-16,5.97,4.857621440536014,7.035175879396983,30.093676814988285,True,-0.4769,2.3556,2,2,2,100.0,17.250057195149854,24.82269503546099,3.142378559463986,4.857621440536014,历史2/2次成功; 当前距低点4.86%; 最新日涨幅-0.48%; 状态bottom_area; 底部已确认
6,70.60015019697413,70.97127805097729,002403,爱仕达,bottom_area,2023-03-02,10.25,2023-02-16,9.83,4.272634791454729,5.0864699898270604,29.78571428571429,False,1.1846,3.811,1,1,1,100.0,8.563899868247699,8.563899868247699,3.7273652085452706,4.272634791454729,历史1/1次成功; 当前距低点4.27%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
7,68.0906784457625,67.91896458496079,603318,水发燃气,confirmed_rebound,2023-03-02,8.86,2022-12-30,8.53,3.868698710433764,9.613130128956628,30.819140308191407,True,-0.4494,1.5014,1,1,1,100.0,10.696761530912658,10.696761530912658,4.131301289566236,3.868698710433764,历史1/1次成功; 当前距低点3.87%; 最新日涨幅-0.45%; 状态confirmed_rebound; 底部已确认
