rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.97794074811821,80.85869395072255,000938,紫光股份,bottom_area,2023-10-25,19.64,2023-10-23,19.3,1.761658031088082,4.041450777202059,28.011935844834014,False,0.2041,1.1772,1,1,1,100.0,30.942334739803094,30.942334739803094,13.238341968911918,1.761658031088082,历史1/1次成功; 当前距低点1.76%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
2,87.58789322325572,80.16623046904137,688023,安恒信息,bottom_area,2023-10-25,120.19,2023-10-24,116.98,2.744058813472383,4.804240041032647,29.021297251380375,False,1.4262,0.7551,1,1,1,100.0,39.261744966442954,39.261744966442954,12.255941186527616,2.744058813472383,历史1/1次成功; 当前距低点2.74%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
3,85.65821605985663,81.10782201405151,300586,美联新材,bottom_area,2023-10-25,8.93,2023-10-23,8.54,4.566744730679164,8.313817330210783,27.008547008547012,False,1.7084,1.032,2,2,2,100.0,69.69134206257787,124.33414043583537,10.433255269320835,4.566744730679164,历史2/2次成功; 当前距低点4.57%; 最新日涨幅1.71%; 状态bottom_area; 底部未确认
4,84.51871545408395,78.28506810132075,601890,亚星锚链,bottom_area,2023-10-25,8.86,2023-10-23,8.57,3.38389731621936,4.434072345390887,29.05629139072847,False,1.4891,1.0219,1,1,1,100.0,36.991150442477874,36.991150442477874,11.616102683780639,3.38389731621936,历史1/1次成功; 当前距低点3.38%; 最新日涨幅1.49%; 状态bottom_area; 底部未确认
5,83.4894482946106,76.97434014475827,001322,箭牌家居,bottom_area,2023-10-25,12.5,2023-10-23,12.12,3.135313531353142,4.785478547854787,30.74285714285715,False,0.4823,3.4189,1,1,1,100.0,26.897069872276486,26.897069872276486,11.864686468646857,3.135313531353142,历史1/1次成功; 当前距低点3.14%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
6,83.39425862035388,77.93117774782871,601155,新城控股,bottom_area,2023-10-25,11.84,2023-10-20,11.4,3.8596491228070127,4.8245614035087625,27.06333973128599,False,0.6803,0.6211,2,2,2,100.0,24.2536438055306,24.642857142857142,11.140350877192986,3.8596491228070127,历史2/2次成功; 当前距低点3.86%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
7,81.34852569359758,75.04041045556372,688071,华依科技,bottom_area,2023-10-25,38.15,2023-10-25,36.98,3.1638723634397024,4.948620876149286,27.617929144646713,False,1.0328,1.8206,3,4,3,75.0,21.016341097882982,29.494190020505805,11.836127636560297,3.1638723634397024,历史3/4次成功; 当前距低点3.16%; 最新日涨幅1.03%; 状态bottom_area; 底部未确认
8,81.09795735681378,75.21719735485294,300353,东土科技,bottom_area,2023-10-25,9.58,2023-10-24,9.26,3.4557235421166337,7.235421166306695,27.372549019607845,False,0.6303,2.9963,1,1,1,100.0,21.377672209026137,21.377672209026137,11.544276457883365,3.4557235421166337,历史1/1次成功; 当前距低点3.46%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
9,79.04343841213131,74.81477709790208,600004,白云机场,bottom_area,2023-10-25,10.58,2023-10-23,10.12,4.545454545454554,4.940711462450594,31.38983050847458,False,2.1236,0.5331,1,1,1,100.0,32.57211538461537,32.57211538461537,10.454545454545446,4.545454545454554,历史1/1次成功; 当前距低点4.55%; 最新日涨幅2.12%; 状态bottom_area; 底部未确认
10,78.89881249313972,71.56330975533245,603260,合盛硅业,bottom_area,2023-10-25,54.32,2023-10-23,53.12,2.2590361445783187,4.160391566265062,28.69798657718121,False,0.129,0.1861,2,3,2,66.66666666666666,25.95293278658251,34.21399022188793,12.74096385542168,2.2590361445783187,历史2/3次成功; 当前距低点2.26%; 最新日涨幅0.13%; 状态bottom_area; 底部未确认
11,78.83526768262831,73.6461839795826,600009,上海机场,bottom_area,2023-10-25,35.68,2023-10-23,34.36,3.8416763678696166,5.791618160651927,29.777232781524628,False,1.2199,0.5353,3,4,3,75.0,21.829065044759854,27.704918032786885,11.158323632130381,3.8416763678696166,历史3/4次成功; 当前距低点3.84%; 最新日涨幅1.22%; 状态bottom_area; 底部未确认
12,78.29459464948414,73.55883762537275,000966,长源电力,bottom_area,2023-10-25,4.52,2023-10-24,4.34,4.1474654377880125,4.60829493087558,27.424749163879607,False,1.8018,0.8975,1,1,1,100.0,20.94117647058823,20.94117647058823,10.852534562211988,4.1474654377880125,历史1/1次成功; 当前距低点4.15%; 最新日涨幅1.80%; 状态bottom_area; 底部未确认
13,76.81552016628412,72.50122382817776,300486,东杰智能,bottom_area,2023-10-25,6.89,2023-10-24,6.6,4.3939393939393945,5.757575757575769,30.453108535300323,False,2.3774,2.3232,1,1,1,100.0,18.276374442793454,18.276374442793454,10.606060606060606,4.3939393939393945,历史1/1次成功; 当前距低点4.39%; 最新日涨幅2.38%; 状态bottom_area; 底部未确认
14,76.78808510926301,72.55688912308725,600032,浙江新能,bottom_area,2023-10-25,9.38,2023-10-24,8.98,4.454342984409803,5.679287305122492,32.784431137724546,False,1.1866,1.431,1,1,1,100.0,19.31608133086876,19.31608133086876,10.545657015590196,4.454342984409803,历史1/1次成功; 当前距低点4.45%; 最新日涨幅1.19%; 状态bottom_area; 底部未确认
15,75.57982400459142,69.0931803964127,000928,中钢国际,bottom_area,2023-10-25,6.13,2023-10-23,5.97,2.6800670016750443,5.192629815745402,31.06235565819862,False,0.8224,2.4656,2,3,2,66.66666666666666,17.833690825619026,18.798449612403097,12.319932998324955,2.6800670016750443,历史2/3次成功; 当前距低点2.68%; 最新日涨幅0.82%; 状态bottom_area; 底部未确认
16,75.2059607098253,71.57749420233951,000006,深振业A,bottom_area,2023-10-25,4.33,2023-10-23,4.13,4.842615012106542,6.053268765133172,32.295081967213115,False,1.4052,1.3591,1,1,1,100.0,18.809980806142043,18.809980806142043,10.157384987893458,4.842615012106542,历史1/1次成功; 当前距低点4.84%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
17,72.02407211595376,63.037067542765236,603129,春风动力,bottom_area,2023-10-25,104.13,2023-10-25,103.77,0.3469210754553334,4.654524429025728,29.923014586709897,False,-2.0598,0.9326,2,3,2,66.66666666666666,18.985918968477026,20.09633197480549,14.653078924544666,0.3469210754553334,历史2/3次成功; 当前距低点0.35%; 最新日涨幅-2.06%; 状态bottom_area; 底部未确认
18,68.19965292809503,62.013748904613564,300620,光库科技,bottom_area,2023-10-25,38.08,2023-10-24,37.19,2.393116429147622,5.8080129066953585,28.273866923818712,False,-1.3472,3.8052,3,6,3,50.0,18.172335285323314,22.444343480236245,12.606883570852379,2.393116429147622,历史3/6次成功; 当前距低点2.39%; 最新日涨幅-1.35%; 状态bottom_area; 底部未确认
