rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.76484216387092,78.1387318087318,001218,丽臣实业,bottom_area,2024-07-04,14.6,2024-05-10,19.8,2024-06-24,14.43,1.1781011781011776,6.1677061677061715,27.121212121212125,26.262626262626267,False,-3.1187790311877905,0.8281298091967164,2,2,2,100.0,25.18711018711019,29.999999999999993,2022-03-16; 2022-04-27,18.821898821898824,1.1781011781011776,历史2/2次成功; 当前距低点1.18%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
2,90.05045168164638,75.36075444786428,301332,德尔玛,bottom_area,2024-07-04,8.67,2024-05-15,12.62,2024-07-04,8.65,0.23121387283236502,3.468208092485537,31.458003169572102,31.299524564183834,False,-2.6936026936026924,0.9521968510196818,1,1,1,100.0,44.935064935064936,44.935064935064936,2024-02-06,19.768786127167637,0.23121387283236502,历史1/1次成功; 当前距低点0.23%; 最新日涨幅-2.69%; 状态bottom_area; 底部未确认
3,89.86167411265907,76.83670002129021,001308,康冠科技,bottom_area,2024-07-04,21.65,2024-04-23,29.93,2024-06-24,21.35,1.4051522248243427,6.557377049180321,28.66688940862011,27.664550618108922,False,-2.4774774774774855,0.35647970137718604,1,1,1,100.0,27.421758569299566,27.421758569299566,2022-06-14,18.59484777517566,1.4051522248243427,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
4,89.048568258555,74.38995735821055,605567,春雪食品,bottom_area,2024-07-04,7.46,2024-05-23,10.28,2024-07-04,7.45,0.13422818791946023,4.6979865771812035,27.529182879377423,27.43190661478599,False,-4.236200256739409,1.37495,2,2,2,100.0,32.07525605734906,36.46616541353383,2022-01-10; 2024-02-06,19.865771812080542,0.13422818791946023,历史2/2次成功; 当前距低点0.13%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
5,88.4007163101744,73.87622948964105,002959,小熊电器,bottom_area,2024-07-04,45.37,2024-05-21,67.2,2024-07-04,45.3,0.1545253863134664,3.465783664459162,32.58928571428572,32.48511904761905,False,-2.1354616048317565,0.8078741361079093,3,4,3,75.0,40.18036220664382,54.51934124856377,2020-02-04; 2020-06-12; 2021-07-30,19.845474613686534,0.1545253863134664,历史3/4次成功; 当前距低点0.15%; 最新日涨幅-2.14%; 状态bottom_area; 底部未确认
6,87.82233070348387,74.13736167212251,301035,润丰股份,bottom_area,2024-07-04,41.4,2024-05-07,60.67,2024-07-04,41.11,0.7054244709316447,3.6000972999270346,32.23998681391132,31.761991099390148,False,-2.8169014084507116,0.2296116903418162,2,2,2,100.0,27.503921859390612,33.78906249999999,2024-02-05; 2024-04-18,19.294575529068357,0.7054244709316447,历史2/2次成功; 当前距低点0.71%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
7,87.42099502679682,75.18925086666884,300765,新诺威,bottom_area,2024-07-04,22.99,2024-06-14,31.83,2024-07-03,22.6,1.725663716814146,7.079646017699106,28.997800816839455,27.77254162739554,False,-0.8196721311475419,0.6109029584304617,3,4,3,75.0,26.66002226346828,28.947368421052634,2021-05-11; 2023-12-08; 2024-02-05,18.274336283185853,1.725663716814146,历史3/4次成功; 当前距低点1.73%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
8,84.7173669129234,71.21145717394093,688616,西力科技,bottom_area,2024-07-04,8.51,2024-06-14,12.36,2024-07-04,8.47,0.4722550177095531,5.430932703659965,31.472491909385102,31.148867313915858,False,-3.4052213393870656,0.8479286476544584,1,1,1,100.0,35.79676674364896,35.79676674364896,2022-04-27,19.52774498229045,0.4722550177095531,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-3.41%; 状态bottom_area; 底部未确认
9,84.25939181935271,70.32288608385937,603215,比依股份,bottom_area,2024-07-04,12.08,2024-05-15,17.09,2024-07-04,12.07,0.08285004142501894,5.633802816901405,29.373902867173783,29.315389116442365,False,-4.806934594168633,0.7968342476090887,3,4,3,75.0,30.412818162948412,36.01562499999999,2022-03-16; 2022-04-27; 2024-02-06,19.91714995857498,0.08285004142501894,历史3/4次成功; 当前距低点0.08%; 最新日涨幅-4.81%; 状态bottom_area; 底部未确认
10,84.05202985504889,70.4573705394284,688501,青达环保,bottom_area,2024-07-04,12.48,2024-05-30,18.48,2024-07-04,12.44,0.32154340836013606,5.8681672025723515,32.683982683982684,32.467532467532465,False,-3.852080123266566,1.0432598978896042,1,1,1,100.0,29.895104895104897,29.895104895104897,2022-12-23,19.678456591639865,0.32154340836013606,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-3.85%; 状态bottom_area; 底部未确认
