rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.37948940444399,88.57880775754373,603348,文灿股份,bottom_area,2023-08-17,43.2,2023-08-17,42.49,1.670981407389976,3.6008472581783977,27.59032038173142,False,0.1159,1.6925,4,4,4,100.0,21.33680304512298,31.539888682745836,8.329018592610025,1.670981407389976,历史4/4次成功; 当前距低点1.67%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
12,80.47657914898198,78.54815147796606,300539,横河精密,bottom_area,2023-08-17,11.69,2023-08-17,11.27,3.726708074534161,4.081632653061233,27.524115755627015,False,2.9956,1.422,2,2,2,100.0,25.941106924214775,39.25845147219192,6.27329192546584,3.726708074534161,历史2/2次成功; 当前距低点3.73%; 最新日涨幅3.00%; 状态bottom_area; 底部未确认
13,79.79700098328294,77.08848658959448,300614,百川畅银,bottom_area,2023-08-17,23.31,2023-08-17,22.59,3.187250996015931,3.4528552456839363,27.596153846153843,False,2.1025,1.3083,2,2,2,100.0,11.480746561886047,11.8614931237721,6.81274900398407,3.187250996015931,历史2/2次成功; 当前距低点3.19%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
14,78.86579595203503,77.16221459093644,688262,国芯科技,bottom_area,2023-08-17,32.34,2023-08-17,31.14,3.8535645472061746,6.294155427103407,32.74298056155507,False,2.9281,1.9149,2,2,2,100.0,20.044848164336123,27.063197026022312,6.146435452793826,3.8535645472061746,历史2/2次成功; 当前距低点3.85%; 最新日涨幅2.93%; 状态bottom_area; 底部未确认
15,78.53648470013498,76.66890871852976,300473,德尔股份,bottom_area,2023-08-17,16.38,2023-08-17,15.79,3.7365421152628238,4.11652944901838,29.665924276169264,False,3.2136,2.1803,2,2,2,100.0,15.958197534026922,21.37137137137137,6.263457884737177,3.7365421152628238,历史2/2次成功; 当前距低点3.74%; 最新日涨幅3.21%; 状态bottom_area; 底部未确认
16,78.29106513628004,75.1073126784926,601360,三六零,bottom_area,2023-08-17,11.3,2023-08-17,10.99,2.8207461328480483,3.184713375796175,31.992574257425744,False,1.6187,1.1292,1,1,1,100.0,13.003300330033007,13.003300330033007,7.179253867151952,2.8207461328480483,历史1/1次成功; 当前距低点2.82%; 最新日涨幅1.62%; 状态bottom_area; 底部未确认
17,77.78762652046372,74.77280814584442,600990,四创电子,bottom_area,2023-08-17,22.52,2023-08-17,21.88,2.925045703839125,3.3820840950639948,31.81676534746028,False,1.9466,0.9926,1,1,1,100.0,12.483399734395755,12.483399734395755,7.074954296160875,2.925045703839125,历史1/1次成功; 当前距低点2.93%; 最新日涨幅1.95%; 状态bottom_area; 底部未确认
18,77.62202986012792,75.49621537458052,002219,新里程,bottom_area,2023-08-17,3.8,2023-08-07,3.67,3.542234332425066,6.267029972752043,29.42307692307693,False,0.2639,0.2806,1,1,1,100.0,23.938223938223942,23.938223938223942,6.457765667574936,3.542234332425066,历史1/1次成功; 当前距低点3.54%; 最新日涨幅0.26%; 状态bottom_area; 底部未确认
19,77.39524014089399,74.42084247597846,603061,金海通,bottom_area,2023-08-17,91.65,2023-08-17,89.03,2.9428282601370372,3.5269010445917113,28.31145824945648,False,1.8333,5.3953,1,1,1,100.0,10.80909090909091,10.80909090909091,7.057171739862963,2.9428282601370372,历史1/1次成功; 当前距低点2.94%; 最新日涨幅1.83%; 状态bottom_area; 底部未确认
20,76.99211866065001,74.90612529792304,002519,银河电子,bottom_area,2023-08-17,5.53,2023-08-17,5.34,3.558052434456936,3.745318352059929,28.03234501347709,False,2.7881,1.75,1,1,1,100.0,20.959595959595962,20.959595959595962,6.441947565543065,3.558052434456936,历史1/1次成功; 当前距低点3.56%; 最新日涨幅2.79%; 状态bottom_area; 底部未确认
21,76.84893984411939,70.87220133650578,688234,天岳先进,bottom_area,2023-08-17,54.95,2023-08-17,54.54,0.7517418408507585,2.585258525852592,30.07692307692308,False,-1.8049,1.3022,2,2,2,100.0,10.517057707771569,10.647803425167522,9.248258159149241,0.7517418408507585,历史2/2次成功; 当前距低点0.75%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
22,76.60650741188563,75.54787477177165,300455,航天智装,bottom_area,2023-08-17,10.99,2023-08-17,10.54,4.26944971537003,4.459203036053137,32.43589743589744,False,3.6792,1.5056,2,2,2,100.0,16.463549047394118,18.904109589041095,5.73055028462997,4.26944971537003,历史2/2次成功; 当前距低点4.27%; 最新日涨幅3.68%; 状态bottom_area; 底部未确认
23,76.58771862076307,73.92636932506088,300565,科信技术,bottom_area,2023-08-17,15.75,2023-08-17,15.27,3.1434184675834995,3.405370006548786,32.90861159929702,False,1.482,2.1763,1,1,1,100.0,10.60948081264109,10.60948081264109,6.8565815324165005,3.1434184675834995,历史1/1次成功; 当前距低点3.14%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
24,75.62422047521528,74.78705198286971,002755,奥赛康,bottom_area,2023-08-17,8.04,2023-08-08,7.7,4.4155844155844015,6.363636363636354,31.00358422939068,False,0.1245,0.2415,1,1,1,100.0,30.831099195710454,30.831099195710454,5.5844155844155985,4.4155844155844015,历史1/1次成功; 当前距低点4.42%; 最新日涨幅0.12%; 状态bottom_area; 底部未确认
25,75.4769640173838,74.7992951891742,603051,鹿山新材,bottom_area,2023-08-17,35.1,2023-08-17,33.58,4.526503871352005,4.586063132817151,32.46178600160901,False,2.3921,4.1057,2,2,2,100.0,15.58991406374611,18.738110336081178,5.473496128647995,4.526503871352005,历史2/2次成功; 当前距低点4.53%; 最新日涨幅2.39%; 状态bottom_area; 底部未确认
26,74.91090595246118,68.75714176453525,603255,鼎际得,bottom_area,2023-08-17,38.0,2023-08-17,37.81,0.5025125628140643,3.147315524993382,27.6778882938026,False,-2.0366,2.5795,1,1,1,100.0,12.757367783609205,12.757367783609205,9.497487437185937,0.5025125628140643,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-2.04%; 状态bottom_area; 底部未确认
27,73.7899092627739,72.93140558611675,002819,东方中科,bottom_area,2023-08-17,26.42,2023-08-17,25.31,4.385618332674844,4.899249308573694,27.68571428571429,False,3.2435,0.7875,1,1,1,100.0,20.487179487179493,20.487179487179493,5.614381667325157,4.385618332674844,历史1/1次成功; 当前距低点4.39%; 最新日涨幅3.24%; 状态bottom_area; 底部未确认
28,70.84691422724065,70.47836689320027,300635,中达安,bottom_area,2023-08-17,13.96,2023-08-14,13.33,4.7261815453863525,6.826706676669168,27.475516866158866,False,-0.4989,3.4898,2,2,2,100.0,17.279896863877134,23.97914856646394,5.273818454613648,4.7261815453863525,历史2/2次成功; 当前距低点4.73%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
29,69.64317014269513,67.5625506841271,001266,宏英智能,bottom_area,2023-08-17,26.4,2023-08-17,25.53,3.4077555816686154,3.916960438699569,27.51277683134582,False,2.7237,4.5182,2,3,2,66.66666666666666,18.524552385295017,23.285351397121083,6.592244418331386,3.4077555816686154,历史2/3次成功; 当前距低点3.41%; 最新日涨幅2.72%; 状态bottom_area; 底部未确认
30,69.33599529219184,67.50490735350641,688286,敏芯股份,bottom_area,2023-08-17,48.7,2023-08-16,47.01,3.594979791533727,7.679217187832375,28.338414634146336,False,1.9895,1.5682,2,3,2,66.66666666666666,20.509648449121638,25.016501650165008,6.405020208466274,3.594979791533727,历史2/3次成功; 当前距低点3.59%; 最新日涨幅1.99%; 状态bottom_area; 底部未确认
31,67.73593374649306,64.03424296853572,300763,锦浪科技,bottom_area,2023-08-17,83.12,2023-08-17,81.45,2.05033763044813,3.007980356046658,30.295250320924254,False,0.3138,1.9869,1,2,1,50.0,35.693617021276594,35.693617021276594,7.94966236955187,2.05033763044813,历史1/2次成功; 当前距低点2.05%; 最新日涨幅0.31%; 状态bottom_area; 底部未确认
32,58.91459276750742,56.86259478189973,000890,法尔胜,bottom_area,2023-08-17,4.6,2023-08-14,4.46,3.1390134529147913,6.502242152466368,27.47967479674797,False,-0.6479,5.9687,1,2,1,50.0,32.954545454545446,32.954545454545446,6.86098654708521,3.1390134529147913,历史1/2次成功; 当前距低点3.14%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
