rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.07395318741295,82.88595167498214,300437,清水源,bottom_area,2022-09-22,18.14,2022-09-19,17.4,4.252873563218403,6.666666666666668,29.354445797807553,False,0.3874,2.0967,6,6,6,100.0,22.379050532903687,30.330330330330323,5.747126436781598,4.252873563218403,历史6/6次成功; 当前距低点4.25%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
2,82.1477255195398,76.84639378152971,688179,阿拉丁,bottom_area,2022-09-22,35.21,2022-09-21,34.69,1.4989910637071293,3.6609974055923993,32.96618357487923,False,-0.677,0.7604,2,2,2,100.0,11.957491434311619,12.021924482338617,8.501008936292871,1.4989910637071293,历史2/2次成功; 当前距低点1.50%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
3,81.87575879029738,79.32970409796407,688010,福光股份,bottom_area,2022-09-22,20.72,2022-09-21,20.05,3.341645885286774,5.985037406483787,28.341672623302355,False,0.7292,0.2753,1,1,1,100.0,42.08955223880597,42.08955223880597,6.6583541147132275,3.341645885286774,历史1/1次成功; 当前距低点3.34%; 最新日涨幅0.73%; 状态bottom_area; 底部未确认
4,81.65591718798126,76.70205377410906,688356,键凯科技,bottom_area,2022-09-22,169.0,2022-09-21,166.15,1.7153174842010197,7.6136021667168245,27.05680920186144,False,-0.5882,1.148,2,2,2,100.0,13.833213107996695,15.625,8.28468251579898,1.7153174842010197,历史2/2次成功; 当前距低点1.72%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
5,81.60053312936407,74.69670170155683,603229,奥翔药业,bottom_area,2022-09-22,24.95,2022-09-21,24.86,0.3620273531777951,3.2984714400643615,28.869814020028624,False,-1.8103,0.9596,2,2,2,100.0,26.30174229463547,41.48479427549196,9.637972646822206,0.3620273531777951,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
6,80.78912672626943,76.34016355235721,688280,精进电动,bottom_area,2022-09-22,9.06,2022-09-19,8.88,2.0270270270270236,5.292792792792779,29.411764705882348,False,-1.7354,1.2914,1,1,1,100.0,32.37518910741301,32.37518910741301,7.972972972972977,2.0270270270270236,历史1/1次成功; 当前距低点2.03%; 最新日涨幅-1.74%; 状态bottom_area; 底部未确认
7,80.58312491071011,75.5373493975904,002110,三钢闽光,bottom_area,2022-09-22,5.06,2022-09-21,4.98,1.6064257028112285,2.4096385542168517,32.97442799461641,False,-0.5894,0.182,1,1,1,100.0,22.90322580645161,22.90322580645161,8.393574297188772,1.6064257028112285,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
8,79.33840009992096,75.89921683699465,688079,美迪凯,bottom_area,2022-09-22,9.6,2022-09-21,9.35,2.6737967914438503,5.775401069518726,29.962546816479403,False,-0.8264,0.4921,2,2,2,100.0,21.265986674659317,29.007036747458958,7.326203208556151,2.6737967914438503,历史2/2次成功; 当前距低点2.67%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
9,77.72831489648304,71.89854015932696,688018,乐鑫科技,bottom_area,2022-09-22,83.26,2022-09-21,82.51,0.9089807296085323,3.38140831414373,29.47863247863247,False,-0.4186,0.4926,1,1,1,100.0,34.629119477604306,34.629119477604306,9.091019270391469,0.9089807296085323,历史1/1次成功; 当前距低点0.91%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
10,77.562923103214,74.01889533288063,688183,生益电子,bottom_area,2022-09-22,9.67,2022-09-21,9.43,2.545068928950162,4.029692470837761,28.883861236802417,False,-0.7187,0.3649,1,1,1,100.0,26.24544349939247,26.24544349939247,7.454931071049839,2.545068928950162,历史1/1次成功; 当前距低点2.55%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
11,77.35192886992456,75.97631317182739,000591,太阳能,bottom_area,2022-09-22,7.18,2022-09-19,6.9,4.057971014492744,4.927536231884055,27.672955974842754,False,0.1395,0.9278,1,1,1,100.0,32.84132841328414,32.84132841328414,5.942028985507256,4.057971014492744,历史1/1次成功; 当前距低点4.06%; 最新日涨幅0.14%; 状态bottom_area; 底部未确认
12,77.3329953515887,73.44986057789453,600130,波导股份,bottom_area,2022-09-22,4.01,2022-09-19,3.92,2.295918367346935,4.59183673469387,27.541589648798524,False,-0.7426,3.5174,1,1,1,100.0,20.13201320132014,20.13201320132014,7.704081632653065,2.295918367346935,历史1/1次成功; 当前距低点2.30%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
13,77.11416666271955,73.09399683670101,603192,汇得科技,bottom_area,2022-09-22,19.6,2022-09-19,19.18,2.189781021897819,4.848800834202293,27.595318988297468,False,-1.8036,0.576,1,1,1,100.0,16.917728852838945,16.917728852838945,7.810218978102182,2.189781021897819,历史1/1次成功; 当前距低点2.19%; 最新日涨幅-1.80%; 状态bottom_area; 底部未确认
14,76.83636146736282,73.61922123638924,300517,海波重科,bottom_area,2022-09-22,14.92,2022-09-22,14.52,2.754820936639121,5.6473829201101955,28.047571853320118,False,-4.359,8.2408,1,1,1,100.0,36.88286544046467,36.88286544046467,7.2451790633608795,2.754820936639121,历史1/1次成功; 当前距低点2.75%; 最新日涨幅-4.36%; 状态bottom_area; 底部未确认
15,76.34826229631886,74.87486091818728,300648,星云股份,bottom_area,2022-09-22,37.91,2022-09-22,36.46,3.976961053208984,7.103675260559507,27.52931822699265,False,0.6638,3.2487,4,5,4,80.0,19.259850104858955,26.78362573099414,6.023038946791017,3.976961053208984,历史4/5次成功; 当前距低点3.98%; 最新日涨幅0.66%; 状态bottom_area; 底部未确认
16,76.00487736749841,74.1885373159695,603315,福鞍股份,bottom_area,2022-09-22,20.3,2022-09-19,19.57,3.7301992846193177,6.6428206438426205,29.324665944384254,False,-0.4902,0.3101,1,1,1,100.0,41.68490153172865,41.68490153172865,6.269800715380683,3.7301992846193177,历史1/1次成功; 当前距低点3.73%; 最新日涨幅-0.49%; 状态bottom_area; 底部未确认
17,75.73058999602266,72.73491792339517,002451,摩恩电气,bottom_area,2022-09-22,6.07,2022-09-19,5.9,2.8813559322033884,4.406779661016945,29.59427207637232,False,-0.6547,0.7247,1,1,1,100.0,23.464566929133863,23.464566929133863,7.118644067796612,2.8813559322033884,历史1/1次成功; 当前距低点2.88%; 最新日涨幅-0.65%; 状态bottom_area; 底部未确认
18,75.47632907344592,73.21655874190563,002516,旷达科技,bottom_area,2022-09-22,4.86,2022-09-19,4.7,3.404255319148939,5.744680851063821,28.679817905918053,False,-1.4199,0.7706,1,1,1,100.0,32.46376811594203,32.46376811594203,6.5957446808510625,3.404255319148939,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-1.42%; 状态bottom_area; 底部未确认
19,74.68572684629613,73.3032822410148,603186,华正新材,bottom_area,2022-09-22,21.74,2022-09-19,20.9,4.019138755980861,5.119617224880384,29.795095733960363,False,0.6481,1.0223,1,1,1,100.0,17.994186046511643,17.994186046511643,5.980861244019139,4.019138755980861,历史1/1次成功; 当前距低点4.02%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
20,74.31870674046998,72.5752209690005,300376,易事特,bottom_area,2022-09-22,6.91,2022-09-19,6.66,3.7537537537537538,5.105105105105103,29.14893617021277,False,0.0,0.5086,1,1,1,100.0,10.826771653543304,10.826771653543304,6.246246246246247,3.7537537537537538,历史1/1次成功; 当前距低点3.75%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
21,74.31832617253544,72.93260664625654,600215,派斯林,bottom_area,2022-09-22,7.0,2022-09-16,6.73,4.011887072808315,4.903417533432379,29.1578947368421,False,-0.1427,0.8304,2,2,2,100.0,21.718866517524237,23.993288590604024,5.988112927191685,4.011887072808315,历史2/2次成功; 当前距低点4.01%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
22,74.17642690497792,72.65272950626036,605358,立昂微,bottom_area,2022-09-22,49.16,2022-09-21,47.31,3.91037835552736,4.206298879729433,28.318181818181813,False,0.4701,1.073,1,1,1,100.0,13.16339869281045,13.16339869281045,6.089621644472641,3.91037835552736,历史1/1次成功; 当前距低点3.91%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
23,73.89509617409159,72.80557610907896,300484,蓝海华腾,bottom_area,2022-09-22,11.36,2022-09-19,10.9,4.220183486238524,6.23853211009174,28.52459016393442,False,-1.1314,1.3885,2,2,2,100.0,23.589217514531214,28.708133971291865,5.779816513761476,4.220183486238524,历史2/2次成功; 当前距低点4.22%; 最新日涨幅-1.13%; 状态bottom_area; 底部未确认
24,73.52007426554655,67.77883360986601,000661,长春高新,bottom_area,2022-09-22,157.9,2022-09-22,156.75,0.7336523125996847,2.545454545454551,32.52260008609557,False,-0.4414,0.8534,1,1,1,100.0,10.330972487060738,10.330972487060738,9.266347687400316,0.7336523125996847,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
25,73.24601806209405,71.92734997914309,002283,天润工业,bottom_area,2022-09-22,5.4,2022-09-19,5.19,4.046242774566473,5.394990366088619,27.816411682892905,False,-0.7353,0.4413,1,1,1,100.0,33.402061855670105,33.402061855670105,5.953757225433528,4.046242774566473,历史1/1次成功; 当前距低点4.05%; 最新日涨幅-0.74%; 状态bottom_area; 底部未确认
26,73.10973390010506,67.03248196950572,600436,片仔癀,bottom_area,2022-09-22,260.85,2022-09-22,259.69,0.44668643382495477,7.582117139666525,27.82780279028403,False,-7.1972,0.9905,1,1,1,100.0,13.015736766809729,13.015736766809729,9.553313566175046,0.44668643382495477,历史1/1次成功; 当前距低点0.45%; 最新日涨幅-7.20%; 状态bottom_area; 底部未确认
27,72.53415461787301,71.17593494191716,000936,华西股份,bottom_area,2022-09-22,5.45,2022-09-19,5.24,4.007633587786259,5.152671755725183,29.284750337381915,False,-0.5474,0.6424,2,2,2,100.0,12.222255494999095,13.427561837455826,5.992366412213741,4.007633587786259,历史2/2次成功; 当前距低点4.01%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
28,72.28194917170975,71.28150696864111,000728,国元证券,bottom_area,2022-09-22,6.84,2022-09-21,6.56,4.268292682926833,5.945121951219521,28.92741061755147,False,0.1464,1.6757,1,1,1,100.0,10.178571428571434,10.178571428571434,5.731707317073168,4.268292682926833,历史1/1次成功; 当前距低点4.27%; 最新日涨幅0.15%; 状态bottom_area; 底部未确认
29,72.20313375973302,70.0297952853598,002319,乐通股份,bottom_area,2022-09-22,12.18,2022-09-21,11.78,3.395585738539901,8.658743633276753,30.70588235294118,False,-0.9756,5.9016,1,1,1,100.0,15.224358974358976,15.224358974358976,6.604414261460099,3.395585738539901,历史1/1次成功; 当前距低点3.40%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
