rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,84.61644273942751,73.0749060995818,603363,傲农生物,bottom_area,2022-10-26,13.6,2022-10-26,13.34,1.9490254872563704,6.821589205397302,28.124999999999993,False,-4.4944,6.6464,1,1,1,100.0,24.078947368421055,24.078947368421055,18.050974512743633,1.9490254872563704,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-4.49%; 状态bottom_area; 底部未确认
2,83.15637258853783,72.0319167988872,000813,德展健康,bottom_area,2022-10-26,3.38,2022-10-26,3.31,2.1148036253776388,7.552870090634441,31.469979296066253,False,-5.0562,7.0229,1,1,1,100.0,20.50359712230217,20.50359712230217,17.88519637462236,2.1148036253776388,历史1/1次成功; 当前距低点2.11%; 最新日涨幅-5.06%; 状态bottom_area; 底部未确认
3,82.89332324747143,73.80081978339777,002796,世嘉科技,bottom_area,2022-10-26,9.74,2022-10-26,9.4,3.617021276595743,5.957446808510643,27.075252133436774,False,-6.705,22.0345,2,2,2,100.0,31.7614424410541,36.33841886269071,16.382978723404257,3.617021276595743,历史2/2次成功; 当前距低点3.62%; 最新日涨幅-6.71%; 状态bottom_area; 底部未确认
4,79.54524492239183,71.20543077050402,603030,全筑股份,bottom_area,2022-10-26,2.92,2022-10-25,2.81,3.9145907473309567,4.62633451957295,27.577319587628864,False,-0.3413,3.7564,1,1,1,100.0,27.906976744186036,27.906976744186036,16.085409252669045,3.9145907473309567,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-0.34%; 状态bottom_area; 底部未确认
5,69.19268677728246,62.08475065938786,601919,中远海控,bottom_area,2022-10-26,11.32,2022-10-10,10.88,4.044117647058819,8.915441176470578,28.13738441215323,True,0.2657,0.5814,1,2,1,50.0,40.45881126173098,40.45881126173098,15.955882352941181,4.044117647058819,历史1/2次成功; 当前距低点4.04%; 最新日涨幅0.27%; 状态bottom_area; 底部已确认
6,67.9374570357458,59.737717152795526,600346,恒力石化,bottom_area,2022-10-26,15.78,2022-10-25,15.33,2.935420743639917,3.848662752772341,28.994905048633623,False,1.2837,0.2997,1,2,1,50.0,23.443421765024375,23.443421765024375,17.064579256360084,2.935420743639917,历史1/2次成功; 当前距低点2.94%; 最新日涨幅1.28%; 状态bottom_area; 底部未确认
7,67.71354309789706,58.32035343035342,002693,双成药业,bottom_area,2022-10-26,7.91,2022-10-26,7.77,1.8018018018018092,14.800514800514804,32.90155440414508,False,-7.4854,27.8714,1,2,1,50.0,34.61538461538462,34.61538461538462,18.19819819819819,1.8018018018018092,历史1/2次成功; 当前距低点1.80%; 最新日涨幅-7.49%; 状态bottom_area; 底部未确认
8,66.62570030700674,56.690960365913426,000301,东方盛虹,bottom_area,2022-10-26,13.33,2022-10-26,13.18,1.1380880121396082,3.641881638846741,30.00531067445565,False,-1.1128,1.6381,1,4,1,25.0,28.337639965546952,28.337639965546952,18.861911987860395,1.1380880121396082,历史1/4次成功; 当前距低点1.14%; 最新日涨幅-1.11%; 状态bottom_area; 底部未确认
