rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,82.17264107160581,73.33381069041454,002349,精华制药,bottom_area,2022-05-17,15.32,2022-05-17,15.11,1.389808074123103,9.199205823957648,28.11607992388202,False,-6.0699,7.3454,1,1,1,100.0,18.615984405458093,18.615984405458093,13.610191925876897,1.389808074123103,历史1/1次成功; 当前距低点1.39%; 最新日涨幅-6.07%; 状态bottom_area; 底部未确认
2,78.84444417129745,73.73355328158081,002479,富春环保,bottom_area,2022-05-17,4.53,2022-04-28,4.36,3.8990825688073376,9.86238532110091,28.990228013029306,True,-0.6579,0.3949,1,1,1,100.0,32.11538461538461,32.11538461538461,11.100917431192661,3.8990825688073376,历史1/1次成功; 当前距低点3.90%; 最新日涨幅-0.66%; 状态bottom_area; 底部已确认
3,76.92283009708738,66.88941747572817,000736,中交地产,bottom_area,2022-05-17,21.6,2022-05-17,21.6,0.0,8.796296296296289,31.96850393700787,False,-10.0,9.9917,1,1,1,100.0,19.029126213592225,19.029126213592225,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
4,76.80452058466466,72.93037695556576,603078,江化微,bottom_area,2022-05-17,24.19,2022-05-17,23.1,4.718614718614718,5.411255411255411,29.357798165137616,False,0.7497,5.112,1,1,1,100.0,24.563540397888758,24.563540397888758,10.281385281385282,4.718614718614718,历史1/1次成功; 当前距低点4.72%; 最新日涨幅0.75%; 状态bottom_area; 底部未确认
5,62.5676042982745,54.99154893747005,603229,奥翔药业,bottom_area,2022-05-17,66.79,2022-05-17,66.41,0.5722029814787075,11.112784219244105,29.260758414997866,False,-9.4864,7.5145,1,2,1,50.0,41.48479427549196,41.48479427549196,14.427797018521291,0.5722029814787075,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-9.49%; 状态bottom_area; 底部未确认
6,60.29425763670306,55.42596501909563,002690,美亚光电,bottom_area,2022-05-17,18.33,2022-05-16,17.8,2.9775280898876266,5.05617977528089,28.856914468425256,False,-0.4345,0.8041,1,2,1,50.0,23.25123152709359,23.25123152709359,12.022471910112372,2.9775280898876266,历史1/2次成功; 当前距低点2.98%; 最新日涨幅-0.43%; 状态bottom_area; 底部未确认
7,58.02655477824157,52.48814998655663,002366,融发核电,bottom_area,2022-05-17,2.9,2022-05-16,2.84,2.1126760563380302,5.633802816901413,30.04926108374384,False,-1.0239,3.9985,1,3,1,33.33333333333333,16.299559471365644,16.299559471365644,12.887323943661968,2.1126760563380302,历史1/3次成功; 当前距低点2.11%; 最新日涨幅-1.02%; 状态bottom_area; 底部未确认
