rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,98.38067672565074,84.17568948742434,002843,泰嘉股份,bottom_area,2023-04-24,15.49,2023-04-24,15.27,1.440733464309107,2.4885396201702736,29.174397031539883,False,0.3238,1.2485,2,2,2,100.0,28.175063365855337,31.56626506024095,18.559266535690895,1.440733464309107,历史2/2次成功; 当前距低点1.44%; 最新日涨幅0.32%; 状态bottom_area; 底部未确认
2,87.55398474410742,77.9561568329535,001210,金房能源,bottom_area,2023-04-24,22.32,2023-04-24,21.54,3.621169916434546,4.2711234911792095,27.180527383367135,False,1.3164,0.9551,1,1,1,100.0,38.131313131313135,38.131313131313135,16.378830083565454,3.621169916434546,历史1/1次成功; 当前距低点3.62%; 最新日涨幅1.32%; 状态bottom_area; 底部未确认
3,87.16339209870478,73.75657762602931,000935,四川双马,bottom_area,2023-04-24,19.31,2023-04-24,19.15,0.8355091383812019,1.8276762402088846,28.863298662704317,False,-0.1551,0.3763,1,1,1,100.0,43.71794871794874,43.71794871794874,19.1644908616188,0.8355091383812019,历史1/1次成功; 当前距低点0.84%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
4,84.40242300827327,70.89236393783452,002385,大北农,bottom_area,2023-04-24,7.0,2023-04-24,6.97,0.43041606886657463,1.8651362984218063,29.524772497472203,False,-1.4085,1.2932,1,1,1,100.0,23.353293413173663,23.353293413173663,19.569583931133426,0.43041606886657463,历史1/1次成功; 当前距低点0.43%; 最新日涨幅-1.41%; 状态bottom_area; 底部未确认
5,81.80243674518088,69.87098030731964,002125,湘潭电化,bottom_area,2023-04-24,12.04,2023-04-24,11.88,1.3468013468013331,3.9562289562289465,31.763354394026415,False,-2.1933,1.0715,2,3,2,66.66666666666666,28.145272641720464,32.067510548523195,18.653198653198668,1.3468013468013331,历史2/3次成功; 当前距低点1.35%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
6,81.54657368567062,68.54756540508353,600366,宁波韵升,bottom_area,2023-04-24,8.49,2023-04-24,8.45,0.47337278106509967,4.023668639053253,32.66932270916335,False,-3.9593,2.0806,1,1,1,100.0,21.488469601677156,21.488469601677156,19.5266272189349,0.47337278106509967,历史1/1次成功; 当前距低点0.47%; 最新日涨幅-3.96%; 状态bottom_area; 底部未确认
7,79.25511471809051,69.77542183856531,002172,澳洋健康,bottom_area,2023-04-24,3.43,2023-04-24,3.33,3.003003003003006,4.204204204204208,27.292576419213972,False,1.4793,1.459,2,3,2,66.66666666666666,25.46022590723384,29.824561403508774,16.996996996996995,3.003003003003006,历史2/3次成功; 当前距低点3.00%; 最新日涨幅1.48%; 状态bottom_area; 底部未确认
8,78.96667739279269,68.65701551596213,000980,众泰汽车,bottom_area,2023-04-24,3.09,2023-04-24,3.02,2.3178807947019817,4.9668874172185395,29.4392523364486,False,-0.3226,1.7043,2,3,2,66.66666666666666,33.52213473772031,43.49775784753364,17.68211920529802,2.3178807947019817,历史2/3次成功; 当前距低点2.32%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
9,77.49662811094453,66.92622188905548,002363,隆基机械,bottom_area,2023-04-24,6.8,2023-04-24,6.67,1.9490254872563704,3.2983508245877022,27.02407002188184,False,1.0401,1.1303,1,2,1,50.0,54.96828752642705,54.96828752642705,18.050974512743633,1.9490254872563704,历史1/2次成功; 当前距低点1.95%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
10,75.54346207699878,65.8203042596349,000678,襄阳轴承,bottom_area,2023-04-24,5.05,2023-04-24,4.93,2.4340770791075075,3.448275862068964,32.09366391184573,False,1.2024,1.334,1,2,1,50.0,121.62162162162164,121.62162162162164,17.565922920892493,2.4340770791075075,历史1/2次成功; 当前距低点2.43%; 最新日涨幅1.20%; 状态bottom_area; 底部未确认
11,75.44081881638115,65.18674811564075,688045,必易微,bottom_area,2023-04-24,59.77,2023-04-24,58.61,1.9791844395154474,9.025763521583347,30.059665871121716,False,-6.8132,10.3522,2,3,2,66.66666666666666,20.928075113275824,21.048975338659265,18.020815560484554,1.9791844395154474,历史2/3次成功; 当前距低点1.98%; 最新日涨幅-6.81%; 状态bottom_area; 底部未确认
