rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.42801630234096,81.60673581425726,000607,华媒控股,bottom_area,2025-07-25,4.8,2025-07-25,4.78,0.41841004184099523,1.464435146443502,28.1203007518797,False,-0.6211,3.984,4,4,4,100.0,30.810272632552305,59.82721382289418,7.581589958159005,0.41841004184099523,历史4/4次成功; 当前距低点0.42%; 最新日涨幅-0.62%; 状态bottom_area; 底部未确认
2,85.0216764852316,79.16416829611197,002246,北化股份,bottom_area,2025-07-25,17.31,2025-07-25,17.26,0.28968713789106115,5.156431054461164,27.11148648648648,False,-3.8333,13.3357,5,5,5,100.0,26.315349303782714,31.992687385740403,7.71031286210894,0.28968713789106115,历史5/5次成功; 当前距低点0.29%; 最新日涨幅-3.83%; 状态bottom_area; 底部未确认
3,84.11606980985792,78.14272990855073,002636,金安国纪,bottom_area,2025-07-25,11.69,2025-07-25,11.67,0.17137960582690295,2.4850042844901536,29.698795180722897,False,-1.5993,3.6018,2,2,2,100.0,42.49180327868853,69.0,7.828620394173097,0.17137960582690295,历史2/2次成功; 当前距低点0.17%; 最新日涨幅-1.60%; 状态bottom_area; 底部未确认
4,81.68080624115782,76.5483490635938,002658,雪迪龙,bottom_area,2025-07-25,8.03,2025-07-17,7.98,0.6265664160400869,2.1303258145363397,30.36649214659686,False,-0.2484,2.4688,3,3,3,100.0,22.83290587185592,34.81481481481481,7.373433583959914,0.6265664160400869,历史3/3次成功; 当前距低点0.63%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
5,81.42367369477203,76.54285331187987,603022,新通联,bottom_area,2025-07-25,10.25,2025-07-24,10.17,0.7866273352999024,0.7866273352999024,32.33532934131736,False,0.1955,2.5743,2,2,2,100.0,18.958944281524914,26.099706744868023,7.213372664700097,0.7866273352999024,历史2/2次成功; 当前距低点0.79%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
6,79.8947364160544,75.37972407700882,603928,兴业股份,bottom_area,2025-07-25,15.52,2025-07-23,15.37,0.9759271307742379,1.6265452179570594,31.04531179901301,False,0.6485,2.3908,1,1,1,100.0,31.69267707082834,31.69267707082834,7.024072869225763,0.9759271307742379,历史1/1次成功; 当前距低点0.98%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
7,78.05594163224156,73.59509634562744,300879,大叶股份,bottom_area,2025-07-25,33.26,2025-07-25,32.95,0.9408194233687257,1.1836115326251915,28.63331167424734,False,0.0903,3.0452,1,1,1,100.0,21.667551779075957,21.667551779075957,7.059180576631274,0.9408194233687257,历史1/1次成功; 当前距低点0.94%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
8,76.24041751594015,70.9606877777833,605033,美邦股份,bottom_area,2025-07-25,22.3,2025-07-25,22.24,0.26978417266188076,5.485611510791378,28.488745980707403,False,-4.3739,9.1719,1,1,1,100.0,31.96664350243223,31.96664350243223,7.730215827338119,0.26978417266188076,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
9,74.95964556859802,75.37772176924531,600241,时代万恒,bottom_area,2025-07-25,8.51,2025-07-15,8.16,4.289215686274506,4.779411764705889,30.25641025641025,False,1.4303,3.3139,2,2,2,100.0,15.79104050511391,22.50673854447439,3.710784313725494,4.289215686274506,历史2/2次成功; 当前距低点4.29%; 最新日涨幅1.43%; 状态bottom_area; 底部未确认
10,74.32642986151181,73.30022668788148,002811,郑中设计,confirmed_rebound,2025-07-25,10.4,2025-06-23,10.07,3.277060575968223,9.632571996027794,31.728813559322035,True,-0.5736,1.8969,2,2,2,100.0,15.709273124134537,16.78832116788322,4.722939424031777,3.277060575968223,历史2/2次成功; 当前距低点3.28%; 最新日涨幅-0.57%; 状态confirmed_rebound; 底部已确认
11,69.20044669576883,69.34583866568995,000999,华润三九,bottom_area,2025-07-25,31.67,2025-07-15,30.42,4.10913872452334,5.654174884944112,30.036798528058867,False,-0.4714,0.6512,1,1,1,100.0,20.293951384963254,20.293951384963254,3.8908612754766607,4.10913872452334,历史1/1次成功; 当前距低点4.11%; 最新日涨幅-0.47%; 状态bottom_area; 底部未确认
