rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,78.65952497233323,75.61780922343311,688005,容百科技,bottom_area,2022-08-16,112.07,2022-08-16,108.88,2.929831006612783,9.083394562821457,27.170568561872916,False,-5.5059,8.2868,2,2,2,100.0,33.10658020704442,38.76758854924795,7.070168993387218,2.929831006612783,历史2/2次成功; 当前距低点2.93%; 最新日涨幅-5.51%; 状态bottom_area; 底部未确认
2,75.29003499974928,72.43191094619665,002110,三钢闽光,bottom_area,2022-08-16,5.55,2022-08-03,5.39,2.968460111317257,3.710575139146571,27.456258411843876,False,-0.1799,0.2512,1,1,1,100.0,22.90322580645161,22.90322580645161,7.031539888682743,2.968460111317257,历史1/1次成功; 当前距低点2.97%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
3,74.77165599234655,69.22946348611723,605398,新炬网络,bottom_area,2022-08-16,25.27,2022-08-15,25.03,0.958849380743102,3.395924890131833,32.913428035379255,False,-0.902,4.4766,1,1,1,100.0,20.890538033395174,20.890538033395174,9.0411506192569,0.958849380743102,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
4,73.32472818838033,72.69261846261846,000761,本钢板材,bottom_area,2022-08-16,3.45,2022-07-15,3.3,4.5454545454545565,8.484848484848492,31.818181818181817,True,0.0,0.151,1,1,1,100.0,11.969111969111971,11.969111969111971,5.4545454545454435,4.5454545454545565,历史1/1次成功; 当前距低点4.55%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
5,72.59764065418102,71.90181662235182,600248,陕建股份,bottom_area,2022-08-16,4.65,2022-08-03,4.45,4.494382022471914,5.393258426966296,28.2258064516129,False,0.6494,0.9306,1,1,1,100.0,16.28498727735369,16.28498727735369,5.505617977528086,4.494382022471914,历史1/1次成功; 当前距低点4.49%; 最新日涨幅0.65%; 状态bottom_area; 底部未确认
6,62.05924797359411,59.708386400261624,603180,金牌家居,bottom_area,2022-08-16,23.9,2022-08-10,23.21,2.9728565273588874,5.040930633347687,27.15003138731952,False,0.9717,1.0588,1,2,1,50.0,23.744619799139173,23.744619799139173,7.0271434726411135,2.9728565273588874,历史1/2次成功; 当前距低点2.97%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
