rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,97.15838716298748,83.93433389544687,002826,易明医药,bottom_area,2025-07-14,18.14,2025-07-11,17.79,1.9673974142776922,2.866779089376063,29.71157645199526,False,0.8899,5.138,1,1,1,100.0,50.0,50.0,18.03260258572231,1.9673974142776922,历史1/1次成功; 当前距低点1.97%; 最新日涨幅0.89%; 状态bottom_area; 底部未确认
2,89.73745182160117,76.41426519976106,301108,洁雅股份,bottom_area,2025-07-14,24.02,2025-07-10,23.74,1.1794439764111253,3.833192923336142,30.605086232095886,False,-0.0416,1.8434,1,1,1,100.0,22.383857343969968,22.383857343969968,18.820556023588875,1.1794439764111253,历史1/1次成功; 当前距低点1.18%; 最新日涨幅-0.04%; 状态bottom_area; 底部未确认
3,88.67391233891114,76.15682580081035,301348,蓝箭电子,bottom_area,2025-07-14,20.37,2025-07-07,20.04,1.6467065868263564,5.289421157684642,29.036827195467417,False,-0.5857,3.6105,1,1,1,100.0,26.727509778357234,26.727509778357234,18.353293413173645,1.6467065868263564,历史1/1次成功; 当前距低点1.65%; 最新日涨幅-0.59%; 状态bottom_area; 底部未确认
4,87.74077514790572,74.6169218939617,002658,雪迪龙,bottom_area,2025-07-14,8.21,2025-07-11,8.12,1.1083743842364733,1.72413793103449,29.144851657940674,False,0.6127,6.4557,2,3,2,66.66666666666666,28.265316254592392,34.81481481481481,18.891625615763527,1.1083743842364733,历史2/3次成功; 当前距低点1.11%; 最新日涨幅0.61%; 状态bottom_area; 底部未确认
5,86.9159760672378,74.76436439859695,000999,华润三九,bottom_area,2025-07-14,31.12,2025-06-23,30.59,1.7325923504413243,4.347826086956528,29.645814167433297,False,-0.3203,0.5576,1,1,1,100.0,20.293951384963254,20.293951384963254,18.267407649558677,1.7325923504413243,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-0.32%; 状态bottom_area; 底部未确认
6,86.21284040642426,72.42421097592641,603928,兴业股份,bottom_area,2025-07-14,16.02,2025-07-14,15.95,0.4388714733542338,1.6300940438871572,28.443248093315386,False,-0.682,3.5202,1,1,1,100.0,31.69267707082834,31.69267707082834,19.561128526645767,0.4388714733542338,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
7,80.50995954412839,72.44217235771211,002155,湖南黄金,bottom_area,2025-07-14,18.12,2025-06-30,17.39,4.197814836112711,7.073030477285798,29.28019520130134,True,-1.8418,4.443,1,1,1,100.0,28.834355828220854,28.834355828220854,15.80218516388729,4.197814836112711,历史1/1次成功; 当前距低点4.20%; 最新日涨幅-1.84%; 状态bottom_area; 底部已确认
8,74.67683374799041,66.97618971331896,300346,南大光电,bottom_area,2025-07-14,31.05,2025-06-13,29.85,4.02010050251256,8.576214405360117,27.513355998057303,True,-0.257,1.2014,2,3,2,66.66666666666666,36.15780748591896,46.69811320754715,15.979899497487441,4.02010050251256,历史2/3次成功; 当前距低点4.02%; 最新日涨幅-0.26%; 状态bottom_area; 底部已确认
9,74.67550909747764,63.80735795454544,603022,新通联,bottom_area,2025-07-14,10.38,2025-07-10,10.24,1.3671875000000056,1.5625000000000013,31.869594145043244,False,0.1931,2.5716,1,2,1,50.0,26.099706744868023,26.099706744868023,18.632812499999996,1.3671875000000056,历史1/2次成功; 当前距低点1.37%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
10,74.59426119301766,63.5354896461219,600241,时代万恒,bottom_area,2025-07-14,8.48,2025-07-11,8.38,1.1933174224343632,1.7899761336515343,28.376068376068364,False,0.7126,2.9083,1,2,1,50.0,22.50673854447439,22.50673854447439,18.80668257756564,1.1933174224343632,历史1/2次成功; 当前距低点1.19%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
11,72.72415375877128,62.88729671897293,300698,万马科技,bottom_area,2025-07-14,42.91,2025-07-14,42.06,2.020922491678541,2.4726581074655236,27.093083723348926,False,0.3039,4.7083,1,4,1,25.0,63.86182462356068,63.86182462356068,17.97907750832146,2.020922491678541,历史1/4次成功; 当前距低点2.02%; 最新日涨幅0.30%; 状态bottom_area; 底部未确认
12,61.261280202205164,55.6088083851713,000637,茂化实华,bottom_area,2025-07-14,4.25,2025-07-07,4.06,4.679802955665035,5.665024630541883,27.370304114490168,False,0.7109,4.4929,1,2,1,50.0,22.627737226277358,22.627737226277358,15.320197044334966,4.679802955665035,历史1/2次成功; 当前距低点4.68%; 最新日涨幅0.71%; 状态bottom_area; 底部未确认
13,60.30672086720866,53.776693766937655,002127,南极电商,bottom_area,2025-07-14,3.92,2025-06-20,3.78,3.703703703703707,8.201058201058203,29.34579439252336,True,-2.0,2.411,1,3,1,33.33333333333333,33.53658536585366,33.53658536585366,16.296296296296294,3.703703703703707,历史1/3次成功; 当前距低点3.70%; 最新日涨幅-2.00%; 状态bottom_area; 底部已确认
14,59.26172037902412,53.01744367904744,002041,登海种业,bottom_area,2025-07-14,9.9,2025-06-23,9.53,3.882476390346286,4.931794333683113,29.719764011799416,False,-0.2016,0.7833,1,2,1,50.0,21.395106715252467,21.395106715252467,16.117523609653716,3.882476390346286,历史1/2次成功; 当前距低点3.88%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
