rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.61720489075306,84.45639062651627,002432,九安医疗,bottom_area,2024-04-19,40.55,2024-04-17,39.72,2.0896273917421913,3.57502517623364,27.75554747180793,False,0.5206,2.1971,2,2,2,100.0,37.638392901550795,65.03496503496503,5.910372608257809,2.0896273917421913,历史2/2次成功; 当前距低点2.09%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
2,86.81216543400942,82.30395486916959,002156,通富微电,bottom_area,2024-04-19,19.79,2024-04-16,19.55,1.227621483375951,6.803069053708431,29.166666666666668,False,-3.2274,2.5853,4,4,4,100.0,14.854472318638509,21.92170818505337,6.772378516624049,1.227621483375951,历史4/4次成功; 当前距低点1.23%; 最新日涨幅-3.23%; 状态bottom_area; 底部未确认
3,85.2462962754618,80.85421543691342,688276,百克生物,bottom_area,2024-04-19,40.5,2024-04-19,40.0,1.25,3.3500000000000085,27.536231884057976,False,-1.9608,1.0739,3,3,3,100.0,13.786104499534513,16.844155844155843,6.75,1.25,历史3/3次成功; 当前距低点1.25%; 最新日涨幅-1.96%; 状态bottom_area; 底部未确认
4,84.53809705794735,79.33710881350639,301367,瑞迈特,bottom_area,2024-04-19,72.0,2024-04-19,71.5,0.6993006993006993,2.797202797202797,29.888213375171606,False,-2.4787,1.7299,4,4,4,100.0,22.05115273070954,32.411969715178486,7.300699300699301,0.6993006993006993,历史4/4次成功; 当前距低点0.70%; 最新日涨幅-2.48%; 状态bottom_area; 底部未确认
5,83.55807791404928,79.1356563092868,000856,冀东装备,bottom_area,2024-04-19,6.9,2024-04-19,6.82,1.1730205278592385,5.718475073313778,27.36954206602769,False,-2.4045,6.6461,2,2,2,100.0,20.269586627988584,25.237449118046136,6.826979472140763,1.1730205278592385,历史2/2次成功; 当前距低点1.17%; 最新日涨幅-2.40%; 状态bottom_area; 底部未确认
6,82.68839633803587,78.51446601565526,000546,金圆股份,bottom_area,2024-04-19,4.65,2024-04-17,4.59,1.307189542483671,7.843137254901968,30.349013657056144,True,-2.5157,2.3906,2,2,2,100.0,9.380957916763542,10.151515151515152,6.692810457516329,1.307189542483671,历史2/2次成功; 当前距低点1.31%; 最新日涨幅-2.52%; 状态bottom_area; 底部已确认
7,82.31870251640726,76.22102084852523,000889,中嘉博创,bottom_area,2024-04-19,1.27,2024-04-19,1.27,0.0,3.1496062992126013,29.05027932960894,False,-5.2239,2.8551,5,5,5,100.0,19.199036820028066,34.408602150537625,8.0,0.0,历史5/5次成功; 当前距低点0.00%; 最新日涨幅-5.22%; 状态bottom_area; 底部未确认
8,82.21866621854548,76.12839464680137,002459,晶澳科技,bottom_area,2024-04-19,14.78,2024-04-19,14.78,0.0,3.5182679296346504,27.832031250000007,False,-4.2126,1.6074,4,4,4,100.0,18.701046488179387,26.683937823834192,8.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-4.21%; 状态bottom_area; 底部未确认
9,82.19759531231121,82.98280898876405,002685,华东重机,bottom_area,2024-04-19,2.79,2024-04-16,2.67,4.494382022471914,7.490636704119858,28.22580645161291,True,0.722,2.2417,2,2,2,100.0,62.24778046811945,109.52380952380952,3.505617977528086,4.494382022471914,历史2/2次成功; 当前距低点4.49%; 最新日涨幅0.72%; 状态bottom_area; 底部已确认
10,82.19752254743082,80.14579031535767,002405,四维图新,confirmed_rebound,2024-04-19,6.5,2024-04-16,6.33,2.6856240126382294,9.478672985781984,31.862217438105482,True,-3.4175,1.6675,4,4,4,100.0,22.145231527810978,41.62162162162163,5.31437598736177,2.6856240126382294,历史4/4次成功; 当前距低点2.69%; 最新日涨幅-3.42%; 状态confirmed_rebound; 底部已确认
11,82.1727239068392,78.02226134459085,688277,天智航,bottom_area,2024-04-19,7.76,2024-04-16,7.66,1.305483028720622,6.788511749347252,29.981718464351005,False,-1.8963,0.6853,2,2,2,100.0,15.907326075665967,20.469798657718112,6.694516971279378,1.305483028720622,历史2/2次成功; 当前距低点1.31%; 最新日涨幅-1.90%; 状态bottom_area; 底部未确认
