rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.54705384615382,82.57384615384615,300488,恒锋工具,bottom_area,2021-12-21,29.6,2021-12-21,28.86,2.564102564102571,2.7373527373527344,27.341389728096676,False,1.7532,1.4897,1,1,1,100.0,65.52470248827983,65.52470248827983,17.43589743589743,2.564102564102571,历史1/1次成功; 当前距低点2.56%; 最新日涨幅1.75%; 状态bottom_area; 底部未确认
2,92.73747876673355,80.32687834168068,688280,精进电动,bottom_area,2021-12-21,16.44,2021-12-17,16.1,2.111801242236024,4.844720496894395,27.510130571814496,False,1.6069,5.5764,1,1,1,100.0,32.37518910741301,32.37518910741301,17.888198757763977,2.111801242236024,历史1/1次成功; 当前距低点2.11%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
3,85.7286995515695,71.44058295964126,000980,众泰汽车,bottom_area,2021-12-21,6.07,2021-12-21,6.07,0.0,4.448105436573304,32.7050997782705,False,-5.0078,1.5629,1,1,1,100.0,43.49775784753364,43.49775784753364,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.01%; 状态bottom_area; 底部未确认
4,71.74791728942684,61.99168112998264,688202,美迪西,bottom_area,2021-12-21,458.89,2021-12-21,450.0,1.9755555555555526,5.035555555555561,32.08572290974948,False,0.4663,3.0239,1,2,1,50.0,23.795418261555337,23.795418261555337,18.02444444444445,1.9755555555555526,历史1/2次成功; 当前距低点1.98%; 最新日涨幅0.47%; 状态bottom_area; 底部未确认
5,65.1572488908493,55.057524627897415,002805,丰元股份,bottom_area,2021-12-21,34.54,2021-12-21,34.28,0.7584597432905427,2.9171528588098017,30.998389694041865,False,-0.5471,6.2274,1,2,1,50.0,33.907595927956166,33.907595927956166,19.24154025670946,0.7584597432905427,历史1/2次成功; 当前距低点0.76%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
