rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.78135525594149,81.06387947393972,000803,山高环能,bottom_area,2025-12-09,6.67,2025-12-05,6.5,2.615384615384614,3.8461538461538463,32.22106360792492,False,0.0,2.316,2,2,2,100.0,25.843851596863644,36.1111111111111,12.384615384615385,2.615384615384614,历史2/2次成功; 当前距低点2.62%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,86.0031821471379,81.36880726650318,000619,海螺新材,bottom_area,2025-12-09,6.47,2025-11-21,6.19,4.523424878836823,7.108239095315015,27.85547785547785,True,-1.372,2.6008,4,4,4,100.0,30.81836553898465,43.133047210300425,10.476575121163176,4.523424878836823,历史4/4次成功; 当前距低点4.52%; 最新日涨幅-1.37%; 状态bottom_area; 底部已确认
3,85.46755649204557,76.68007087281218,300358,楚天科技,bottom_area,2025-12-09,9.11,2025-12-05,8.96,1.6741071428571268,4.575892857142839,27.74193548387096,False,-1.8319,2.2175,3,4,3,75.0,34.04319977702382,38.205499276411004,13.325892857142874,1.6741071428571268,历史3/4次成功; 当前距低点1.67%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
4,83.73697474746999,74.64932272205986,601127,赛力斯,bottom_area,2025-12-09,124.0,2025-11-24,122.37,1.332025823322706,7.232164746261334,28.854651162790695,True,-1.2582,1.0497,6,9,6,66.66666666666666,27.793951250370768,42.19143576826195,13.667974176677294,1.332025823322706,历史6/9次成功; 当前距低点1.33%; 最新日涨幅-1.26%; 状态bottom_area; 底部已确认
5,80.47964563149844,73.72529838105667,300035,中科电气,bottom_area,2025-12-09,20.99,2025-12-05,20.42,2.791380999020552,5.729676787463261,29.097222222222218,False,-2.1901,3.4599,1,1,1,100.0,27.686274509803933,27.686274509803933,12.208619000979448,2.791380999020552,历史1/1次成功; 当前距低点2.79%; 最新日涨幅-2.19%; 状态bottom_area; 底部未确认
6,79.76100758269382,73.16165941660672,003038,鑫铂股份,bottom_area,2025-12-09,15.82,2025-11-24,15.38,2.86085825747724,5.7867360208062335,28.76331635016211,False,-1.9219,1.7505,1,1,1,100.0,25.507614213197975,25.507614213197975,12.139141742522758,2.86085825747724,历史1/1次成功; 当前距低点2.86%; 最新日涨幅-1.92%; 状态bottom_area; 底部未确认
7,79.634602353254,69.95472567003898,688190,云路股份,bottom_area,2025-12-09,94.31,2025-12-05,93.8,0.543710021321967,3.7100213219616247,27.73497688751927,False,-1.7809,0.4559,1,1,1,100.0,19.70099203576919,19.70099203576919,14.456289978678033,0.543710021321967,历史1/1次成功; 当前距低点0.54%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
8,79.1723303764398,71.2500955412578,002759,天际股份,bottom_area,2025-12-09,34.9,2025-12-08,34.27,1.8383425736795898,7.090749927049897,27.33248515691263,True,-4.1209,13.7868,3,5,3,60.0,40.3844978991789,72.99787384833452,13.161657426320412,1.8383425736795898,历史3/5次成功; 当前距低点1.84%; 最新日涨幅-4.12%; 状态bottom_area; 底部已确认
9,77.37709494521272,71.3864332321523,603178,圣龙股份,bottom_area,2025-12-09,18.22,2025-12-05,17.66,3.1710079275198115,4.0203850509626315,28.182187881252542,False,-0.3282,0.7652,5,7,5,71.42857142857143,31.669983984855786,47.51869476546566,11.828992072480188,3.1710079275198115,历史5/7次成功; 当前距低点3.17%; 最新日涨幅-0.33%; 状态bottom_area; 底部未确认
10,77.12390182234614,72.78765862845924,603938,三孚股份,bottom_area,2025-12-09,18.07,2025-11-21,17.31,4.390525707683429,8.08781051415368,27.45180217937972,False,0.1663,1.8938,1,1,1,100.0,19.774501300954046,19.774501300954046,10.60947429231657,4.390525707683429,历史1/1次成功; 当前距低点4.39%; 最新日涨幅0.17%; 状态bottom_area; 底部未确认
11,76.23642800448916,71.7934713743549,002104,恒宝股份,bottom_area,2025-12-09,18.3,2025-12-04,17.55,4.273504273504273,7.578347578347569,27.027027027027028,True,-1.9818,4.1016,3,4,3,75.0,30.441188806154024,43.85245901639344,10.726495726495726,4.273504273504273,历史3/4次成功; 当前距低点4.27%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
12,76.12231365567672,69.23535170855672,300598,诚迈科技,bottom_area,2025-12-09,46.38,2025-12-05,45.29,2.4067122985206524,4.52638551556636,29.234375,False,-1.2981,2.9467,3,5,3,60.0,35.49814918916024,45.24950099800398,12.593287701479348,2.4067122985206524,历史3/5次成功; 当前距低点2.41%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
13,76.05306287065444,71.67587463678716,603173,福斯达,bottom_area,2025-12-09,38.44,2025-11-24,36.85,4.314789687924006,6.1058344640434195,32.86573146292585,False,-0.1818,3.6199,1,1,1,100.0,35.34190927555856,35.34190927555856,10.685210312075993,4.314789687924006,历史1/1次成功; 当前距低点4.31%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
14,74.41353787241647,68.16136162101651,603197,保隆科技,bottom_area,2025-12-09,35.05,2025-11-21,34.1,2.7859237536656765,5.014662756598243,27.431368376250266,False,-1.4342,0.8116,4,6,4,66.66666666666666,19.927962971546176,23.07435811937312,12.214076246334322,2.7859237536656765,历史4/6次成功; 当前距低点2.79%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
15,72.09833974710565,67.44111185760909,300768,迪普科技,bottom_area,2025-12-09,19.39,2025-12-05,18.66,3.9121114683815668,6.216505894962488,27.05238467552775,False,-0.5641,1.8038,2,3,2,66.66666666666666,46.52720074651822,47.28781110402041,11.087888531618432,3.9121114683815668,历史2/3次成功; 当前距低点3.91%; 最新日涨幅-0.56%; 状态bottom_area; 底部未确认
16,71.79896068872883,65.7595276317948,002459,晶澳科技,bottom_area,2025-12-09,11.46,2025-12-05,11.15,2.7802690582959686,3.4080717488789145,27.12418300653595,False,0.3503,1.2624,3,6,3,50.0,20.58355421886888,26.683937823834192,12.21973094170403,2.7802690582959686,历史3/6次成功; 当前距低点2.78%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
