rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.78135525594149,81.06387947393972,000803,山高环能,bottom_area,2025-12-09,6.67,2025-12-05,6.5,2.615384615384614,3.8461538461538463,32.22106360792492,False,0.0,2.316,2,2,2,100.0,25.843851596863644,36.1111111111111,12.384615384615385,2.615384615384614,历史2/2次成功; 当前距低点2.62%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
17,71.4215830470403,65.26416676816383,688337,普源精电,bottom_area,2025-12-09,36.7,2025-12-04,35.75,2.6573426573426655,5.398601398601397,28.499999999999996,False,-1.6613,0.6506,3,6,3,50.0,38.886602295188766,54.46153846153845,12.342657342657334,2.6573426573426655,历史3/6次成功; 当前距低点2.66%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
18,70.9096463399842,63.03227898719318,002176,江特电机,bottom_area,2025-12-09,9.45,2025-12-05,9.34,1.17773019271948,4.817987152034254,27.428127428127425,False,-2.0725,2.9733,2,5,2,40.0,30.416687239750484,39.01808785529715,13.822269807280518,1.17773019271948,历史2/5次成功; 当前距低点1.18%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
19,69.95684713498073,65.12250733565564,300612,宣亚国际,bottom_area,2025-12-09,17.31,2025-12-05,16.7,3.6526946107784397,7.544910179640728,28.418345477925417,True,-2.4789,10.7741,3,5,3,60.0,19.465865850701544,25.592417061611382,11.34730538922156,3.6526946107784397,历史3/5次成功; 当前距低点3.65%; 最新日涨幅-2.48%; 状态bottom_area; 底部已确认
20,65.50246732993352,56.95866724342046,600383,金地集团,bottom_area,2025-12-09,3.14,2025-12-09,3.14,0.0,2.866242038216556,31.140350877192972,False,-3.0864,2.4159,2,4,2,50.0,23.971329265701364,32.594936708860764,15.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
21,63.62561020872088,57.09542393386429,002468,申通快递,bottom_area,2025-12-09,13.88,2025-11-21,13.65,1.684981684981688,6.2271062271062245,31.988041853512705,False,-2.4596,1.4943,1,2,1,50.0,16.382699868938413,16.382699868938413,13.315018315018312,1.684981684981688,历史1/2次成功; 当前距低点1.68%; 最新日涨幅-2.46%; 状态bottom_area; 底部未确认
22,62.08749726520855,57.16351161154115,600104,上汽集团,bottom_area,2025-12-09,15.15,2025-11-21,14.7,3.0612244897959258,7.959183673469387,28.74454677653902,True,-0.5906,0.4611,1,2,1,50.0,24.425287356321842,24.425287356321842,11.938775510204074,3.0612244897959258,历史1/2次成功; 当前距低点3.06%; 最新日涨幅-0.59%; 状态bottom_area; 底部已确认
23,59.95436312661396,55.634147457904206,002017,东信和平,bottom_area,2025-12-09,21.1,2025-12-04,20.39,3.4820990681706756,5.394801373222157,29.373051610668515,False,-0.7059,1.3744,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,11.517900931829324,3.4820990681706756,历史1/3次成功; 当前距低点3.48%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
24,56.465497102954686,49.93081550384182,000695,滨海能源,bottom_area,2025-12-09,13.49,2025-12-09,13.37,0.8975317875841511,6.133133881824984,30.545454545454547,False,-4.7316,10.5595,2,6,2,33.33333333333333,21.042229280647017,21.910112359550556,14.102468212415847,0.8975317875841511,历史2/6次成功; 当前距低点0.90%; 最新日涨幅-4.73%; 状态bottom_area; 底部未确认
25,56.373387963910744,49.19243762670901,000661,长春高新,bottom_area,2025-12-09,96.19,2025-12-09,96.01,0.1874804707842856,3.291323820435368,32.27763278549764,False,-3.0343,1.8788,1,3,1,33.33333333333333,25.03526756324649,25.03526756324649,14.812519529215715,0.1874804707842856,历史1/3次成功; 当前距低点0.19%; 最新日涨幅-3.03%; 状态bottom_area; 底部未确认
26,53.620732525657,49.64260286117269,688348,昱能科技,bottom_area,2025-12-09,51.7,2025-12-05,50.02,3.3586565373850448,5.497800879648141,30.796900940785832,False,-1.317,0.6936,1,3,1,33.33333333333333,16.27422813482398,16.27422813482398,11.641343462614955,3.3586565373850448,历史1/3次成功; 当前距低点3.36%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
27,53.008259887309194,49.743821595128864,002291,遥望科技,bottom_area,2025-12-09,6.88,2025-12-05,6.61,4.084720121028738,5.597579425113466,28.77155172413792,False,-0.1451,5.1299,1,4,1,25.0,27.107438016528935,27.107438016528935,10.915279878971262,4.084720121028738,历史1/4次成功; 当前距低点4.08%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
28,52.790316597552824,48.22849738603837,002706,良信股份,bottom_area,2025-12-09,9.7,2025-11-24,9.45,2.6455026455026456,6.560846560846572,27.083333333333343,False,-2.2177,2.8016,1,6,1,16.666666666666664,19.37406855439642,19.37406855439642,12.354497354497354,2.6455026455026456,历史1/6次成功; 当前距低点2.65%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
