rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.58652665597172,81.52207317729352,000070,特发信息,bottom_area,2024-01-16,7.29,2024-01-16,7.2,1.249999999999998,3.055555555555552,30.568948891031816,False,-1.6194,1.1706,2,2,2,100.0,34.04340417899739,50.60532687651331,13.750000000000002,1.249999999999998,历史2/2次成功; 当前距低点1.25%; 最新日涨幅-1.62%; 状态bottom_area; 底部未确认
2,90.24809722864711,80.75162790697674,603013,亚普股份,bottom_area,2024-01-16,16.59,2024-01-10,16.34,1.5299877600979193,3.671970624235015,28.175824175824175,False,-0.1805,0.4763,1,1,1,100.0,53.30739299610896,53.30739299610896,13.47001223990208,1.5299877600979193,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-0.18%; 状态bottom_area; 底部未确认
3,89.27996075282903,80.22826979472141,600172,黄河旋风,bottom_area,2024-01-16,3.47,2024-01-16,3.41,1.7595307917888579,3.5190615835777024,30.122950819672127,False,-0.5731,1.6908,1,1,1,100.0,51.074589127686465,51.074589127686465,13.240469208211142,1.7595307917888579,历史1/1次成功; 当前距低点1.76%; 最新日涨幅-0.57%; 状态bottom_area; 底部未确认
4,88.56564368512983,79.99348954407428,600996,贵广网络,bottom_area,2024-01-16,8.03,2024-01-16,7.87,2.0330368487928747,4.193138500635314,30.53839364518976,False,-1.8337,1.4277,2,2,2,100.0,35.42372881355932,40.00000000000001,12.966963151207125,2.0330368487928747,历史2/2次成功; 当前距低点2.03%; 最新日涨幅-1.83%; 状态bottom_area; 底部未确认
5,87.00632253822133,78.27074798619105,002195,岩山科技,bottom_area,2024-01-16,2.8,2024-01-16,2.75,1.818181818181812,2.181818181818184,29.48717948717949,False,0.0,1.4176,1,1,1,100.0,17.72151898734177,17.72151898734177,13.181818181818189,1.818181818181812,历史1/1次成功; 当前距低点1.82%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,86.49543014010474,77.91750591146797,601995,中金公司,bottom_area,2024-01-16,33.4,2024-01-15,32.78,1.8913971934106082,2.104942037827937,27.63796909492273,False,1.059,0.4488,1,1,1,100.0,16.719846841097638,16.719846841097638,13.108602806589392,1.8913971934106082,历史1/1次成功; 当前距低点1.89%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
7,85.97756492114044,76.28574595150133,600981,苏豪汇鸿,bottom_area,2024-01-16,2.81,2024-01-16,2.78,1.079136690647491,3.237410071942457,28.717948717948723,False,-1.0563,0.8376,1,1,1,100.0,20.463320463320475,20.463320463320475,13.920863309352507,1.079136690647491,历史1/1次成功; 当前距低点1.08%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
8,85.70722757782318,77.90933762451257,600006,东风股份,bottom_area,2024-01-16,5.6,2024-01-10,5.47,2.3765996343692852,3.2906764168190237,27.645502645502646,False,0.5386,0.7719,1,1,1,100.0,22.6235741444867,22.6235741444867,12.623400365630713,2.3765996343692852,历史1/1次成功; 当前距低点2.38%; 最新日涨幅0.54%; 状态bottom_area; 底部未确认
9,85.02361162669449,77.01912408759125,001366,播恩集团,bottom_area,2024-01-16,15.4,2024-01-11,15.07,2.1897810218978107,4.512276045122759,27.478344562078927,False,0.3257,6.5694,1,1,1,100.0,15.547445255474459,15.547445255474459,12.810218978102188,2.1897810218978107,历史1/1次成功; 当前距低点2.19%; 最新日涨幅0.33%; 状态bottom_area; 底部未确认
10,84.62430905513403,76.14364015197943,002413,雷科防务,bottom_area,2024-01-16,5.01,2024-01-16,4.92,1.829268292682924,2.6422764227642253,28.488372093023255,False,-0.7921,1.7528,1,1,1,100.0,28.894472361809044,28.894472361809044,13.170731707317076,1.829268292682924,历史1/1次成功; 当前距低点1.83%; 最新日涨幅-0.79%; 状态bottom_area; 底部未确认
11,83.56012029395023,74.77922629695885,603186,华正新材,bottom_area,2024-01-16,30.36,2024-01-16,29.9,1.5384615384615414,4.749163879598668,31.890660592255127,False,-2.0961,1.3785,1,1,1,100.0,17.994186046511643,17.994186046511643,13.461538461538458,1.5384615384615414,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-2.10%; 状态bottom_area; 底部未确认
