rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.62080378936953,84.16213468617781,000718,苏宁环球,bottom_area,2025-09-24,2.67,2025-09-23,2.58,3.48837209302325,4.651162790697678,31.2,False,1.9084,6.6386,4,4,4,100.0,19.86894117349903,36.111111111111114,6.5116279069767495,3.48837209302325,历史4/4次成功; 当前距低点3.49%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
2,85.83960056213405,79.63348809257276,300528,幸福蓝海,bottom_area,2025-09-24,22.84,2025-09-23,22.6,1.0619469026548602,6.548672566371668,32.73809523809524,False,-2.0163,8.2793,2,2,2,100.0,21.584553928095872,23.169107856191747,8.93805309734514,1.0619469026548602,历史2/2次成功; 当前距低点1.06%; 最新日涨幅-2.02%; 状态bottom_area; 底部未确认
3,84.11590382680686,80.35255625535358,000679,大连友谊,bottom_area,2025-09-24,7.9,2025-09-23,7.7,2.5974025974025996,4.025974025974021,27.083333333333336,False,0.7653,1.6452,7,8,7,87.5,15.549108480814496,24.94061757719715,7.402597402597401,2.5974025974025996,历史7/8次成功; 当前距低点2.60%; 最新日涨幅0.77%; 状态bottom_area; 底部未确认
4,83.96770355791007,76.33427596173642,600162,香江控股,bottom_area,2025-09-24,2.2,2025-09-24,2.2,0.0,8.636363636363633,30.599369085173496,False,-9.465,10.1431,4,4,4,100.0,19.807935278152744,28.90624999999999,10.0,0.0,历史4/4次成功; 当前距低点0.00%; 最新日涨幅-9.46%; 状态bottom_area; 底部未确认
5,83.6786691661798,82.70418339867493,300534,陇神戎发,bottom_area,2025-09-24,9.76,2025-09-23,9.35,4.385026737967916,4.491978609625668,27.519379844961243,False,2.6288,2.2582,5,5,5,100.0,23.021743877643914,41.58730158730159,5.614973262032084,4.385026737967916,历史5/5次成功; 当前距低点4.39%; 最新日涨幅2.63%; 状态bottom_area; 底部未确认
6,82.79596304044958,80.45416149068325,301009,可靠股份,bottom_area,2025-09-24,13.33,2025-09-23,12.88,3.4937888198757703,4.5807453416149055,30.566037735849054,False,1.1381,1.9895,1,1,1,100.0,53.96648044692738,53.96648044692738,6.50621118012423,3.4937888198757703,历史1/1次成功; 当前距低点3.49%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
7,82.35020828519403,80.06480460001403,002755,奥赛康,bottom_area,2025-09-24,21.16,2025-09-23,20.44,3.5225048923679,5.088062622309193,28.75566399442314,False,1.633,0.779,2,2,2,100.0,31.59202018609052,32.35294117647059,6.4774951076321,3.5225048923679,历史2/2次成功; 当前距低点3.52%; 最新日涨幅1.63%; 状态bottom_area; 底部未确认
8,82.17073339877815,79.16255626086527,301151,冠龙节能,bottom_area,2025-09-24,21.0,2025-09-23,20.38,3.042198233562321,5.004906771344453,28.49122807017544,False,0.6229,3.497,1,1,1,100.0,37.520259319286865,37.520259319286865,6.9578017664376794,3.042198233562321,历史1/1次成功; 当前距低点3.04%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
9,78.97518267111508,73.47209358951031,600322,津投城开,confirmed_rebound,2025-09-24,2.51,2025-09-23,2.48,1.209677419354831,10.080645161290324,31.491712707182323,False,-1.1811,6.5354,3,4,3,75.0,21.318054331394194,35.828877005347586,8.790322580645169,1.209677419354831,历史3/4次成功; 当前距低点1.21%; 最新日涨幅-1.18%; 状态confirmed_rebound; 底部未确认
10,78.9093543265423,76.66132699962904,688166,博瑞医药,bottom_area,2025-09-24,72.5,2025-09-24,70.06,3.4827290893519804,5.766485869254913,30.613053382192728,False,-2.0535,4.3285,2,2,2,100.0,35.27929743737403,50.993377483443716,6.517270910648021,3.4827290893519804,历史2/2次成功; 当前距低点3.48%; 最新日涨幅-2.05%; 状态bottom_area; 底部未确认
11,76.47500805178692,74.84788022089784,002651,利君股份,bottom_area,2025-09-24,11.27,2025-09-23,10.85,3.8709677419354835,5.806451612903233,28.09807819748178,False,1.4401,2.5222,3,4,3,75.0,28.648853078014685,41.96642685851319,6.129032258064517,3.8709677419354835,历史3/4次成功; 当前距低点3.87%; 最新日涨幅1.44%; 状态bottom_area; 底部未确认
12,76.09482154221743,74.07785036880927,002259,升达林业,bottom_area,2025-09-24,4.04,2025-09-23,3.9,3.589743589743593,5.641025641025646,27.509293680297397,False,0.4975,0.9501,1,1,1,100.0,16.894977168949776,16.894977168949776,6.410256410256407,3.589743589743593,历史1/1次成功; 当前距低点3.59%; 最新日涨幅0.50%; 状态bottom_area; 底部未确认
13,75.51273238417825,73.74774748322147,002181,粤传媒,bottom_area,2025-09-24,7.73,2025-09-23,7.45,3.7583892617449695,5.637583892617449,29.31688804554079,False,0.5202,2.6101,1,1,1,100.0,17.187499999999993,17.187499999999993,6.241610738255031,3.7583892617449695,历史1/1次成功; 当前距低点3.76%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
14,73.72241304781116,71.86855974002948,000037,深南电A,bottom_area,2025-09-24,8.49,2025-09-23,8.19,3.663003663003672,3.9072039072039106,28.220858895705526,False,1.6766,1.4514,6,9,6,66.66666666666666,28.137319489307487,45.16765285996055,6.336996336996329,3.663003663003672,历史6/9次成功; 当前距低点3.66%; 最新日涨幅1.68%; 状态bottom_area; 底部未确认
15,73.47989432998007,72.42431196478734,600259,中稀有色,bottom_area,2025-09-24,54.82,2025-09-23,52.59,4.240349876402352,6.750332762882671,30.122242891310126,False,2.6784,3.637,1,1,1,100.0,15.980159585939194,15.980159585939194,5.759650123597649,4.240349876402352,历史1/1次成功; 当前距低点4.24%; 最新日涨幅2.68%; 状态bottom_area; 底部未确认
16,66.80992385315419,62.22931034482757,601669,中国电建,bottom_area,2025-09-24,5.57,2025-09-23,5.5,1.272727272727278,2.181818181818184,29.8469387755102,False,0.0,1.1344,1,2,1,50.0,16.457680250783696,16.457680250783696,8.727272727272723,1.272727272727278,历史1/2次成功; 当前距低点1.27%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
17,65.20529128996482,62.734096385542145,601900,南方传媒,bottom_area,2025-09-24,12.82,2025-09-23,12.45,2.9718875502008113,3.935742971887552,30.756395995550616,False,1.5848,0.732,1,2,1,50.0,39.999999999999986,39.999999999999986,7.02811244979919,2.9718875502008113,历史1/2次成功; 当前距低点2.97%; 最新日涨幅1.58%; 状态bottom_area; 底部未确认
18,63.64492285354261,62.4220509733872,002115,三维通信,bottom_area,2025-09-24,11.23,2025-09-23,10.8,3.9814814814814787,7.499999999999988,27.272727272727266,False,1.1712,11.9742,2,4,2,50.0,17.364670705187947,20.720720720720706,6.018518518518522,3.9814814814814787,历史2/4次成功; 当前距低点3.98%; 最新日涨幅1.17%; 状态bottom_area; 底部未确认
19,54.891963243892185,53.557137747429195,603057,紫燕食品,bottom_area,2025-09-24,19.58,2025-09-23,18.88,3.7076271186440644,8.050847457627116,28.267477203647424,False,0.9278,4.3503,1,3,1,33.33333333333333,19.124700239808163,19.124700239808163,6.292372881355937,3.7076271186440644,历史1/3次成功; 当前距低点3.71%; 最新日涨幅0.93%; 状态bottom_area; 底部未确认
