rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.48754536279051,78.78016852287635,300345,华民股份,bottom_area,2025-04-07,4.23,2025-04-07,4.18,1.1961722488038447,19.37799043062202,29.272419627749585,False,-18.4971,3.0111,2,2,2,100.0,28.857211022307048,29.397590361445776,18.803827751196156,1.1961722488038447,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-18.50%; 状态bottom_area; 底部未确认
2,92.21323119964842,79.40099586283526,300417,南华仪器,bottom_area,2025-04-07,9.11,2025-04-07,8.95,1.7877094972067056,18.21229050279331,30.834621329211746,False,-18.5152,5.5067,3,3,3,100.0,22.779427507884694,25.514403292181065,18.212290502793298,1.7877094972067056,历史3/3次成功; 当前距低点1.79%; 最新日涨幅-18.52%; 状态bottom_area; 底部未确认
3,90.83008392857143,75.69173660714286,301381,赛维时代,bottom_area,2025-04-07,17.76,2025-04-07,17.76,0.0,17.511261261261257,27.716727716727714,False,-20.0,3.358,2,2,2,100.0,49.686755952380956,66.46875000000001,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.00%; 状态bottom_area; 底部未确认
4,90.35441432225065,77.57702239789197,300355,蒙草生态,bottom_area,2025-04-07,3.74,2025-04-07,3.68,1.630434782608697,18.206521739130423,32.723948811700176,False,-18.3406,6.9839,2,2,2,100.0,27.711901624945106,33.201581027668,18.369565217391305,1.630434782608697,历史2/2次成功; 当前距低点1.63%; 最新日涨幅-18.34%; 状态bottom_area; 底部未确认
5,89.80183431048829,76.55820487274704,601921,浙版传媒,bottom_area,2025-04-07,7.33,2025-04-07,7.24,1.2430939226519317,6.0773480662983355,29.57198443579766,False,-7.5662,1.6482,1,1,1,100.0,34.15300546448087,34.15300546448087,18.75690607734807,1.2430939226519317,历史1/1次成功; 当前距低点1.24%; 最新日涨幅-7.57%; 状态bottom_area; 底部未确认
6,88.59104762085927,76.11102139076638,301468,博盈特焊,bottom_area,2025-04-07,19.54,2025-04-07,19.22,1.6649323621227903,12.33090530697191,27.471698113207548,False,-14.7469,3.667,1,1,1,100.0,36.91971600218461,36.91971600218461,18.335067637877213,1.6649323621227903,历史1/1次成功; 当前距低点1.66%; 最新日涨幅-14.75%; 状态bottom_area; 底部未确认
7,88.38015960908979,73.65013300757482,002358,森源电气,bottom_area,2025-04-07,5.0,2025-04-07,5.0,0.0,4.0000000000000036,31.318681318681318,False,-10.0719,2.6394,2,2,2,100.0,38.710392513843175,42.73127753303966,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.07%; 状态bottom_area; 底部未确认
8,88.32617584222625,75.45960510570404,300591,万里马,bottom_area,2025-04-07,3.73,2025-04-07,3.68,1.3586956521739082,17.39130434782609,27.55905511811023,False,-18.913,10.7939,1,1,1,100.0,29.663608562691135,29.663608562691135,18.641304347826093,1.3586956521739082,历史1/1次成功; 当前距低点1.36%; 最新日涨幅-18.91%; 状态bottom_area; 底部未确认
9,88.28144780583847,73.56787317153206,300354,东华测试,bottom_area,2025-04-07,34.54,2025-04-07,34.54,0.0,17.776491024898668,27.238255740467665,False,-20.0093,8.6508,2,2,2,100.0,38.26813533081753,39.34343434343434,20.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-20.01%; 状态bottom_area; 底部未确认
10,87.18,72.65,002686,亿利达,bottom_area,2025-04-07,5.3,2025-04-07,5.3,0.0,5.471698113207548,31.964056482670095,False,-10.017,3.1219,1,1,1,100.0,75.68181818181817,75.68181818181817,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
11,86.92538119660263,72.5785854395271,688073,毕得医药,bottom_area,2025-04-07,37.81,2025-04-07,37.77,0.1059041567381497,17.81837437119406,27.155255544840884,False,-19.911,5.2177,1,1,1,100.0,38.65616621983914,38.65616621983914,19.89409584326185,0.1059041567381497,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-19.91%; 状态bottom_area; 底部未确认
