rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.64510834599943,77.73177400694178,300878,维康药业,bottom_area,2026-01-30,26.18,35.66,2026-01-30,25.93,0.9641342074816814,2.9695333590435773,27.28547392035894,26.58440830061693,False,-0.4184,1.9206,2,2,2,100.0,52.183757400460976,82.807881773399,19.03586579251832,0.9641342074816814,历史2/2次成功; 当前距低点0.96%; 最新日涨幅-0.42%; 状态bottom_area; 底部未确认
2,88.24676395290378,77.567322178303,301023,奕帆传动,bottom_area,2026-01-30,48.01,65.18,2026-01-30,46.65,2.915326902465165,3.9657020364415896,28.428965940472544,26.342436330162638,False,0.671,10.2503,1,1,1,100.0,27.388535031847127,27.388535031847127,17.084673097534836,2.915326902465165,历史1/1次成功; 当前距低点2.92%; 最新日涨幅0.67%; 状态bottom_area; 底部未确认
3,86.19244040193864,74.99342262349649,600435,北方导航,bottom_area,2026-01-30,16.5,22.55,2026-01-30,16.12,2.3573200992555767,4.83870967741934,28.514412416851435,26.82926829268293,False,-2.0772,3.216,1,1,1,100.0,29.183400267737625,29.183400267737625,17.642679900744422,2.3573200992555767,历史1/1次成功; 当前距低点2.36%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
4,85.71533697292435,74.17262326584728,603169,兰石重装,bottom_area,2026-01-30,10.41,14.18,2026-01-29,10.2,2.0588235294117734,5.294117647058833,28.067700987306072,26.586741889985895,False,0.677,2.5476,3,5,3,60.0,35.30505867153828,49.872122762148344,17.94117647058823,2.0588235294117734,历史3/5次成功; 当前距低点2.06%; 最新日涨幅0.68%; 状态bottom_area; 底部未确认
5,82.95140678969186,70.02119759277838,600271,航天信息,bottom_area,2026-01-30,10.04,13.99,2026-01-30,9.97,0.7021063189568556,2.708124373119354,28.734810578984987,28.234453180843467,False,-1.665,1.8497,1,1,1,100.0,21.999999999999996,21.999999999999996,19.297893681043146,0.7021063189568556,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-1.67%; 状态bottom_area; 底部未确认
6,78.96354912457629,67.83334339243054,601616,广电电气,bottom_area,2026-01-30,4.9,6.69,2026-01-30,4.82,1.6597510373443998,4.979253112033181,27.95216741405082,26.756352765321374,False,-1.2097,7.0579,2,3,2,66.66666666666666,21.026392961876827,21.407624633431073,18.3402489626556,1.6597510373443998,历史2/3次成功; 当前距低点1.66%; 最新日涨幅-1.21%; 状态bottom_area; 底部未确认
7,75.5648029609346,65.01374994031744,300753,爱朋医疗,bottom_area,2026-01-30,32.67,44.12,2026-01-30,32.11,1.7440049828713868,3.550295857988168,27.221214868540343,25.951949229374428,False,-2.0683,6.7625,2,4,2,50.0,26.344523125076314,28.044496487119456,18.255995017128615,1.7440049828713868,历史2/4次成功; 当前距低点1.74%; 最新日涨幅-2.07%; 状态bottom_area; 底部未确认
8,73.18818119717814,62.20995401760141,002177,御银股份,bottom_area,2026-01-30,7.48,10.3,2026-01-30,7.4,1.081081081081082,3.51351351351351,28.155339805825246,27.378640776699033,False,-2.2222,6.07,2,6,2,33.33333333333333,39.25529865125241,48.84393063583816,18.91891891891892,1.081081081081082,历史2/6次成功; 当前距低点1.08%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
9,72.20357746198755,61.33931788931788,300723,一品红,bottom_area,2026-01-30,33.65,45.88,2026-01-30,33.3,1.0510510510510556,4.924924924924927,27.419354838709687,26.656495204882308,False,-1.9808,1.8272,1,2,1,50.0,31.428571428571427,31.428571428571427,18.948948948948946,1.0510510510510556,历史1/2次成功; 当前距低点1.05%; 最新日涨幅-1.98%; 状态bottom_area; 底部未确认
10,71.50217535552609,59.64828422876949,300652,雷迪克,bottom_area,2026-01-30,51.96,74.21,2026-01-30,51.93,0.05777007510109982,2.253032928942811,30.022907963886265,29.982482145263432,False,-1.684,3.0819,1,2,1,50.0,54.41115272575945,54.41115272575945,19.942229924898903,0.05777007510109982,历史1/2次成功; 当前距低点0.06%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
11,71.38414276624896,62.509208927335024,603069,海汽集团,bottom_area,2026-01-30,22.75,31.58,2026-01-27,22.15,2.7088036117381553,6.546275395033874,29.860671310956306,27.960734642178593,False,1.1561,3.5843,2,7,2,28.57142857142857,48.661265848453205,76.0375880971026,17.291196388261845,2.7088036117381553,历史2/7次成功; 当前距低点2.71%; 最新日涨幅1.16%; 状态bottom_area; 底部未确认
12,71.35132804868145,61.535089075348836,605365,立达信,bottom_area,2026-01-30,20.11,27.37,2026-01-30,19.74,1.8743667679837945,2.735562310030409,27.87723785166241,26.525392765801975,False,0.6003,1.408,1,3,1,33.33333333333333,39.54468802698146,39.54468802698146,18.125633232016206,1.8743667679837945,历史1/3次成功; 当前距低点1.87%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
13,69.43942718275568,60.911778230487435,300705,九典制药,bottom_area,2026-01-30,15.4,20.66,2025-12-30,14.98,2.8037383177570088,8.277703604806398,27.49273959341723,25.45982575024201,True,-1.0283,1.3261,1,2,1,50.0,41.42097631706138,41.42097631706138,17.19626168224299,2.8037383177570088,历史1/2次成功; 当前距低点2.80%; 最新日涨幅-1.03%; 状态bottom_area; 底部已确认
14,66.39059915985264,57.36088556174559,000797,中国武夷,bottom_area,2026-01-30,3.1,4.27,2026-01-27,3.04,1.9736842105263175,6.5789473684210575,28.80562060889929,27.400468384074934,False,-2.8213,3.2721,2,6,2,33.33333333333333,24.126624883936852,27.083333333333325,18.026315789473685,1.9736842105263175,历史2/6次成功; 当前距低点1.97%; 最新日涨幅-2.82%; 状态bottom_area; 底部未确认
15,65.15022365936365,58.06397730052482,600161,天坛生物,bottom_area,2026-01-30,16.65,22.08,2025-12-24,16.06,3.673723536737235,9.464508094645078,27.264492753623188,24.592391304347828,True,-0.8338,0.59,1,2,1,50.0,36.77455357142857,36.77455357142857,16.32627646326277,3.673723536737235,历史1/2次成功; 当前距低点3.67%; 最新日涨幅-0.83%; 状态bottom_area; 底部已确认
16,61.54425280758299,53.73607247989247,600990,四创电子,bottom_area,2026-01-30,26.95,38.28,2026-01-27,26.28,2.5494672754946657,8.98021308980213,31.34796238244514,29.597701149425294,True,-1.0283,1.8664,1,4,1,25.0,20.55837563451777,20.55837563451777,17.450532724505337,2.5494672754946657,历史1/4次成功; 当前距低点2.55%; 最新日涨幅-1.03%; 状态bottom_area; 底部已确认
