rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.96497479632644,85.18668706225948,688221,前沿生物,bottom_area,2022-12-07,17.4,2022-12-07,17.2,1.1627906976744147,7.441860465116286,29.45036915504512,False,-2.9559,11.4822,4,4,4,100.0,19.34327877933945,34.87394957983194,6.837209302325585,1.1627906976744147,历史4/4次成功; 当前距低点1.16%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
2,81.36177472528101,81.60991176257883,688185,康希诺,bottom_area,2022-12-07,182.6,2022-12-07,175.31,4.158348069134671,6.668187781643943,30.155378486055778,False,0.9956,6.8349,4,4,4,100.0,14.359921291429401,19.236097367900253,3.8416519308653294,4.158348069134671,历史4/4次成功; 当前距低点4.16%; 最新日涨幅1.00%; 状态bottom_area; 底部未确认
3,77.19646921726921,77.27675675675675,002317,众生药业,confirmed_rebound,2022-12-07,29.26,2022-12-06,28.12,4.054054054054055,8.78378378378378,29.910269192422724,False,1.9868,13.9027,1,1,1,100.0,58.31999999999999,58.31999999999999,3.945945945945945,4.054054054054055,历史1/1次成功; 当前距低点4.05%; 最新日涨幅1.99%; 状态confirmed_rebound; 底部未确认
4,76.89702584832919,73.44010885121652,000797,中国武夷,bottom_area,2022-12-07,3.79,2022-12-07,3.73,1.6085790884718514,3.7533512064343197,27.572815533980588,False,-1.3021,11.1899,1,1,1,100.0,11.654135338345865,11.654135338345865,6.391420911528149,1.6085790884718514,历史1/1次成功; 当前距低点1.61%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
5,76.26315866676869,75.94629917048272,603139,康惠股份,bottom_area,2022-12-07,19.75,2022-12-07,19.03,3.7834997372569568,3.941145559642669,29.33531377645748,False,2.811,2.3114,1,1,1,100.0,29.315476190476186,29.315476190476186,4.216500262743043,3.7834997372569568,历史1/1次成功; 当前距低点3.78%; 最新日涨幅2.81%; 状态bottom_area; 底部未确认
