rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.31533357404433,82.64388807027649,300437,清水源,bottom_area,2023-10-19,12.09,2023-10-19,11.9,1.5966386554621805,3.8655462184873866,29.082240762812877,False,0.5824,1.7366,5,6,5,83.33333333333334,24.628445545144793,30.330330330330323,18.40336134453782,1.5966386554621805,历史5/6次成功; 当前距低点1.60%; 最新日涨幅0.58%; 状态bottom_area; 底部未确认
2,92.542737585773,78.81217838309344,300735,光弘科技,bottom_area,2023-10-19,17.92,2023-10-19,17.71,1.185770750988147,8.413325804630144,30.303030303030297,False,-6.9574,11.4788,2,2,2,100.0,28.901804813690458,31.262729124236255,18.814229249011856,1.185770750988147,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-6.96%; 状态bottom_area; 底部未确认
3,90.05013148536351,75.71644688644686,000663,永安林业,bottom_area,2023-10-19,8.23,2023-10-19,8.19,0.48840048840049965,2.8083028083028134,27.96833773087071,False,-0.6039,1.2165,1,1,1,100.0,50.39215686274511,50.39215686274511,19.5115995115995,0.48840048840049965,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-0.60%; 状态bottom_area; 底部未确认
4,88.51830319930284,73.91367369760701,301313,凡拓数创,bottom_area,2023-10-19,27.39,2023-10-19,27.36,0.1096491228070217,2.595029239766085,32.0248447204969,False,-0.7968,4.94,3,4,3,75.0,39.831579019392564,52.43243243243245,19.89035087719298,0.1096491228070217,历史3/4次成功; 当前距低点0.11%; 最新日涨幅-0.80%; 状态bottom_area; 底部未确认
5,87.12680100755667,72.60566750629722,601226,华电科工,bottom_area,2023-10-19,5.61,2023-10-18,5.61,0.0,3.3868092691622014,31.16564417177914,False,-0.708,0.319,1,1,1,100.0,39.54659949622166,39.54659949622166,20.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
6,86.34638099410633,72.1671773699403,001322,箭牌家居,bottom_area,2023-10-19,12.49,2023-10-19,12.47,0.16038492381715777,2.0048115477145148,28.742857142857137,False,-1.0301,2.9268,1,1,1,100.0,26.897069872276486,26.897069872276486,19.83961507618284,0.16038492381715777,历史1/1次成功; 当前距低点0.16%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
7,86.21566306862663,72.48589895476863,600004,白云机场,bottom_area,2023-10-19,10.39,2023-10-19,10.34,0.483558994197299,2.030947775628635,29.898305084745765,False,-1.0476,0.4004,1,1,1,100.0,32.57211538461537,32.57211538461537,19.5164410058027,0.483558994197299,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-1.05%; 状态bottom_area; 底部未确认
8,84.23902232177542,70.68331758034029,000524,岭南控股,bottom_area,2023-10-19,8.03,2023-10-19,8.0,0.374999999999992,1.8750000000000044,28.571428571428566,False,-0.4957,0.7696,1,1,1,100.0,21.550094517958406,21.550094517958406,19.62500000000001,0.374999999999992,历史1/1次成功; 当前距低点0.37%; 最新日涨幅-0.50%; 状态bottom_area; 底部未确认
9,84.10990381239282,70.72755636318432,300351,永贵电器,bottom_area,2023-10-19,18.35,2023-10-19,18.26,0.49288061336254024,11.336254107338425,28.64400156311058,False,-13.2798,24.5135,1,1,1,100.0,33.447979363714516,33.447979363714516,19.507119386637463,0.49288061336254024,历史1/1次成功; 当前距低点0.49%; 最新日涨幅-13.28%; 状态bottom_area; 底部未确认
10,75.33059591041871,64.26692307692309,688103,国力电子,bottom_area,2023-10-19,46.61,2023-10-18,46.02,1.282051282051274,4.5415036940460585,29.199999999999992,False,-0.9773,0.9566,1,2,1,50.0,57.609964966913196,57.609964966913196,18.717948717948726,1.282051282051274,历史1/2次成功; 当前距低点1.28%; 最新日涨幅-0.98%; 状态bottom_area; 底部未确认
11,74.55642890097337,63.394805024494005,000014,沙河股份,bottom_area,2023-10-19,11.03,2023-10-19,10.91,1.0999083409715786,2.6581118240146577,31.167192429022077,False,0.1817,1.9086,1,2,1,50.0,20.605355064027936,20.605355064027936,18.900091659028423,1.0999083409715786,历史1/2次成功; 当前距低点1.10%; 最新日涨幅0.18%; 状态bottom_area; 底部未确认
12,73.01975201880667,60.945128447544086,600009,上海机场,bottom_area,2023-10-19,35.16,2023-10-19,35.13,0.08539709649870204,1.8787361229718091,28.2035561005518,False,-1.3191,0.4633,2,4,2,50.0,23.97760122344691,27.704918032786885,19.9146029035013,0.08539709649870204,历史2/4次成功; 当前距低点0.09%; 最新日涨幅-1.32%; 状态bottom_area; 底部未确认
13,72.45439787926031,61.35509141201697,002333,罗普斯金,bottom_area,2023-10-19,5.76,2023-10-19,5.71,0.8756567425569146,2.977232924693519,30.450669914738132,False,0.0,1.8347,1,2,1,50.0,46.728971962616825,46.728971962616825,19.124343257443087,0.8756567425569146,历史1/2次成功; 当前距低点0.88%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
14,71.5112067277873,62.599641975012574,600322,津投城开,bottom_area,2023-10-19,2.29,2023-10-19,2.23,2.690582959641258,4.932735426008963,32.012195121951216,False,1.3274,3.7638,1,2,1,50.0,35.828877005347586,35.828877005347586,17.309417040358742,2.690582959641258,历史1/2次成功; 当前距低点2.69%; 最新日涨幅1.33%; 状态bottom_area; 底部未确认
15,66.96739080518856,57.125170068027195,002069,獐子岛,bottom_area,2023-10-19,3.97,2023-10-19,3.92,1.2755102040816395,3.826530612244907,30.742049469964666,False,-0.2513,0.8195,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,18.724489795918362,1.2755102040816395,历史1/3次成功; 当前距低点1.28%; 最新日涨幅-0.25%; 状态bottom_area; 底部未确认
16,64.30440361827388,53.77976201888013,603326,我乐家居,bottom_area,2023-10-19,10.23,2023-10-19,10.21,0.19588638589617602,1.762977473065619,28.601398601398596,False,-0.5831,2.2661,1,2,1,50.0,20.141843971631218,20.141843971631218,19.804113614103823,0.19588638589617602,历史1/2次成功; 当前距低点0.20%; 最新日涨幅-0.58%; 状态bottom_area; 底部未确认
17,62.62808523203551,52.90057941938642,600202,哈空调,bottom_area,2023-10-19,5.46,2023-10-19,5.42,0.7380073800738014,2.583025830258297,27.73333333333333,False,-0.5464,3.146,1,3,1,33.33333333333333,41.50485436893204,41.50485436893204,19.2619926199262,0.7380073800738014,历史1/3次成功; 当前距低点0.74%; 最新日涨幅-0.55%; 状态bottom_area; 底部未确认
18,62.14272500281885,52.578976934836284,600408,安泰集团,bottom_area,2023-10-19,2.43,2023-10-19,2.41,0.8298755186721999,2.9045643153526903,29.532163742690052,False,-0.8163,2.2453,1,2,1,50.0,21.457489878542503,21.457489878542503,19.170124481327804,0.8298755186721999,历史1/2次成功; 当前距低点0.83%; 最新日涨幅-0.82%; 状态bottom_area; 底部未确认
19,60.52133902632672,50.9106542882405,000428,华天酒店,bottom_area,2023-10-19,3.92,2023-10-19,3.9,0.5128205128205132,2.3076923076923155,30.357142857142854,False,-0.7595,1.2044,1,3,1,33.33333333333333,28.045977011494273,28.045977011494273,19.48717948717949,0.5128205128205132,历史1/3次成功; 当前距低点0.51%; 最新日涨幅-0.76%; 状态bottom_area; 底部未确认
20,57.630929464853565,48.694487870619945,000721,西安饮食,bottom_area,2023-10-19,10.68,2023-10-19,10.6,0.7547169811320762,2.9245283018867974,27.297668038408784,False,-1.476,3.0378,1,4,1,25.0,20.485175202156327,20.485175202156327,19.245283018867926,0.7547169811320762,历史1/4次成功; 当前距低点0.75%; 最新日涨幅-1.48%; 状态bottom_area; 底部未确认
