rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.77796233966788,84.90803891467334,688075,安旭生物,bottom_area,2023-06-08,66.37,2023-05-10,64.65,2.660479505027067,7.764887857695276,30.37906525953047,True,-0.0452,0.9989,5,5,5,100.0,27.010388097500325,40.134529147982065,7.339520494972934,2.660479505027067,历史5/5次成功; 当前距低点2.66%; 最新日涨幅-0.05%; 状态bottom_area; 底部已确认
2,88.30178718078406,82.74801895401107,600955,维远股份,bottom_area,2023-06-08,18.52,2023-06-01,18.23,1.5907844212835938,4.552934722984083,28.453689167974883,False,0.2165,0.2254,2,2,2,100.0,22.33874964805201,25.969084423305596,8.409215578716408,1.5907844212835938,历史2/2次成功; 当前距低点1.59%; 最新日涨幅0.22%; 状态bottom_area; 底部未确认
3,88.3006482853639,81.95108686350022,600935,华塑股份,bottom_area,2023-06-08,3.73,2023-05-31,3.69,1.084010840108402,3.2520325203252063,27.788649706457928,False,0.8108,0.1916,1,1,1,100.0,28.50877192982458,28.50877192982458,8.915989159891598,1.084010840108402,历史1/1次成功; 当前距低点1.08%; 最新日涨幅0.81%; 状态bottom_area; 底部未确认
4,88.28162166874627,81.08755152042562,603327,福蓉科技,bottom_area,2023-06-08,11.17,2023-06-08,11.11,0.5400540054005446,2.1602160216021624,28.322580645161295,False,-0.7111,0.2956,4,4,4,100.0,29.510078778165898,52.609776304888165,9.459945994599456,0.5400540054005446,历史4/4次成功; 当前距低点0.54%; 最新日涨幅-0.71%; 状态bottom_area; 底部未确认
5,87.66695706147519,81.51957897484733,002312,川发龙蟒,bottom_area,2023-06-08,8.54,2023-06-01,8.44,1.1848341232227448,7.5829383886256,28.04774083546463,True,0.1172,0.4861,1,1,1,100.0,18.231186966640802,18.231186966640802,8.815165876777256,1.1848341232227448,历史1/1次成功; 当前距低点1.18%; 最新日涨幅0.12%; 状态bottom_area; 底部已确认
6,87.46096186849837,81.76404467625397,601388,怡球资源,bottom_area,2023-06-08,2.77,2023-05-30,2.73,1.4652014652014667,4.3956043956043995,27.777777777777775,False,1.0949,0.4692,2,2,2,100.0,15.509161381254394,18.333333333333325,8.534798534798533,1.4652014652014667,历史2/2次成功; 当前距低点1.47%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
7,84.23671398147775,76.5788308922525,605399,晨光新材,bottom_area,2023-06-08,18.55,2023-06-08,18.55,0.0,2.6954177897574123,32.02638329058263,False,-1.5915,1.1059,2,2,2,100.0,44.24102630243285,52.857533497402244,10.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
8,84.09375449153785,79.75070409960745,002570,贝因美,bottom_area,2023-06-08,4.15,2023-05-30,4.06,2.216748768472925,3.694581280788187,29.636048526863085,False,-0.4796,0.6012,3,3,3,100.0,19.703716622181236,35.05154639175259,7.783251231527076,2.216748768472925,历史3/3次成功; 当前距低点2.22%; 最新日涨幅-0.48%; 状态bottom_area; 底部未确认
9,82.98019096958099,78.43722071974935,002041,登海种业,bottom_area,2023-06-08,15.47,2023-06-07,15.16,2.044854881266494,2.9023746701846935,28.49056603773585,False,1.9104,0.5278,1,1,1,100.0,21.395106715252467,21.395106715252467,7.955145118733506,2.044854881266494,历史1/1次成功; 当前距低点2.04%; 最新日涨幅1.91%; 状态bottom_area; 底部未确认
10,82.8820863888594,78.76808452210005,600995,南网储能,bottom_area,2023-06-08,10.99,2023-06-07,10.74,2.3277467411545625,3.072625698324023,32.7909887359199,False,0.5489,1.2421,1,1,1,100.0,26.64165103189493,26.64165103189493,7.672253258845438,2.3277467411545625,历史1/1次成功; 当前距低点2.33%; 最新日涨幅0.55%; 状态bottom_area; 底部未确认
11,82.47037154461273,78.85189207984442,601111,中国国航,bottom_area,2023-06-08,8.15,2023-06-02,7.94,2.644836272040302,4.53400503778338,29.920564872021178,False,0.7417,0.3817,1,1,1,100.0,30.97913322632423,30.97913322632423,7.355163727959699,2.644836272040302,历史1/1次成功; 当前距低点2.64%; 最新日涨幅0.74%; 状态bottom_area; 底部未确认
