rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_top_date,current_top_price,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,close_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,history_success_dates,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,76.27019700198272,68.83220904004368,601233,桐昆股份,bottom_area,2025-04-17,10.05,2025-03-03,13.2,2025-04-09,9.63,4.361370716510902,7.892004153686393,27.045454545454533,23.863636363636353,True,0.09960159362552012,0.5143067773433464,3,5,3,60.0,25.624377815529687,27.700348432055744,2012-12-04; 2015-08-26; 2022-04-27,15.6386292834891,4.361370716510902,历史3/5次成功; 当前距低点4.36%; 最新日涨幅0.10%; 状态bottom_area; 底部已确认
2,62.977891041236525,53.91157072231743,002800,天顺股份,bottom_area,2025-04-17,11.75,2025-04-11,15.96,2025-04-17,11.58,1.4680483592400686,2.763385146804838,27.44360902255639,26.378446115288224,False,-3.292181069958855,11.023457979341327,3,12,3,25.0,27.654413878412797,38.61386138613861,2018-02-07; 2018-10-19; 2020-02-04,18.53195164075993,1.4680483592400686,历史3/12次成功; 当前距低点1.47%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
