rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.0289453125,75.67734375,603122,合富中国,bottom_area,2022-04-25,12.42,2022-04-25,12.42,0.0,13.929146537842193,30.575740637227504,False,-10.0,20.923,2,2,2,100.0,49.609375,72.1590909090909,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
12,82.15935039370079,71.44291338582678,603185,弘元绿能,bottom_area,2022-04-25,102.01,2022-04-25,102.01,0.0,8.51877266934614,28.151852373573732,False,-7.01,2.5213,1,1,1,100.0,43.51028702057404,43.51028702057404,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-7.01%; 状态bottom_area; 底部未确认
13,82.09463774310454,71.5808724436839,002045,国光电器,bottom_area,2022-04-25,6.89,2022-04-25,6.88,0.14534883720929923,8.430232558139537,27.731092436974787,False,-9.1029,1.8077,1,1,1,100.0,33.77563329312426,33.77563329312426,14.854651162790699,0.14534883720929923,历史1/1次成功; 当前距低点0.15%; 最新日涨幅-9.10%; 状态bottom_area; 底部未确认
14,81.62639411679498,71.06431309904153,001218,丽臣实业,bottom_area,2022-04-25,31.32,2022-04-25,31.3,0.0638977635782734,5.5591054313098995,27.039627039627035,False,-6.087,2.6199,1,1,1,100.0,29.999999999999993,29.999999999999993,14.936102236421725,0.0638977635782734,历史1/1次成功; 当前距低点0.06%; 最新日涨幅-6.09%; 状态bottom_area; 底部未确认
15,81.58693281674388,70.94515897108164,600391,航发科技,bottom_area,2022-04-25,15.96,2022-04-25,15.96,0.0,9.147869674185468,30.36649214659686,False,-9.9831,3.0086,2,2,2,100.0,24.1675213499013,27.709431751611014,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
16,80.9172892374978,70.81705265399869,002297,博云新材,bottom_area,2022-04-25,5.83,2022-04-25,5.81,0.3442340791738462,8.261617900172125,31.887456037514657,False,-8.9063,2.0925,1,1,1,100.0,32.10702341137123,32.10702341137123,14.655765920826152,0.3442340791738462,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-8.91%; 状态bottom_area; 底部未确认
17,80.69486396074932,70.16944692239072,002715,登云股份,bottom_area,2022-04-25,9.95,2022-04-25,9.95,0.0,10.552763819095485,27.636363636363644,False,-9.9548,1.3852,1,1,1,100.0,36.66369313113291,36.66369313113291,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
18,80.58254302034989,74.46502695591415,603368,柳药集团,bottom_area,2022-04-25,14.26,2022-04-25,13.81,3.2585083272990536,6.444605358435906,29.17948717948718,False,-4.2953,2.141,2,2,2,100.0,30.93777388255915,42.85714285714285,11.741491672700946,3.2585083272990536,历史2/2次成功; 当前距低点3.26%; 最新日涨幅-4.30%; 状态bottom_area; 底部未确认
19,80.32934865588314,70.52648333051278,002234,民和股份,bottom_area,2022-04-25,15.63,2022-04-25,15.55,0.5144694533762062,10.546623794212222,27.234440804866633,False,-6.7422,9.8114,1,1,1,100.0,32.63157894736842,32.63157894736842,14.485530546623792,0.5144694533762062,历史1/1次成功; 当前距低点0.51%; 最新日涨幅-6.74%; 状态bottom_area; 底部未确认
20,80.05781278357786,70.133748733536,002418,康盛股份,bottom_area,2022-04-25,2.53,2022-04-25,2.52,0.39682539682538837,9.920634920634921,29.213483146067414,False,-9.6429,1.2185,1,1,1,100.0,29.078014184397176,29.078014184397176,14.603174603174612,0.39682539682538837,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-9.64%; 状态bottom_area; 底部未确认
21,80.04046102084058,74.18384192175469,600196,复星医药,bottom_area,2022-04-25,40.85,2022-04-25,39.5,3.4177215189873453,8.278481012658236,30.919902063658622,False,0.3439,2.7062,1,1,1,100.0,15.356166586267886,15.356166586267886,11.582278481012654,3.4177215189873453,历史1/1次成功; 当前距低点3.42%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
22,79.1094387755102,68.79081632653062,002248,华东数控,bottom_area,2022-04-25,6.0,2022-04-25,6.0,0.0,9.666666666666668,31.271477663230247,False,-10.045,3.4314,1,1,1,100.0,29.251700680272112,29.251700680272112,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.04%; 状态bottom_area; 底部未确认
23,78.71461157575831,69.53938430208211,300437,清水源,bottom_area,2022-04-25,17.86,2022-04-25,17.71,0.846979107848665,11.801242236024843,28.183292781832925,False,-12.1495,9.0197,4,5,4,80.0,24.733853053640157,30.330330330330323,14.153020892151336,0.846979107848665,历史4/5次成功; 当前距低点0.85%; 最新日涨幅-12.15%; 状态bottom_area; 底部未确认
24,78.05697767075148,68.37993551459353,002492,恒基达鑫,bottom_area,2022-04-25,5.07,2022-04-25,5.05,0.3960396039604052,10.693069306930694,30.727023319615913,False,-8.3183,3.9022,1,1,1,100.0,19.639278557114217,19.639278557114217,14.603960396039595,0.3960396039604052,历史1/1次成功; 当前距低点0.40%; 最新日涨幅-8.32%; 状态bottom_area; 底部未确认
25,77.85275974025974,67.69805194805195,002721,金一文化,bottom_area,2022-04-25,2.78,2022-04-25,2.78,0.0,9.35251798561152,30.150753768844226,False,-10.0324,3.0229,1,1,1,100.0,23.376623376623378,23.376623376623378,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
26,77.81252858683926,68.50009708737863,001213,中铁特货,bottom_area,2022-04-25,4.59,2022-04-25,4.56,0.6578947368421107,9.429824561403523,28.861154446177856,False,-9.2885,6.8071,1,1,1,100.0,23.49514563106796,23.49514563106796,14.34210526315789,0.6578947368421107,历史1/1次成功; 当前距低点0.66%; 最新日涨幅-9.29%; 状态bottom_area; 底部未确认
27,77.73023951110757,67.95607016524549,000153,丰原药业,bottom_area,2022-04-25,6.97,2022-04-25,6.95,0.2877697841726557,10.071942446043169,29.441624365482227,False,-9.5979,2.1105,1,1,1,100.0,16.03325415676959,16.03325415676959,14.712230215827343,0.2877697841726557,历史1/1次成功; 当前距低点0.29%; 最新日涨幅-9.60%; 状态bottom_area; 底部未确认
28,77.66669137466307,67.53625336927225,600241,时代万恒,bottom_area,2022-04-25,6.32,2022-04-25,6.32,0.0,0.0,30.473047304730468,False,-4.9624,0.0394,1,1,1,100.0,22.50673854447439,22.50673854447439,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.96%; 状态bottom_area; 底部未确认
29,77.36555494505494,67.27439560439561,002474,榕基软件,bottom_area,2022-04-25,5.1,2022-04-25,5.1,0.0,10.196078431372559,29.166666666666675,False,-9.894,3.7162,1,1,1,100.0,21.0989010989011,21.0989010989011,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
30,77.27089768339768,67.19208494208495,002802,洪汇新材,bottom_area,2022-04-25,18.6,2022-04-25,18.6,0.0,12.84946236559138,27.90697674418604,False,-10.0145,3.9005,1,1,1,100.0,20.65637065637066,20.65637065637066,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
31,77.24161688311688,67.16662337662338,002047,宝鹰股份,bottom_area,2022-04-25,2.8,2022-04-25,2.8,0.0,10.35714285714286,31.034482758620683,False,-9.9678,2.4929,1,1,1,100.0,20.51948051948051,20.51948051948051,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.97%; 状态bottom_area; 底部未确认
32,77.2138422647202,68.02071156495397,300353,东土科技,bottom_area,2022-04-25,7.24,2022-04-25,7.19,0.6954102920723202,9.735744089012508,29.647749510763212,False,-10.7275,3.1491,1,1,1,100.0,21.377672209026137,21.377672209026137,14.30458970792768,0.6954102920723202,历史1/1次成功; 当前距低点0.70%; 最新日涨幅-10.73%; 状态bottom_area; 底部未确认
33,77.04861836502378,67.58239998390621,002156,通富微电,bottom_area,2022-04-25,12.99,2022-04-25,12.93,0.46403712296984145,7.269914926527451,27.441077441077443,False,-7.9376,1.3265,1,1,1,100.0,16.184971098265883,16.184971098265883,14.535962877030158,0.46403712296984145,历史1/1次成功; 当前距低点0.46%; 最新日涨幅-7.94%; 状态bottom_area; 底部未确认
34,76.68630716934487,66.68374536464772,600210,紫江企业,bottom_area,2022-04-25,4.5,2022-04-25,4.5,0.0,8.444444444444441,31.61094224924012,False,-9.2742,2.8411,1,1,1,100.0,17.92336217552533,17.92336217552533,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.27%; 状态bottom_area; 底部未确认
35,76.55836800993714,67.77544275427971,002676,顺威股份,bottom_area,2022-04-25,3.16,2022-04-25,3.13,0.9584664536741293,8.306709265175726,28.701594533029613,False,-7.8717,1.4349,1,1,1,100.0,23.283582089552233,23.283582089552233,14.041533546325871,0.9584664536741293,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-7.87%; 状态bottom_area; 底部未确认
36,76.55330952380952,66.56809523809524,000798,中水渔业,bottom_area,2022-04-25,7.49,2022-04-25,7.49,0.0,8.811748998664887,27.06913339824732,False,-9.976,6.4668,1,1,1,100.0,17.3015873015873,17.3015873015873,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
37,76.47120220162225,66.49669756662804,603192,汇得科技,bottom_area,2022-04-25,23.81,2022-04-25,23.81,0.0,8.357832843343143,32.64497878359265,False,-9.9811,1.0296,1,1,1,100.0,16.917728852838945,16.917728852838945,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
38,76.15332505729565,66.22028265851796,002346,柘中股份,bottom_area,2022-04-25,10.41,2022-04-25,10.41,0.0,8.645533141210377,31.10522832561217,False,-9.8701,0.8217,1,1,1,100.0,15.431627196333075,15.431627196333075,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-9.87%; 状态bottom_area; 底部未确认
39,76.14003331615713,67.00153307687457,601886,江河集团,bottom_area,2022-04-25,4.74,2022-04-25,4.71,0.636942675159241,8.280254777070056,30.118694362017806,False,-8.8462,1.1734,1,1,1,100.0,15.181518151815196,15.181518151815196,14.363057324840758,0.636942675159241,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-8.85%; 状态bottom_area; 底部未确认
40,74.75571959774534,65.00497356325683,300387,富邦科技,bottom_area,2022-04-25,6.64,2022-04-25,6.64,0.0,11.144578313253016,27.58996728462378,False,-11.3485,5.7947,2,3,2,66.66666666666666,47.78659621822667,50.883392226148395,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-11.35%; 状态bottom_area; 底部未确认
41,71.31436477260658,62.41838761587455,300511,雪榕生物,bottom_area,2022-04-25,5.75,2022-04-25,5.73,0.3490401396160484,10.296684118673644,28.99628252788104,False,-11.1283,5.957,2,3,2,66.66666666666666,25.900712191034756,29.220779220779214,14.65095986038395,0.3490401396160484,历史2/3次成功; 当前距低点0.35%; 最新日涨幅-11.13%; 状态bottom_area; 底部未确认
42,70.65565317590648,61.58495125164689,603233,大参林,bottom_area,2022-04-25,23.78,2022-04-25,23.75,0.12631578947368902,8.968421052631575,28.99850523168909,False,-8.6439,0.6774,2,3,2,66.66666666666666,18.689702069786225,20.223978919631097,14.873684210526312,0.12631578947368902,历史2/3次成功; 当前距低点0.13%; 最新日涨幅-8.64%; 状态bottom_area; 底部未确认
43,69.33158953564914,60.28833872665144,605162,新中港,bottom_area,2022-04-25,8.18,2022-04-25,8.18,0.0,9.779951100244508,29.116117850953206,False,-8.9087,2.5515,2,3,2,66.66666666666666,22.428344408520275,26.46502835538753,15.0,0.0,历史2/3次成功; 当前距低点0.00%; 最新日涨幅-8.91%; 状态bottom_area; 底部未确认
44,65.76728870368765,58.34694477196625,601137,博威合金,bottom_area,2022-04-25,9.42,2022-04-25,9.32,1.072961373390554,9.120171673819739,29.447388342165027,False,-7.9179,3.9906,1,2,1,50.0,25.82417582417582,25.82417582417582,13.927038626609445,1.072961373390554,历史1/2次成功; 当前距低点1.07%; 最新日涨幅-7.92%; 状态bottom_area; 底部未确认
45,65.53940263441251,56.99078489948914,300648,星云股份,bottom_area,2022-04-25,25.09,2022-04-25,25.09,0.0,7.214029493822236,31.82065217391304,False,-19.9936,8.8681,2,4,2,50.0,24.14400483596314,26.78362573099414,15.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-19.99%; 状态bottom_area; 底部未确认
46,64.19258488389131,57.060075452347824,000695,滨海能源,bottom_area,2022-04-25,7.74,2022-04-25,7.65,1.1764705882352922,8.627450980392158,27.556818181818183,False,-6.747,0.9106,1,2,1,50.0,20.174346201743475,20.174346201743475,13.823529411764707,1.1764705882352922,历史1/2次成功; 当前距低点1.18%; 最新日涨幅-6.75%; 状态bottom_area; 底部未确认
47,64.10793383293642,57.53314410429875,688079,美迪凯,bottom_area,2022-04-25,9.63,2022-04-25,9.47,1.6895459345300963,11.193241816261866,29.486224869694706,False,-7.8469,1.2262,1,2,1,50.0,29.007036747458958,29.007036747458958,13.310454065469903,1.6895459345300963,历史1/2次成功; 当前距低点1.69%; 最新日涨幅-7.85%; 状态bottom_area; 底部未确认
48,64.09357153960975,55.96048575712141,601778,晶科科技,bottom_area,2022-04-25,4.61,2022-04-25,4.6,0.2173913043478408,9.565217391304357,31.137724550898206,False,-9.252,2.3248,1,2,1,50.0,42.344827586206904,42.344827586206904,14.782608695652158,0.2173913043478408,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-9.25%; 状态bottom_area; 底部未确认
49,63.940000000000005,55.60000000000001,300488,恒锋工具,bottom_area,2022-04-25,19.84,2022-04-25,19.84,0.0,9.223790322580655,27.802037845705968,False,-9.7772,1.2446,1,2,1,50.0,65.52470248827983,65.52470248827983,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.78%; 状态bottom_area; 底部未确认
50,63.940000000000005,55.60000000000001,605299,舒华体育,bottom_area,2022-04-25,9.47,2022-04-25,9.47,0.0,11.40443505807814,28.796992481203006,False,-9.981,4.3563,1,2,1,50.0,56.12903225806454,56.12903225806454,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
51,63.60942119092542,56.43802897574124,002355,兴民智通,bottom_area,2022-04-25,3.75,2022-04-25,3.71,1.078167115902966,10.242587601078164,28.653846153846157,False,-8.9806,1.5211,1,2,1,50.0,15.624999999999991,15.624999999999991,13.921832884097032,1.078167115902966,历史1/2次成功; 当前距低点1.08%; 最新日涨幅-8.98%; 状态bottom_area; 底部未确认
52,63.356070689964845,55.34596199830247,603236,移远通信,bottom_area,2022-04-25,130.5,2022-04-25,130.18,0.24581348901520444,5.692118605008447,31.89997907512031,False,-6.5387,0.9541,1,2,1,50.0,39.389337383102855,39.389337383102855,14.754186510984796,0.24581348901520444,历史1/2次成功; 当前距低点0.25%; 最新日涨幅-6.54%; 状态bottom_area; 底部未确认
53,62.79286217712163,54.92136797781656,002408,齐翔腾达,bottom_area,2022-04-25,6.44,2022-04-25,6.42,0.311526479750786,9.968847352024918,31.041890440386688,False,-9.0395,1.5875,1,2,1,50.0,37.91208791208789,37.91208791208789,14.688473520249213,0.311526479750786,历史1/2次成功; 当前距低点0.31%; 最新日涨幅-9.04%; 状态bottom_area; 底部未确认
54,62.70953650628184,55.11113376810265,300508,维宏股份,bottom_area,2022-04-25,23.05,2022-04-25,22.92,0.5671902268760863,10.383944153577657,31.233123312331223,False,-13.3459,5.6548,1,2,1,50.0,42.06627680311891,42.06627680311891,14.432809773123914,0.5671902268760863,历史1/2次成功; 当前距低点0.57%; 最新日涨幅-13.35%; 状态bottom_area; 底部未确认
55,62.18764076193748,55.53513040959387,002353,杰瑞股份,bottom_area,2022-04-25,29.89,2022-04-25,29.47,1.4251781472684144,9.365456396335249,28.261927945472248,False,-7.6614,1.5615,1,2,1,50.0,15.024390243902431,15.024390243902431,13.574821852731587,1.4251781472684144,历史1/2次成功; 当前距低点1.43%; 最新日涨幅-7.66%; 状态bottom_area; 底部未确认
56,60.85332740432808,53.31144969890727,000676,智度股份,bottom_area,2022-04-25,5.04,2022-04-25,5.02,0.3984063745020013,7.569721115537866,30.853994490358133,False,-8.6957,1.7117,1,2,1,50.0,30.321592649310862,30.321592649310862,14.601593625498,0.3984063745020013,历史1/2次成功; 当前距低点0.40%; 最新日涨幅-8.70%; 状态bottom_area; 底部未确认
57,60.707455176516284,52.92036710263459,688021,奥福科技,bottom_area,2022-04-25,22.61,2022-04-25,22.58,0.13286093888397316,10.806023029229413,32.02889825406382,False,-9.7405,1.1184,1,2,1,50.0,24.96392496392497,24.96392496392497,14.867139061116028,0.13286093888397316,历史1/2次成功; 当前距低点0.13%; 最新日涨幅-9.74%; 状态bottom_area; 底部未确认
58,60.66083829769108,52.95267561983472,688070,纵横股份,bottom_area,2022-04-25,19.4,2022-04-25,19.36,0.20661157024792948,9.400826446280993,32.09400210452473,False,-10.7636,1.054,1,2,1,50.0,26.04166666666665,26.04166666666665,14.793388429752069,0.20661157024792948,历史1/2次成功; 当前距低点0.21%; 最新日涨幅-10.76%; 状态bottom_area; 底部未确认
59,60.45075688520769,53.27863318696271,300337,银邦股份,bottom_area,2022-04-25,5.59,2022-04-25,5.55,0.7207207207207215,10.450450450450452,28.754813863928113,False,-10.4167,3.2379,1,2,1,50.0,34.09610983981694,34.09610983981694,14.279279279279278,0.7207207207207215,历史1/2次成功; 当前距低点0.72%; 最新日涨幅-10.42%; 状态bottom_area; 底部未确认
60,59.929939421269175,53.01401959259837,688355,明志科技,bottom_area,2022-04-25,16.5,2022-04-25,16.35,0.9174311926605416,10.703363914373087,29.159445407279016,False,-9.8853,4.4138,1,2,1,50.0,35.08474576271185,35.08474576271185,14.082568807339458,0.9174311926605416,历史1/2次成功; 当前距低点0.92%; 最新日涨幅-9.89%; 状态bottom_area; 底部未确认
61,59.734307425847376,51.985842832182364,300516,久之洋,bottom_area,2022-04-25,22.62,2022-04-25,22.61,0.04422821760283752,9.332153914197255,29.32166301969365,False,-10.5929,0.8056,1,2,1,50.0,18.853135313531354,18.853135313531354,14.955771782397163,0.04422821760283752,历史1/2次成功; 当前距低点0.04%; 最新日涨幅-10.59%; 状态bottom_area; 底部未确认
62,58.64331857451404,50.99419006479482,688105,诺唯赞,bottom_area,2022-04-25,69.48,2022-04-25,69.48,0.0,9.383995394358083,29.080330713483715,False,-4.1919,3.7126,1,2,1,50.0,25.237580993520524,25.237580993520524,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-4.19%; 状态bottom_area; 底部未确认
63,57.97548076923076,50.41346153846153,300534,陇神戎发,bottom_area,2022-04-25,7.9,2022-04-25,7.9,0.0,12.025316455696194,27.919708029197082,False,-8.8812,8.7243,1,2,1,50.0,22.115384615384613,22.115384615384613,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-8.88%; 状态bottom_area; 底部未确认
64,57.74810288799852,50.63838342889672,601369,陕鼓动力,bottom_area,2022-04-25,6.72,2022-04-25,6.69,0.44843049327353307,10.61285500747384,29.94764397905759,False,-8.9431,0.9727,1,2,1,50.0,16.563467492260067,16.563467492260067,14.551569506726466,0.44843049327353307,历史1/2次成功; 当前距低点0.45%; 最新日涨幅-8.94%; 状态bottom_area; 底部未确认
65,57.652201342281884,50.1323489932886,603045,福达合金,bottom_area,2022-04-25,13.91,2022-04-25,13.91,0.0,10.136592379583034,27.62747138397502,False,-10.0259,2.5425,1,2,1,50.0,20.604026845637573,20.604026845637573,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-10.03%; 状态bottom_area; 底部未确认
66,57.214838983050846,49.752033898305086,300543,朗科智能,bottom_area,2022-04-25,8.8,2022-04-25,8.8,0.0,11.13636363636362,27.39273927392738,False,-11.4688,1.6445,1,2,1,50.0,18.559322033898297,18.559322033898297,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-11.47%; 状态bottom_area; 底部未确认
67,56.965,49.53478260869566,002622,皓宸医疗,bottom_area,2022-04-25,2.85,2022-04-25,2.85,0.0,8.421052631578938,30.487804878048774,False,-8.9457,1.6775,1,2,1,50.0,17.391304347826082,17.391304347826082,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-8.95%; 状态bottom_area; 底部未确认
68,56.88501092466006,50.0263925113535,688108,赛诺医疗,bottom_area,2022-04-25,5.0,2022-04-25,4.97,0.6036217303822987,8.651911468812889,30.0,False,-8.7591,1.5616,1,2,1,50.0,15.175537938844846,15.175537938844846,14.396378269617701,0.6036217303822987,历史1/2次成功; 当前距低点0.60%; 最新日涨幅-8.76%; 状态bottom_area; 底部未确认
69,56.80633607399795,49.39681397738952,002145,钛能化学,bottom_area,2022-04-25,7.07,2022-04-25,7.07,0.0,9.476661951909476,32.92220113851992,False,-9.9363,2.0137,1,2,1,50.0,16.649537512846855,16.649537512846855,15.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.94%; 状态bottom_area; 底部未确认
70,56.312833497488526,52.517380037780526,601666,平煤股份,bottom_area,2022-04-25,13.83,2022-04-25,13.33,3.7509377344336086,8.252063015753935,29.61985216473073,False,-6.3643,3.2047,1,2,1,50.0,27.30923694779115,27.30923694779115,11.24906226556639,3.7509377344336086,历史1/2次成功; 当前距低点3.75%; 最新日涨幅-6.36%; 状态bottom_area; 底部未确认
71,52.343912803532014,45.5164459161148,600966,博汇纸业,bottom_area,2022-04-25,6.88,2022-04-25,6.88,0.0,9.011627906976747,27.57894736842105,False,-9.9476,1.2204,1,3,1,33.33333333333333,15.231788079470201,15.231788079470201,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
72,52.343023286237575,45.515672422815285,002111,威海广泰,bottom_area,2022-04-25,7.8,2022-04-25,7.8,0.0,5.897435897435897,27.509293680297397,False,-6.6986,1.1153,1,3,1,33.33333333333333,15.227629513343796,15.227629513343796,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-6.70%; 状态bottom_area; 底部未确认
