rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
15,69.0534132109224,60.50870250850657,002632,道明光学,bottom_area,2025-12-23,12.35,2025-12-19,12.02,2.7454242928452586,4.908485856905157,27.28372655777375,False,0.4882,6.0595,1,2,1,50.0,25.259515570934255,25.259515570934255,17.254575707154743,2.7454242928452586,历史1/2次成功; 当前距低点2.75%; 最新日涨幅0.49%; 状态bottom_area; 底部未确认
16,68.40247352295431,60.1635201294332,002184,海得控制,bottom_area,2025-12-23,12.56,2025-12-17,12.2,2.9508196721311575,4.918032786885258,29.357266936884773,False,-1.6445,1.9952,2,5,2,40.0,36.72789775210886,50.27203482045704,17.049180327868843,2.9508196721311575,历史2/5次成功; 当前距低点2.95%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
17,68.26059965957276,61.95962122945834,002317,众生药业,bottom_area,2025-12-23,19.47,2025-12-23,18.6,4.677419354838695,6.236559139784947,31.617647058823522,False,2.3121,10.59,2,5,2,40.0,45.076007303712714,58.31999999999999,15.322580645161308,4.677419354838695,历史2/5次成功; 当前距低点4.68%; 最新日涨幅2.31%; 状态bottom_area; 底部未确认
18,68.04146541120194,56.89522224378886,600161,天坛生物,bottom_area,2025-12-23,16.13,2025-12-17,16.1,0.18633540372669305,2.484472049689432,27.08333333333332,False,-1.9453,0.5807,1,2,1,50.0,36.77455357142857,36.77455357142857,19.81366459627331,0.18633540372669305,历史1/2次成功; 当前距低点0.19%; 最新日涨幅-1.95%; 状态bottom_area; 底部未确认
19,67.9115963055536,57.49012159409392,603322,超讯通信,bottom_area,2025-12-23,38.77,2025-12-23,38.44,0.858480749219577,4.214360041623321,30.500813596094744,False,-2.6369,6.5881,3,7,3,42.857142857142854,30.354995327344025,39.45833333333333,19.141519250780426,0.858480749219577,历史3/7次成功; 当前距低点0.86%; 最新日涨幅-2.64%; 状态bottom_area; 底部未确认
20,66.86315429947001,60.85632823223109,600403,大有能源,bottom_area,2025-12-23,6.95,2025-12-17,6.63,4.826546003016595,7.993966817496233,27.934782608695645,True,-1.2784,1.0297,2,4,2,50.0,32.585231823166296,37.18411552346569,15.173453996983405,4.826546003016595,历史2/4次成功; 当前距低点4.83%; 最新日涨幅-1.28%; 状态bottom_area; 底部已确认
21,66.54604510424205,58.60974353327699,002728,特一药业,bottom_area,2025-12-23,11.24,2025-12-19,10.91,3.024747937671861,4.12465627864344,27.508305647840537,False,0.6267,10.179,1,4,1,25.0,39.3073593073593,39.3073593073593,16.97525206232814,3.024747937671861,历史1/4次成功; 当前距低点3.02%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
22,64.93666301427905,57.988220291324424,600222,太龙药业,bottom_area,2025-12-23,6.86,2025-12-16,6.61,3.7821482602118,8.623298033282895,29.978813559322028,True,-2.4182,3.3789,1,2,1,50.0,37.696335078534034,37.696335078534034,16.217851739788202,3.7821482602118,历史1/2次成功; 当前距低点3.78%; 最新日涨幅-2.42%; 状态bottom_area; 底部已确认
23,64.12507621081674,56.42644417985711,002453,华软科技,bottom_area,2025-12-23,6.23,2025-12-17,6.05,2.975206611570258,6.115702479338845,28.31753554502369,False,-1.2678,2.6747,1,2,1,50.0,28.60169491525425,28.60169491525425,17.024793388429742,2.975206611570258,历史1/2次成功; 当前距低点2.98%; 最新日涨幅-1.27%; 状态bottom_area; 底部未确认
24,62.987354888983205,55.78711254765455,002017,东信和平,bottom_area,2025-12-23,20.78,2025-12-16,20.11,3.33167578319245,10.691198408751875,30.342916522341532,True,-3.2138,3.2163,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,16.66832421680755,3.33167578319245,历史1/3次成功; 当前距低点3.33%; 最新日涨幅-3.21%; 状态bottom_area; 底部已确认
25,62.76848521874205,56.52046174282904,605228,神通科技,bottom_area,2025-12-23,14.51,2025-12-16,13.92,4.238505747126435,10.272988505747124,28.247422680412367,True,-3.2021,1.7423,2,5,2,40.0,33.94760670041569,47.56554307116105,15.761494252873565,4.238505747126435,历史2/5次成功; 当前距低点4.24%; 最新日涨幅-3.20%; 状态bottom_area; 底部已确认
26,62.18336429839341,54.918739079110104,300681,英搏尔,bottom_area,2025-12-23,24.04,2025-12-17,23.3,3.1759656652360446,5.36480686695279,28.593319031566043,False,-1.3946,2.8944,2,6,2,33.33333333333333,25.734448723198668,27.487589035182385,16.824034334763958,3.1759656652360446,历史2/6次成功; 当前距低点3.18%; 最新日涨幅-1.39%; 状态bottom_area; 底部未确认
27,61.8877257112216,54.49434138320748,002589,瑞康医药,bottom_area,2025-12-23,3.42,2025-12-17,3.32,3.012048192771087,7.831325301204826,29.211087420042652,True,-3.1161,7.3247,2,7,2,28.57142857142857,32.78239542171958,37.073170731707336,16.987951807228914,3.012048192771087,历史2/7次成功; 当前距低点3.01%; 最新日涨幅-3.12%; 状态bottom_area; 底部已确认
28,61.14871626413194,51.807195166919975,300609,汇纳科技,bottom_area,2025-12-23,35.76,2025-12-17,35.44,0.9029345372460504,6.997742663656896,28.20097244732577,False,-2.3751,2.7471,1,5,1,20.0,49.87035436473638,49.87035436473638,19.09706546275395,0.9029345372460504,历史1/5次成功; 当前距低点0.90%; 最新日涨幅-2.38%; 状态bottom_area; 底部未确认
29,61.02966392699214,55.41982083807664,002679,福建金森,bottom_area,2025-12-23,12.25,2025-12-18,11.7,4.700854700854707,7.521367521367528,28.308823529411768,True,0.2455,5.5258,1,4,1,25.0,33.50951374207188,33.50951374207188,15.299145299145295,4.700854700854707,历史1/4次成功; 当前距低点4.70%; 最新日涨幅0.25%; 状态bottom_area; 底部已确认
30,61.01891862356032,54.37698139800493,300056,中创环保,bottom_area,2025-12-23,8.76,2025-12-17,8.45,3.6686390532544437,8.284023668639067,29.34782608695653,True,-3.3113,5.4121,1,2,1,50.0,27.10472279260781,27.10472279260781,16.33136094674556,3.6686390532544437,历史1/2次成功; 当前距低点3.67%; 最新日涨幅-3.31%; 状态bottom_area; 底部已确认
31,60.68996976932891,51.18231620830414,600383,金地集团,bottom_area,2025-12-23,3.09,2025-12-15,3.07,0.6514657980456032,4.234527687296428,32.675438596491226,False,-2.2152,1.9522,1,4,1,25.0,32.594936708860764,32.594936708860764,19.348534201954397,0.6514657980456032,历史1/4次成功; 当前距低点0.65%; 最新日涨幅-2.22%; 状态bottom_area; 底部未确认
32,60.66138721437267,53.348955841570934,002129,TCL中环,bottom_area,2025-12-23,8.39,2025-12-16,8.15,2.944785276073622,4.417177914110422,29.253472222222214,False,-0.2378,1.4704,1,3,1,33.33333333333333,31.12759643916912,31.12759643916912,17.05521472392638,2.944785276073622,历史1/3次成功; 当前距低点2.94%; 最新日涨幅-0.24%; 状态bottom_area; 底部未确认
33,60.28846751872462,50.411539888682725,000890,法尔胜,bottom_area,2025-12-23,5.4,2025-12-23,5.39,0.18552875695734092,5.751391465677189,31.074168797953973,False,-7.5342,16.2125,1,4,1,25.0,32.954545454545446,32.954545454545446,19.81447124304266,0.18552875695734092,历史1/4次成功; 当前距低点0.19%; 最新日涨幅-7.53%; 状态bottom_area; 底部未确认
34,60.26067500681247,53.66626002907058,000665,湖北广电,bottom_area,2025-12-23,5.42,2025-12-17,5.23,3.632887189292533,5.927342256214141,27.46185852981969,False,-1.0949,1.2447,2,7,2,28.57142857142857,34.919124227805554,43.606557377049185,16.367112810707468,3.632887189292533,历史2/7次成功; 当前距低点3.63%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
35,59.31601742403813,52.85637835602579,001282,三联锻造,bottom_area,2025-12-23,20.08,2025-12-17,19.37,3.6654620547237857,5.214248838409902,27.992565055762075,False,-1.035,2.1559,1,3,1,33.33333333333333,37.31343283582089,37.31343283582089,16.334537945276214,3.6654620547237857,历史1/3次成功; 当前距低点3.67%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
36,58.711447642073416,53.56731767968215,301357,北方长龙,bottom_area,2025-12-23,141.35,2025-12-17,134.67,4.960273260562863,11.056657013440272,28.36702127659575,True,0.0779,9.5534,1,4,1,25.0,26.72978878368535,26.72978878368535,15.039726739437137,4.960273260562863,历史1/4次成功; 当前距低点4.96%; 最新日涨幅0.08%; 状态bottom_area; 底部已确认
37,57.704255997132435,51.380501915254904,603767,中马传动,bottom_area,2025-12-23,22.88,2025-11-21,22.08,3.623188405797105,9.601449275362324,27.725040916530286,True,-3.7442,2.7584,1,3,1,33.33333333333333,29.881925522252505,29.881925522252505,16.376811594202895,3.623188405797105,历史1/3次成功; 当前距低点3.62%; 最新日涨幅-3.74%; 状态bottom_area; 底部已确认
38,53.92024096462013,47.83040541768931,002459,晶澳科技,bottom_area,2025-12-23,11.2,2025-12-16,10.83,3.4164358264081187,4.801477377654659,29.215686274509807,False,-0.2671,1.0965,1,6,1,16.666666666666664,26.683937823834192,26.683937823834192,16.583564173591885,3.4164358264081187,历史1/6次成功; 当前距低点3.42%; 最新日涨幅-0.27%; 状态bottom_area; 底部未确认
