rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.96525851091604,83.66572180993286,000717,中南股份,bottom_area,2024-07-08,1.7,2024-06-24,1.68,1.1904761904761916,7.738095238095245,29.411764705882355,True,-2.8571,0.3427,2,2,2,100.0,35.64520174311065,56.020942408376975,8.809523809523808,1.1904761904761916,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-2.86%; 状态bottom_area; 底部已确认
2,89.1412242373256,82.82412960633403,688259,创耀科技,bottom_area,2024-07-08,35.4,2024-07-08,35.0,1.1428571428571388,7.657142857142857,27.05293872446852,False,-4.2726,2.0857,5,5,5,100.0,16.612063935743468,22.000256114739393,8.857142857142861,1.1428571428571388,历史5/5次成功; 当前距低点1.14%; 最新日涨幅-4.27%; 状态bottom_area; 底部未确认
3,88.8242085983735,83.495058875069,002317,众生药业,bottom_area,2024-07-08,11.03,2024-07-05,10.84,1.752767527675272,6.365313653136527,30.378933847141944,False,-3.6681,1.6969,4,4,4,100.0,27.695531388003374,58.31999999999999,8.247232472324729,1.752767527675272,历史4/4次成功; 当前距低点1.75%; 最新日涨幅-3.67%; 状态bottom_area; 底部未确认
4,88.02882303164148,82.98867324305786,688185,康希诺,bottom_area,2024-07-08,40.11,2024-07-05,39.36,1.9054878048780488,7.494918699186999,28.747284576393923,True,-4.7042,1.2024,8,8,8,100.0,17.651534613869938,36.75601999091322,8.094512195121952,1.9054878048780488,历史8/8次成功; 当前距低点1.91%; 最新日涨幅-4.70%; 状态bottom_area; 底部已确认
5,87.62858886927584,80.42816236342321,603215,比依股份,bottom_area,2024-07-08,12.03,2024-07-08,11.97,0.5012531328320695,3.6758563074352506,29.959040374487998,False,-2.6699,1.1157,4,4,4,100.0,25.48935218430281,36.01562499999999,9.498746867167931,0.5012531328320695,历史4/4次成功; 当前距低点0.50%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
6,86.4551571001444,82.88238251375958,001201,东瑞股份,bottom_area,2024-07-08,16.61,2024-07-03,16.16,2.7846534653465302,6.311881188118809,31.380042462845015,False,0.7888,2.8256,3,3,3,100.0,21.028991477148743,33.37921541637991,7.21534653465347,2.7846534653465302,历史3/3次成功; 当前距低点2.78%; 最新日涨幅0.79%; 状态bottom_area; 底部未确认
7,86.42910943066717,78.95595357043375,603185,弘元绿能,bottom_area,2024-07-08,15.7,2024-07-08,15.66,0.25542784163473276,4.086845466155815,31.645569620253166,False,-3.799,0.8759,6,6,6,100.0,24.77596263097275,43.51028702057404,9.744572158365267,0.25542784163473276,历史6/6次成功; 当前距低点0.26%; 最新日涨幅-3.80%; 状态bottom_area; 底部未确认
8,85.8817108531579,78.41923524146965,002838,道恩股份,bottom_area,2024-07-08,8.68,2024-07-08,8.66,0.23094688221708512,3.579676674364902,31.160572337042925,False,-3.0168,0.5599,5,5,5,100.0,21.59029103722908,38.59649122807017,9.769053117782915,0.23094688221708512,历史5/5次成功; 当前距低点0.23%; 最新日涨幅-3.02%; 状态bottom_area; 底部未确认
9,85.53990657126401,82.25745487436944,002299,圣农发展,bottom_area,2024-07-08,12.58,2024-07-05,12.22,2.9459901800327284,4.664484451718482,29.770114942528725,False,0.9631,0.9029,3,3,3,100.0,19.64684131636587,26.73830594184577,7.054009819967272,2.9459901800327284,历史3/3次成功; 当前距低点2.95%; 最新日涨幅0.96%; 状态bottom_area; 底部未确认
10,85.40186252493318,79.95067981057574,002145,钛能化学,bottom_area,2024-07-08,3.3,2024-07-01,3.25,1.538461538461533,5.230769230769228,31.72268907563025,False,-0.9009,0.8761,3,3,3,100.0,12.46436622724744,16.649537512846855,8.461538461538467,1.538461538461533,历史3/3次成功; 当前距低点1.54%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
11,84.90226564737061,78.13901129382478,603368,柳药集团,bottom_area,2024-07-08,17.18,2024-07-08,17.07,0.6444053895723458,3.514938488576458,29.170124481327804,False,-2.6629,1.3683,3,3,3,100.0,31.603524634675978,42.85714285714285,9.355594610427655,0.6444053895723458,历史3/3次成功; 当前距低点0.64%; 最新日涨幅-2.66%; 状态bottom_area; 底部未确认
