rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.5622303721201,84.3970890265275,002006,精工科技,bottom_area,2023-04-12,22.31,2023-04-11,21.6,3.2870370370370243,4.62962962962963,29.938371715861166,False,0.5861,0.9604,3,3,3,100.0,35.330825112752166,61.48648648648647,4.712962962962976,3.2870370370370243,历史3/3次成功; 当前距低点3.29%; 最新日涨幅0.59%; 状态bottom_area; 底部未确认
2,85.49149689769393,81.7157131728587,000887,中鼎股份,bottom_area,2023-04-12,12.31,2023-04-06,12.11,1.6515276630883657,6.853839801816681,28.512396694214885,False,0.0,1.2342,2,2,2,100.0,17.53331314354936,23.84615384615385,6.348472336911634,1.6515276630883657,历史2/2次成功; 当前距低点1.65%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
3,84.06758848136107,82.50499389992312,000983,山西焦煤,bottom_area,2023-04-12,10.56,2023-04-11,10.25,3.024390243902444,3.8048780487804934,27.715091678420308,False,1.2464,1.009,3,3,3,100.0,21.938729333444627,27.212389380530986,4.9756097560975565,3.024390243902444,历史3/3次成功; 当前距低点3.02%; 最新日涨幅1.25%; 状态bottom_area; 底部未确认
4,81.51771824498879,79.82763023516154,002347,泰尔股份,bottom_area,2023-04-12,4.95,2023-04-11,4.81,2.9106029106029228,2.9106029106029228,32.06214689265538,False,2.0619,2.0866,2,2,2,100.0,22.816155222237516,29.585798816568047,5.089397089397077,2.9106029106029228,历史2/2次成功; 当前距低点2.91%; 最新日涨幅2.06%; 状态bottom_area; 底部未确认
5,80.83700382115148,79.11651293040785,603356,华菱精工,bottom_area,2023-04-12,12.14,2023-04-06,11.8,2.8813559322033884,7.711864406779662,30.3834808259587,True,-0.5733,0.9248,2,2,2,100.0,31.91400245070737,38.38297872340427,5.118644067796612,2.8813559322033884,历史2/2次成功; 当前距低点2.88%; 最新日涨幅-0.57%; 状态bottom_area; 底部已确认
6,80.78045154434596,77.44438569885675,002729,好利科技,bottom_area,2023-04-12,20.28,2023-04-12,19.92,1.8072289156626478,1.9076305220883483,32.79352226720647,False,0.8454,2.3989,1,1,1,100.0,13.144449605202036,13.144449605202036,6.192771084337352,1.8072289156626478,历史1/1次成功; 当前距低点1.81%; 最新日涨幅0.85%; 状态bottom_area; 底部未确认
7,80.76078785748894,77.58764604472003,001299,美能能源,bottom_area,2023-04-12,16.49,2023-04-11,16.18,1.9159456118664941,3.4610630407910925,28.407079646017703,False,0.8563,2.2042,1,1,1,100.0,15.247322794492616,15.247322794492616,6.084054388133506,1.9159456118664941,历史1/1次成功; 当前距低点1.92%; 最新日涨幅0.86%; 状态bottom_area; 底部未确认
8,80.53523280175163,78.35976534380491,002374,中锐股份,bottom_area,2023-04-12,4.38,2023-04-07,4.27,2.5761124121779937,4.215456674473082,30.90614886731392,False,2.0979,1.4612,2,2,2,100.0,10.82420238478892,12.068965517241388,5.423887587822007,2.5761124121779937,历史2/2次成功; 当前距低点2.58%; 最新日涨幅2.10%; 状态bottom_area; 底部未确认
9,79.14466012980536,77.2574551192586,300530,领湃科技,bottom_area,2023-04-12,23.58,2023-04-06,22.95,2.745098039215682,6.753812636165581,28.393135725429016,False,0.0,0.1611,3,4,3,75.0,27.802573379948058,34.07510431154381,5.254901960784318,2.745098039215682,历史3/4次成功; 当前距低点2.75%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
10,78.90557754816608,77.8923045215542,002125,湘潭电化,bottom_area,2023-04-12,12.73,2023-04-10,12.32,3.327922077922079,7.629870129870126,29.236071223434806,False,-1.1646,1.1448,3,3,3,100.0,23.333155157078114,32.067510548523195,4.672077922077921,3.327922077922079,历史3/3次成功; 当前距低点3.33%; 最新日涨幅-1.16%; 状态bottom_area; 底部未确认
11,78.90022105221144,73.70095376820024,300763,锦浪科技,bottom_area,2023-04-12,125.4,2023-04-12,124.83,0.456621004566216,3.580869983177131,29.310833003001303,False,-2.7907,1.7561,2,2,2,100.0,22.10779386350115,35.693617021276594,7.543378995433785,0.456621004566216,历史2/2次成功; 当前距低点0.46%; 最新日涨幅-2.79%; 状态bottom_area; 底部未确认
