rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,77.07586992628148,78.22838313524427,300562,乐心医疗,bottom_area,2023-02-02,10.1,2023-01-31,9.64,4.771784232365135,4.771784232365135,27.790262172284635,False,1.3039,4.2968,3,3,3,100.0,20.365866586219184,22.71604938271605,3.228215767634865,4.771784232365135,历史3/3次成功; 当前距低点4.77%; 最新日涨幅1.30%; 状态bottom_area; 底部未确认
2,75.22501107534936,75.64633242047607,000419,通程控股,bottom_area,2023-02-02,6.32,2023-01-19,6.06,4.290429042904302,4.620462046204625,29.039812646370024,False,0.4769,4.6135,2,2,2,100.0,17.250057195149854,24.82269503546099,3.709570957095698,4.290429042904302,历史2/2次成功; 当前距低点4.29%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
3,72.7169726185092,73.84242046600416,002349,精华制药,bottom_area,2023-02-02,12.23,2023-01-19,11.67,4.798628963153389,5.3984575835475646,28.44880441446965,False,0.0818,2.154,2,2,2,100.0,13.781153236526267,18.615984405458093,3.201371036846611,4.798628963153389,历史2/2次成功; 当前距低点4.80%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
4,68.74281046337785,69.85011177445679,000756,新华制药,bottom_area,2023-02-02,28.21,2023-01-31,26.91,4.830917874396138,5.3140096618357475,27.66129032258065,False,1.0387,5.0464,1,1,1,100.0,9.379594236989137,9.379594236989137,3.1690821256038624,4.830917874396138,历史1/1次成功; 当前距低点4.83%; 最新日涨幅1.04%; 状态bottom_area; 底部未确认
5,63.544591681570225,64.51227581885301,002589,瑞康医药,bottom_area,2023-02-02,4.16,2023-01-31,3.97,4.785894206549117,5.2896725440805925,27.55474452554745,False,0.4831,2.5943,2,3,2,66.66666666666666,19.018537328593187,28.49162011173183,3.214105793450883,4.785894206549117,历史2/3次成功; 当前距低点4.79%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
