rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,89.10590747298363,84.14517346881854,601226,华电科工,bottom_area,2023-09-26,5.93,2023-09-25,5.87,1.022146507666092,4.088586030664399,27.975460122699385,False,0.0,0.47,1,1,1,100.0,39.54659949622166,39.54659949622166,6.9778534923339075,1.022146507666092,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,87.8299633201036,81.4529409581538,002265,建设工业,bottom_area,2023-09-26,12.17,2023-08-25,12.16,0.0822368421052614,7.1546052631578885,28.344136711844424,True,-0.4906,0.4858,4,4,4,100.0,16.669037409429027,32.75229357798165,7.917763157894739,0.0822368421052614,历史4/4次成功; 当前距低点0.08%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
3,86.15117469355357,82.26871423622266,002534,西子洁能,bottom_area,2023-09-26,12.68,2023-09-22,12.48,1.6025641025640969,3.8461538461538494,27.861271676300582,False,-1.092,0.4306,3,3,3,100.0,25.712690269187092,33.11594202898551,6.397435897435903,1.6025641025640969,历史3/3次成功; 当前距低点1.60%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
4,82.6984414509252,82.40654192064656,603232,格尔软件,bottom_area,2023-09-26,11.97,2023-09-21,11.53,3.8161318300086844,4.596704249783184,29.176904176904184,False,1.0127,2.3471,4,4,4,100.0,14.447970392829903,22.78481012658228,4.183868169991316,3.8161318300086844,历史4/4次成功; 当前距低点3.82%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
5,82.51402319701158,77.59164855013668,300561,汇金科技,bottom_area,2023-09-26,12.56,2023-09-21,12.46,0.8025682182985525,3.21027287319421,32.539252842447205,False,0.0,2.1715,2,2,2,100.0,24.79303273041607,27.62128325508607,7.197431781701448,0.8025682182985525,历史2/2次成功; 当前距低点0.80%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
6,81.14517843431024,77.09453488522514,603191,望变电气,bottom_area,2023-09-26,15.15,2023-09-21,14.95,1.3377926421404756,4.615384615384624,29.046037019458954,False,-1.4954,2.2537,2,2,2,100.0,11.315602738201239,13.281249999999995,6.662207357859525,1.3377926421404756,历史2/2次成功; 当前距低点1.34%; 最新日涨幅-1.50%; 状态bottom_area; 底部未确认
7,80.80799862649792,78.28005554824273,603258,电魂网络,bottom_area,2023-09-26,28.34,2023-09-21,27.69,2.3474178403755817,7.5478512098230395,31.93215339233038,True,0.1413,3.3154,1,1,1,100.0,15.065420560747667,15.065420560747667,5.652582159624418,2.3474178403755817,历史1/1次成功; 当前距低点2.35%; 最新日涨幅0.14%; 状态bottom_area; 底部已确认
8,80.7061349377766,78.3789533374325,002531,天顺风能,bottom_area,2023-09-26,11.99,2023-09-25,11.7,2.4786324786324867,6.5811965811965925,29.004854368932044,False,0.2508,1.1021,2,2,2,100.0,9.732448326422507,10.084033613445389,5.521367521367513,2.4786324786324867,历史2/2次成功; 当前距低点2.48%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
9,80.67783548425275,76.7489686144599,601777,千里科技,confirmed_rebound,2023-09-26,3.61,2023-08-25,3.56,1.404494382022467,8.146067415730338,27.93522267206478,True,-0.551,0.3682,1,1,1,100.0,27.96352583586626,27.96352583586626,6.595505617977533,1.404494382022467,历史1/1次成功; 当前距低点1.40%; 最新日涨幅-0.55%; 状态confirmed_rebound; 底部已确认
10,80.35517361552506,79.92685744167491,002069,獐子岛,bottom_area,2023-09-26,4.18,2023-09-14,4.03,3.7220843672456443,5.707196029776663,28.79858657243816,False,0.2398,0.9941,3,3,3,100.0,16.6301602096504,30.967741935483854,4.277915632754356,3.7220843672456443,历史3/3次成功; 当前距低点3.72%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
11,77.5212188064777,74.80117604133815,002767,先锋电子,bottom_area,2023-09-26,14.3,2023-09-22,14.0,2.142857142857148,3.785714285714281,30.174563591022448,False,-1.5829,4.2819,2,2,2,100.0,8.854249070174514,9.063444108761324,5.857142857142852,2.142857142857148,历史2/2次成功; 当前距低点2.14%; 最新日涨幅-1.58%; 状态bottom_area; 底部未确认
12,77.4491632789151,76.09633946618295,000058,深赛格,bottom_area,2023-09-26,7.02,2023-09-22,6.81,3.083700440528634,7.635829662261387,27.16577540106952,True,-2.6352,2.8924,1,1,1,100.0,34.82352941176472,34.82352941176472,4.9162995594713665,3.083700440528634,历史1/1次成功; 当前距低点3.08%; 最新日涨幅-2.64%; 状态bottom_area; 底部已确认
13,76.25346188210693,71.55547484406874,002145,钛能化学,bottom_area,2023-09-26,4.35,2023-09-26,4.32,0.6944444444444295,3.240740740740733,30.32258064516129,False,-2.6846,2.6813,2,2,2,100.0,13.488216007537837,16.649537512846855,7.3055555555555705,0.6944444444444295,历史2/2次成功; 当前距低点0.69%; 最新日涨幅-2.68%; 状态bottom_area; 底部未确认
14,76.0244816061587,74.15245932640634,000028,国药一致,bottom_area,2023-09-26,31.15,2023-09-22,30.33,2.7035938015166514,5.110451697988792,31.30237825594564,False,-0.6696,0.7767,2,2,2,100.0,12.240070934754426,14.150943396226415,5.296406198483348,2.7035938015166514,历史2/2次成功; 当前距低点2.70%; 最新日涨幅-0.67%; 状态bottom_area; 底部未确认
