rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.98546828769379,87.38023191785014,002800,天顺股份,bottom_area,2025-04-21,11.43,2025-04-18,11.28,1.3297872340425565,4.255319148936175,29.3233082706767,False,0.3512,6.3456,4,4,4,100.0,10.7104667283181,11.768447837150124,6.6702127659574435,1.3297872340425565,历史4/4次成功; 当前距低点1.33%; 最新日涨幅0.35%; 状态bottom_area; 底部未确认
2,88.61751060824312,84.70196604603848,603221,爱丽家居,bottom_area,2025-04-21,10.47,2025-04-21,10.3,1.650485436893203,1.7475728155339778,29.692832764505116,False,1.0618,3.6276,3,3,3,100.0,16.908993775026747,17.92336217552533,6.349514563106798,1.650485436893203,历史3/3次成功; 当前距低点1.65%; 最新日涨幅1.06%; 状态bottom_area; 底部未确认
3,79.62228887428766,74.55334980228044,300561,汇金科技,bottom_area,2025-04-21,17.32,2025-04-21,17.22,0.5807200929152232,3.89082462253195,31.33971291866029,False,-7.0815,21.6523,3,3,3,100.0,21.760169968425526,27.62128325508607,7.4192799070847775,0.5807200929152232,历史3/3次成功; 当前距低点0.58%; 最新日涨幅-7.08%; 状态bottom_area; 底部未确认
4,72.78683401338782,70.04999692425416,603709,中源家居,bottom_area,2025-04-21,11.18,2025-04-21,10.96,2.0072992700729824,5.839416058394149,32.34567901234567,False,-4.1166,9.01,1,1,1,100.0,8.53031860226105,8.53031860226105,5.9927007299270185,2.0072992700729824,历史1/1次成功; 当前距低点2.01%; 最新日涨幅-4.12%; 状态bottom_area; 底部未确认
