rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.85284726629722,86.05601062466481,000411,英特集团,bottom_area,2023-08-23,11.7,2023-08-22,11.44,2.272727272727271,5.419580419580428,27.594936708860768,False,0.3431,5.5815,3,3,3,100.0,31.816283905822544,47.98426745329401,12.727272727272728,2.272727272727271,历史3/3次成功; 当前距低点2.27%; 最新日涨幅0.34%; 状态bottom_area; 底部未确认
2,85.85373192263107,74.75972367438388,002150,正泰电源,bottom_area,2023-08-23,13.4,2023-08-23,13.39,0.07468259895444201,3.7341299477221805,30.26041666666666,False,-3.8737,1.3586,1,1,1,100.0,164.87025948103792,164.87025948103792,14.925317401045557,0.07468259895444201,历史1/1次成功; 当前距低点0.07%; 最新日涨幅-3.87%; 状态bottom_area; 底部未确认
3,85.0319135639015,75.56061606445262,603070,万控智造,bottom_area,2023-08-23,16.57,2023-08-22,16.38,1.1599511599511678,3.5409035409035527,27.200000000000003,False,-1.4277,1.9111,1,1,1,100.0,17.555401662049874,17.555401662049874,13.840048840048832,1.1599511599511678,历史1/1次成功; 当前距低点1.16%; 最新日涨幅-1.43%; 状态bottom_area; 底部未确认
4,83.86798764962867,73.52765988192066,688148,芳源股份,bottom_area,2023-08-23,9.18,2023-08-23,9.14,0.4376367614879556,2.954048140043759,27.3449920508744,False,-2.6511,0.9982,2,2,2,100.0,20.943396226415096,26.66666666666668,14.562363238512043,0.4376367614879556,历史2/2次成功; 当前距低点0.44%; 最新日涨幅-2.65%; 状态bottom_area; 底部未确认
5,83.69801738623337,72.96179560578065,002755,奥赛康,bottom_area,2023-08-23,7.54,2023-08-23,7.53,0.1328021248339945,2.3904382470119483,32.526881720430104,False,-1.8229,0.1691,1,1,1,100.0,30.831099195710454,30.831099195710454,14.867197875166005,0.1328021248339945,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
6,82.9839703667044,72.15997423191688,603212,赛伍技术,bottom_area,2023-08-23,16.16,2023-08-23,16.16,0.0,3.1559405940594156,28.65342163355408,False,-3.2914,1.1759,2,2,2,100.0,30.698786193101522,32.01038575667657,15.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-3.29%; 状态bottom_area; 底部未确认
7,82.63231433883848,75.28721973094173,603015,弘讯科技,bottom_area,2023-08-23,8.61,2023-08-17,8.4,2.499999999999989,8.095238095238091,29.883138564273786,True,-2.0478,1.065,1,1,1,100.0,23.318385650224208,23.318385650224208,12.50000000000001,2.499999999999989,历史1/1次成功; 当前距低点2.50%; 最新日涨幅-2.05%; 状态bottom_area; 底部已确认
8,81.52989573760611,71.00130359879857,300438,鹏辉能源,bottom_area,2023-08-23,37.66,2023-08-23,37.63,0.07972362476745688,2.7371777836832156,30.635944700460826,False,-2.9381,1.5828,1,1,1,100.0,19.640179910044974,19.640179910044974,14.920276375232541,0.07972362476745688,历史1/1次成功; 当前距低点0.08%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
9,81.36641313438919,71.00151855635004,002519,银河电子,bottom_area,2023-08-23,5.35,2023-08-17,5.34,0.18726591760299227,4.494382022471914,28.03234501347709,False,-2.3723,1.101,1,1,1,100.0,20.959595959595962,20.959595959595962,14.812734082397009,0.18726591760299227,历史1/1次成功; 当前距低点0.19%; 最新日涨幅-2.37%; 状态bottom_area; 底部未确认
10,81.33685090546369,76.15353485190064,002765,蓝黛科技,bottom_area,2023-08-23,6.56,2023-08-21,6.31,3.961965134706815,8.874801901743274,29.339305711086226,False,-0.4552,2.4345,3,3,3,100.0,21.75707182275358,28.213879408418663,11.038034865293184,3.961965134706815,历史3/3次成功; 当前距低点3.96%; 最新日涨幅-0.46%; 状态bottom_area; 底部未确认
11,80.73235479131904,71.43233234240974,688328,深科达,bottom_area,2023-08-23,21.71,2023-08-23,21.51,0.9298000929800059,4.974430497443034,31.649189704480452,False,-3.1236,3.4288,2,2,2,100.0,25.92621803443088,29.170984455958543,14.070199907019992,0.9298000929800059,历史2/2次成功; 当前距低点0.93%; 最新日涨幅-3.12%; 状态bottom_area; 底部未确认
12,80.48435741780351,71.16202706776298,688300,联瑞新材,bottom_area,2023-08-23,40.74,2023-08-22,40.38,0.8915304606240699,4.531946508172358,30.974358974358967,False,-3.4597,0.2381,2,2,2,100.0,24.003852247235756,26.809910956252438,14.108469539375928,0.8915304606240699,历史2/2次成功; 当前距低点0.89%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
13,79.8350505584833,70.99931266638481,002386,天原股份,bottom_area,2023-08-23,5.89,2023-08-22,5.82,1.2027491408934603,3.4364261168384758,29.794933655006023,False,-1.0084,0.5512,2,3,2,66.66666666666666,32.445774413737794,48.85290148448042,13.797250859106539,1.2027491408934603,历史2/3次成功; 当前距低点1.20%; 最新日涨幅-1.01%; 状态bottom_area; 底部未确认
14,79.32817711985042,69.25196452381441,300604,长川科技,bottom_area,2023-08-23,33.45,2023-08-23,33.38,0.20970641102456647,4.284002396644696,32.796456613650086,False,-3.8793,1.3708,3,4,3,75.0,26.210188929840978,36.28082648300379,14.790293588975434,0.20970641102456647,历史3/4次成功; 当前距低点0.21%; 最新日涨幅-3.88%; 状态bottom_area; 底部未确认
15,78.75791147741147,69.51661538461539,002819,东方中科,bottom_area,2023-08-23,25.2,2023-08-22,25.0,0.7999999999999973,3.920000000000002,28.57142857142857,False,-2.3634,0.4761,1,1,1,100.0,20.487179487179493,20.487179487179493,14.200000000000001,0.7999999999999973,历史1/1次成功; 当前距低点0.80%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
16,78.67467773214129,68.98257512929227,002451,摩恩电气,bottom_area,2023-08-23,6.79,2023-08-23,6.76,0.44378698224852436,6.213017751479289,28.767123287671236,False,-7.9946,13.6758,1,1,1,100.0,23.464566929133863,23.464566929133863,14.556213017751475,0.44378698224852436,历史1/1次成功; 当前距低点0.44%; 最新日涨幅-7.99%; 状态bottom_area; 底部未确认
17,78.39361878182214,68.31573422022007,002459,晶澳科技,bottom_area,2023-08-23,26.0,2023-08-23,25.97,0.11551790527532205,3.8120908740854915,27.76077885952713,False,-3.3816,1.1063,1,1,1,100.0,15.855457227138645,15.855457227138645,14.884482094724676,0.11551790527532205,历史1/1次成功; 当前距低点0.12%; 最新日涨幅-3.38%; 状态bottom_area; 底部未确认
18,77.97288610038609,67.80250965250966,002219,新里程,bottom_area,2023-08-23,3.54,2023-08-23,3.54,0.0,3.107344632768358,31.923076923076927,False,-3.0137,0.452,1,1,1,100.0,23.938223938223942,23.938223938223942,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.01%; 状态bottom_area; 底部未确认
19,77.28072043653832,70.68059066453543,688277,天智航,bottom_area,2023-08-23,13.67,2023-08-23,13.31,2.704733283245676,8.489857250187821,29.088971763452314,False,-6.1771,2.3483,1,1,1,100.0,20.469798657718112,20.469798657718112,12.295266716754323,2.704733283245676,历史1/1次成功; 当前距低点2.70%; 最新日涨幅-6.18%; 状态bottom_area; 底部未确认
20,76.38872421524663,66.42497757847534,300683,海特生物,bottom_area,2023-08-23,31.74,2023-08-23,31.74,0.0,4.5998739760554646,32.396166134185314,False,-4.1088,0.9523,1,1,1,100.0,16.532137518684582,16.532137518684582,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.11%; 状态bottom_area; 底部未确认
21,75.93071892278961,67.05332269678247,302132,中航成飞,bottom_area,2023-08-23,43.96,2023-08-23,43.6,0.825688073394494,10.963302752293579,28.583128583128577,False,-7.6471,4.6151,3,4,3,75.0,21.94027690388128,28.81165919282512,14.174311926605505,0.825688073394494,历史3/4次成功; 当前距低点0.83%; 最新日涨幅-7.65%; 状态bottom_area; 底部未确认
22,73.76686644110136,65.33336171517116,688248,南网科技,bottom_area,2023-08-23,29.81,2023-08-22,29.52,0.9823848238482357,3.31978319783198,31.31689157747789,False,-1.9085,1.5459,2,3,2,66.66666666666666,39.12114218751869,49.406593406593416,14.017615176151763,0.9823848238482357,历史2/3次成功; 当前距低点0.98%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
23,72.91135448803523,63.76109789675299,601127,赛力斯,bottom_area,2023-08-23,33.12,2023-08-23,33.02,0.3028467595396557,4.966686856450616,28.543605280242367,False,-4.0,1.6992,5,8,5,62.5,24.914454346792535,30.591200733272228,14.697153240460345,0.3028467595396557,历史5/8次成功; 当前距低点0.30%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
24,71.45926399068055,62.20094409024482,603005,晶方科技,bottom_area,2023-08-23,18.62,2023-08-23,18.61,0.05373455131650491,2.7404621171413304,27.812257564003108,False,-3.0713,1.7085,2,3,2,66.66666666666666,21.111786024622447,24.55991516436903,14.946265448683494,0.05373455131650491,历史2/3次成功; 当前距低点0.05%; 最新日涨幅-3.07%; 状态bottom_area; 底部未确认
25,70.86276795070128,61.75265277693482,688173,希荻微,bottom_area,2023-08-23,17.38,2023-08-23,17.36,0.11520737327188695,5.069124423963128,27.666666666666668,False,-4.6103,1.2598,2,3,2,66.66666666666666,19.455155491011066,23.120837297811605,14.884792626728114,0.11520737327188695,历史2/3次成功; 当前距低点0.12%; 最新日涨幅-4.61%; 状态bottom_area; 底部未确认
26,70.74058908163128,64.97596143154261,688117,圣诺生物,bottom_area,2023-08-23,24.91,2023-08-22,24.2,2.933884297520665,5.1652892561983474,30.995152552038785,False,-0.6778,6.2822,2,3,2,66.66666666666666,21.282532060339015,24.6076585059636,12.066115702479335,2.933884297520665,历史2/3次成功; 当前距低点2.93%; 最新日涨幅-0.68%; 状态bottom_area; 底部未确认
27,69.79079084118224,61.83194628139411,688286,敏芯股份,bottom_area,2023-08-23,47.48,2023-08-16,47.01,0.9997872793022737,7.679217187832375,28.338414634146336,False,-2.7647,0.6833,2,3,2,66.66666666666666,20.509648449121638,25.016501650165008,14.000212720697725,0.9997872793022737,历史2/3次成功; 当前距低点1.00%; 最新日涨幅-2.76%; 状态bottom_area; 底部未确认
28,69.07943678563863,60.38178372788266,000980,众泰汽车,bottom_area,2023-08-23,3.61,2023-08-23,3.6,0.27777777777777185,5.555555555555548,32.075471698113205,False,-4.244,6.0947,2,4,2,50.0,33.52213473772031,43.49775784753364,14.722222222222229,0.27777777777777185,历史2/4次成功; 当前距低点0.28%; 最新日涨幅-4.24%; 状态bottom_area; 底部未确认
29,68.57025341677534,59.6790359814485,688355,明志科技,bottom_area,2023-08-23,21.16,2023-08-23,21.15,0.04728132387707595,3.8770685579196233,30.541871921182267,False,-3.6868,1.4566,2,4,2,50.0,26.91848064456046,35.08474576271185,14.952718676122922,0.04728132387707595,历史2/4次成功; 当前距低点0.05%; 最新日涨幅-3.69%; 状态bottom_area; 底部未确认
30,66.68227974972156,60.336703739577466,300539,横河精密,bottom_area,2023-08-23,11.51,2023-08-17,11.27,2.12954747116238,5.146406388642414,27.524115755627015,False,-0.3463,1.71,1,2,1,50.0,39.25845147219192,39.25845147219192,12.87045252883762,2.12954747116238,历史1/2次成功; 当前距低点2.13%; 最新日涨幅-0.35%; 状态bottom_area; 底部未确认
31,66.44359263149951,58.32314183216326,002272,川润股份,bottom_area,2023-08-23,5.99,2023-08-22,5.96,0.5033557046979908,4.026845637583897,27.228327228327228,False,-1.642,1.1494,1,2,1,50.0,48.337595907928375,48.337595907928375,14.496644295302008,0.5033557046979908,历史1/2次成功; 当前距低点0.50%; 最新日涨幅-1.64%; 状态bottom_area; 底部未确认
32,66.05156792200496,57.578368366896946,300474,景嘉微,bottom_area,2023-08-23,68.12,2023-08-23,68.03,0.1322945759223922,3.1603704248125912,28.50987810004203,False,-3.4033,1.2492,1,2,1,50.0,59.857142857142854,59.857142857142854,14.867705424077608,0.1322945759223922,历史1/2次成功; 当前距低点0.13%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
33,66.00926339387205,58.75363115785694,603236,移远通信,bottom_area,2023-08-23,44.61,2023-08-22,44.06,1.2482977757603204,4.176123467998176,29.175373734126342,False,-1.5884,1.7345,1,3,1,33.33333333333333,39.389337383102855,39.389337383102855,13.75170222423968,1.2482977757603204,历史1/3次成功; 当前距低点1.25%; 最新日涨幅-1.59%; 状态bottom_area; 底部未确认
