rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.66181189182241,84.01636529457961,603348,文灿股份,bottom_area,2024-01-22,28.13,2024-01-22,27.85,1.005385996409327,7.6481149012567275,31.572481572481575,False,-5.4136,1.2802,4,4,4,100.0,21.33680304512298,31.539888682745836,8.994614003590673,1.005385996409327,历史4/4次成功; 当前距低点1.01%; 最新日涨幅-5.41%; 状态bottom_area; 底部未确认
2,90.58964135583409,83.95377417549552,002600,领益智造,bottom_area,2024-01-22,5.01,2024-01-22,4.96,1.0080645161290287,9.677419354838717,27.272727272727277,False,-6.5299,1.007,4,4,4,100.0,21.03312511972955,38.381201044386415,8.991935483870972,1.0080645161290287,历史4/4次成功; 当前距低点1.01%; 最新日涨幅-6.53%; 状态bottom_area; 底部未确认
3,89.70114919938143,83.13359518014961,600418,江淮汽车,bottom_area,2024-01-22,13.0,2024-01-22,12.87,1.0101010101010162,6.682206682206691,29.44078947368421,False,-4.4118,2.3032,4,4,4,100.0,16.648524103117875,24.365079365079367,8.989898989898984,1.0101010101010162,历史4/4次成功; 当前距低点1.01%; 最新日涨幅-4.41%; 状态bottom_area; 底部未确认
4,88.82686957664563,82.45344140330879,002370,亚太药业,bottom_area,2024-01-22,3.7,2024-01-22,3.66,1.0928961748633887,7.923497267759563,29.206963249516438,False,-5.8524,2.3747,4,4,4,100.0,14.006691838695174,15.633423180592995,8.90710382513661,1.0928961748633887,历史4/4次成功; 当前距低点1.09%; 最新日涨幅-5.85%; 状态bottom_area; 底部未确认
5,88.5177684825025,87.00007672634271,000957,中通客车,bottom_area,2024-01-22,8.14,2024-01-18,7.82,4.092071611253201,8.95140664961636,28.125,True,1.3699,3.4106,3,3,3,100.0,132.3344468028054,354.54545454545456,5.9079283887468,4.092071611253201,历史3/3次成功; 当前距低点4.09%; 最新日涨幅1.37%; 状态bottom_area; 底部已确认
6,88.47392684551168,82.14367968529761,600343,航天动力,bottom_area,2024-01-22,8.24,2024-01-22,8.15,1.1042944785276054,8.343558282208585,27.426536064113982,False,-6.4699,1.2637,3,3,3,100.0,29.147694066346975,55.72413793103447,8.895705521472395,1.1042944785276054,历史3/3次成功; 当前距低点1.10%; 最新日涨幅-6.47%; 状态bottom_area; 底部未确认
7,87.93646044719928,81.68837477987158,001309,德明利,bottom_area,2024-01-22,68.77,2024-01-22,68.0,1.1323529411764648,8.676470588235302,29.0187891440501,False,-6.3079,2.8421,3,3,3,100.0,27.043760676096344,45.392,8.867647058823536,1.1323529411764648,历史3/3次成功; 当前距低点1.13%; 最新日涨幅-6.31%; 状态bottom_area; 底部未确认
8,87.33655106631572,80.09068376068379,300735,光弘科技,bottom_area,2024-01-22,17.63,2024-01-22,17.55,0.4558404558404461,8.660968660968658,27.178423236514526,False,-7.0148,2.988,3,3,3,100.0,50.43111523258737,93.48973607038124,9.544159544159553,0.4558404558404461,历史3/3次成功; 当前距低点0.46%; 最新日涨幅-7.01%; 状态bottom_area; 底部未确认
9,86.23071716919998,80.05415399098348,300607,拓斯达,confirmed_rebound,2024-01-22,11.95,2024-01-22,11.82,1.0998307952622588,10.067681895093058,29.263913824057454,False,-8.2181,4.1439,3,3,3,100.0,28.074022603125986,45.9265890778872,8.900169204737741,1.0998307952622588,历史3/3次成功; 当前距低点1.10%; 最新日涨幅-8.22%; 状态confirmed_rebound; 底部未确认
10,85.76857963427676,79.99541644729715,300534,陇神戎发,bottom_area,2024-01-22,8.3,2024-01-22,8.19,1.3431013431013579,9.157509157509159,31.1764705882353,False,-7.1588,3.4939,3,3,3,100.0,20.525201664345396,26.86762778505898,8.656898656898642,1.3431013431013579,历史3/3次成功; 当前距低点1.34%; 最新日涨幅-7.16%; 状态bottom_area; 底部未确认
11,84.8481067234069,79.34376953825408,688246,嘉和美康,bottom_area,2024-01-22,25.37,2024-01-22,25.0,1.480000000000004,9.439999999999998,28.591830905455577,False,-7.0355,0.852,2,2,2,100.0,35.36650289383915,58.0508474576271,8.519999999999998,1.480000000000004,历史2/2次成功; 当前距低点1.48%; 最新日涨幅-7.04%; 状态bottom_area; 底部未确认
12,84.38149014953774,78.22330264711054,688326,经纬恒润,bottom_area,2024-01-22,81.93,2024-01-22,81.1,1.023427866831088,6.017262638717645,31.561181434599163,False,-5.1077,1.315,2,2,2,100.0,23.74579668540548,34.48938586529221,8.976572133168913,1.023427866831088,历史2/2次成功; 当前距低点1.02%; 最新日涨幅-5.11%; 状态bottom_area; 底部未确认
13,84.23896174751307,78.85020408163265,002426,胜利精密,bottom_area,2024-01-22,1.99,2024-01-22,1.96,1.5306122448979604,7.1428571428571495,28.72727272727273,False,-4.7847,1.4085,1,1,1,100.0,51.31578947368419,51.31578947368419,8.469387755102039,1.5306122448979604,历史1/1次成功; 当前距低点1.53%; 最新日涨幅-4.78%; 状态bottom_area; 底部未确认
14,84.00306590148422,77.94269138097216,002347,泰尔股份,bottom_area,2024-01-22,4.72,2024-01-22,4.67,1.0706638115631655,8.779443254817991,30.917159763313606,False,-6.3492,10.2794,2,2,2,100.0,22.816155222237516,29.585798816568047,8.929336188436835,1.0706638115631655,历史2/2次成功; 当前距低点1.07%; 最新日涨幅-6.35%; 状态bottom_area; 底部未确认
15,83.95894519754367,79.18235763189496,300538,同益股份,bottom_area,2024-01-22,14.82,2024-01-22,14.54,1.925722145804685,9.697386519944981,28.899755501222497,False,-6.3211,4.5996,3,3,3,100.0,23.295721098546444,30.150753768844226,8.074277854195316,1.925722145804685,历史3/3次成功; 当前距低点1.93%; 最新日涨幅-6.32%; 状态bottom_area; 底部未确认
16,83.4290476927328,78.39194805194805,002337,赛象科技,bottom_area,2024-01-22,4.7,2024-01-22,4.62,1.731601731601733,8.874458874458877,28.037383177570092,False,-6.0,3.785,1,1,1,100.0,60.465116279069754,60.465116279069754,8.268398268398268,1.731601731601733,历史1/1次成功; 当前距低点1.73%; 最新日涨幅-6.00%; 状态bottom_area; 底部未确认
17,83.34751099161208,77.5113614254598,002442,龙星科技,bottom_area,2024-01-22,5.1,2024-01-22,5.04,1.1904761904761827,9.920634920634921,28.712871287128717,False,-7.6087,4.1785,2,2,2,100.0,21.965844837341393,32.75434243176177,8.809523809523817,1.1904761904761827,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-7.61%; 状态bottom_area; 底部未确认
18,83.15883956324532,77.2599388283761,000868,安凯客车,bottom_area,2024-01-22,4.44,2024-01-22,4.39,1.1389521640091278,8.42824601366743,27.07641196013289,False,-4.9251,2.1382,4,5,4,80.0,29.982525603854317,69.53846153846153,8.861047835990874,1.1389521640091278,历史4/5次成功; 当前距低点1.14%; 最新日涨幅-4.93%; 状态bottom_area; 底部未确认
19,82.95019004445817,76.74113460799326,002761,浙江建投,bottom_area,2024-01-22,8.8,2024-01-22,8.72,0.9174311926605512,6.880733944954123,32.298136645962735,False,-5.5794,1.631,4,4,4,100.0,20.98321358741574,43.73730534867976,9.08256880733945,0.9174311926605512,历史4/4次成功; 当前距低点0.92%; 最新日涨幅-5.58%; 状态bottom_area; 底部未确认
20,82.86011793587984,78.06833723653396,002666,德联集团,bottom_area,2024-01-22,4.35,2024-01-22,4.27,1.8735362997658096,9.836065573770512,27.13310580204779,False,-7.2495,3.2653,1,1,1,100.0,51.275510204081634,51.275510204081634,8.12646370023419,1.8735362997658096,历史1/1次成功; 当前距低点1.87%; 最新日涨幅-7.25%; 状态bottom_area; 底部未确认
21,82.72633062980358,76.27914944796117,000665,湖北广电,bottom_area,2024-01-22,4.07,2024-01-22,4.04,0.7425742574257487,7.673267326732663,28.621908127208485,False,-5.787,1.1662,4,4,4,100.0,16.35601481124668,26.231691078561926,9.257425742574252,0.7425742574257487,历史4/4次成功; 当前距低点0.74%; 最新日涨幅-5.79%; 状态bottom_area; 底部未确认
22,82.5540297360692,76.98029240184862,300353,东土科技,bottom_area,2024-01-22,7.61,2024-01-22,7.51,1.3315579227696475,9.187749667110513,31.54056517775753,False,-6.3961,2.3211,2,2,2,100.0,20.840024009480672,21.377672209026137,8.668442077230354,1.3315579227696475,历史2/2次成功; 当前距低点1.33%; 最新日涨幅-6.40%; 状态bottom_area; 底部未确认
23,82.49658857849735,76.53080167618089,600386,北巴传媒,bottom_area,2024-01-22,3.81,2024-01-22,3.77,1.0610079575596827,8.222811671087534,28.867924528301884,False,-6.3882,1.4186,2,2,2,100.0,15.106988276435352,16.708229426433917,8.938992042440317,1.0610079575596827,历史2/2次成功; 当前距低点1.06%; 最新日涨幅-6.39%; 状态bottom_area; 底部未确认
24,82.46648223688376,77.40229546642784,002395,双象股份,confirmed_rebound,2024-01-22,16.4,2024-01-22,16.13,1.673899566026036,10.291382517048978,32.53868674194898,False,-5.1475,8.3959,3,3,3,100.0,20.853690736382834,36.59976387249114,8.326100433973965,1.673899566026036,历史3/3次成功; 当前距低点1.67%; 最新日涨幅-5.15%; 状态confirmed_rebound; 底部未确认
25,82.38421206092265,76.39593232962211,300463,迈克生物,bottom_area,2024-01-22,12.63,2024-01-22,12.5,1.0400000000000063,7.599999999999994,28.078250863060983,False,-5.8166,1.2477,2,2,2,100.0,14.12436736355977,14.159515396264513,8.959999999999994,1.0400000000000063,历史2/2次成功; 当前距低点1.04%; 最新日涨幅-5.82%; 状态bottom_area; 底部未确认
26,82.23545534981815,76.96520515826492,300636,同和药业,confirmed_rebound,2024-01-22,8.66,2024-01-22,8.53,1.524032825322401,10.316529894490046,29.211618257261417,False,-7.5774,0.9699,1,1,1,100.0,122.63187748156552,122.63187748156552,8.4759671746776,1.524032825322401,历史1/1次成功; 当前距低点1.52%; 最新日涨幅-7.58%; 状态confirmed_rebound; 底部未确认
27,82.1991959859884,76.41190175785795,000729,燕京啤酒,bottom_area,2024-01-22,7.79,2024-01-22,7.7,1.168831168831167,5.714285714285719,27.76735459662289,False,-5.1157,0.7083,2,2,2,100.0,15.789445283833375,17.9203539823009,8.831168831168835,1.168831168831167,历史2/2次成功; 当前距低点1.17%; 最新日涨幅-5.12%; 状态bottom_area; 底部未确认
28,81.93276247563666,76.1956762629006,002681,奋达科技,bottom_area,2024-01-22,4.25,2024-01-22,4.2,1.1904761904761862,8.095238095238091,27.835051546391753,False,-6.3877,1.2281,1,1,1,100.0,31.558935361216733,31.558935361216733,8.809523809523814,1.1904761904761862,历史1/1次成功; 当前距低点1.19%; 最新日涨幅-6.39%; 状态bottom_area; 底部未确认
29,81.65087358464518,76.67049013712067,603289,泰瑞机器,confirmed_rebound,2024-01-22,8.39,2024-01-22,8.25,1.6969696969697037,10.909090909090914,28.509532062391674,False,-8.0044,2.2586,2,2,2,100.0,33.86871530221285,40.702947845804985,8.303030303030297,1.6969696969697037,历史2/2次成功; 当前距低点1.70%; 最新日涨幅-8.00%; 状态confirmed_rebound; 底部未确认
30,81.48784016140893,76.1568599639336,002313,日海智能,bottom_area,2024-01-22,8.4,2024-01-22,8.28,1.4492753623188528,8.695652173913052,28.98799313893654,False,-5.618,2.2498,2,2,2,100.0,17.855955860325707,20.08238928939237,8.550724637681148,1.4492753623188528,历史2/2次成功; 当前距低点1.45%; 最新日涨幅-5.62%; 状态bottom_area; 底部未确认
31,81.43659930087074,76.78952465932521,002708,光洋股份,bottom_area,2024-01-22,8.51,2024-01-22,8.35,1.9161676646706605,9.22155688622754,30.30050083472455,False,-6.6886,18.9636,2,2,2,100.0,26.980574918141464,35.522388059701484,8.08383233532934,1.9161676646706605,历史2/2次成功; 当前距低点1.92%; 最新日涨幅-6.69%; 状态bottom_area; 底部未确认
32,81.30671474633151,75.62374679213002,000042,中洲控股,bottom_area,2024-01-22,5.07,2024-01-22,5.01,1.1976047904191716,8.982035928143716,29.63483146067416,False,-7.3126,1.5719,1,1,1,100.0,28.57142857142858,28.57142857142858,8.80239520958083,1.1976047904191716,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-7.31%; 状态bottom_area; 底部未确认
33,80.99908709675907,75.51764936236303,002467,二六三,bottom_area,2024-01-22,3.83,2024-01-22,3.78,1.32275132275133,8.465608465608462,27.027027027027028,False,-5.8968,1.8163,2,2,2,100.0,12.868399882989609,13.91509433962264,8.67724867724867,1.32275132275133,历史2/2次成功; 当前距低点1.32%; 最新日涨幅-5.90%; 状态bottom_area; 底部未确认
34,80.96421511961728,75.47511578947372,603075,热威股份,bottom_area,2024-01-22,20.02,2024-01-22,19.76,1.3157894736842004,9.919028340080956,29.554367201426025,False,-7.8269,9.9252,1,1,1,100.0,29.221052631578953,29.221052631578953,8.6842105263158,1.3157894736842004,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-7.83%; 状态bottom_area; 底部未确认
35,80.89978646460781,76.03909923972438,688337,普源精电,confirmed_rebound,2024-01-22,36.09,2024-01-22,35.47,1.7479560191711434,10.769664505215676,30.01183898973954,False,-6.3327,3.2266,2,2,2,100.0,31.09913421201392,33.36842105263158,8.252043980828857,1.7479560191711434,历史2/2次成功; 当前距低点1.75%; 最新日涨幅-6.33%; 状态confirmed_rebound; 底部未确认
36,80.88478844179264,75.68972121307691,688196,卓越新能,bottom_area,2024-01-22,30.8,2024-01-22,30.34,1.5161502966381044,6.526038233355308,29.04583723105706,False,-4.703,0.4533,2,2,2,100.0,16.16421445920315,19.41979522184301,8.483849703361896,1.5161502966381044,历史2/2次成功; 当前距低点1.52%; 最新日涨幅-4.70%; 状态bottom_area; 底部未确认
