rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.20797577057141,78.93369304556353,601567,三星电气,bottom_area,2021-10-18,13.89,2021-10-13,13.68,1.535087719298252,7.0906432748538055,27.42705570291778,True,-0.2155,0.7668,1,1,1,100.0,31.09512390087929,31.09512390087929,13.464912280701746,1.535087719298252,历史1/1次成功; 当前距低点1.54%; 最新日涨幅-0.22%; 状态bottom_area; 底部已确认
2,85.6239441786284,79.68269090909092,000789,万年青,bottom_area,2021-10-18,12.54,2021-10-14,12.1,3.6363636363636322,4.297520661157021,28.44470727380249,False,1.5385,2.141,1,1,1,100.0,47.599999999999994,47.599999999999994,11.363636363636367,3.6363636363636322,历史1/1次成功; 当前距低点3.64%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
3,82.73611355799486,74.82158719460827,001212,中旗新材,bottom_area,2021-10-18,30.63,2021-10-12,30.0,2.0999999999999965,6.733333333333344,32.65993265993266,False,-1.2254,2.2534,1,1,1,100.0,25.105307497893843,25.105307497893843,12.900000000000004,2.0999999999999965,历史1/1次成功; 当前距低点2.10%; 最新日涨幅-1.23%; 状态bottom_area; 底部未确认
4,80.34078959690363,74.83595993660828,002833,弘亚数控,bottom_area,2021-10-18,31.22,2021-10-13,30.11,3.686482896047823,7.871139156426428,30.86107921928817,True,-0.9518,2.271,1,1,1,100.0,35.43624161073825,35.43624161073825,11.313517103952178,3.686482896047823,历史1/1次成功; 当前距低点3.69%; 最新日涨幅-0.95%; 状态bottom_area; 底部已确认
5,77.64902611092438,73.04091089516132,600409,三友化工,bottom_area,2021-10-18,10.39,2021-10-14,9.97,4.212637913741222,4.513540621865589,30.084151472650767,False,1.9627,2.9696,1,1,1,100.0,18.95551257253386,18.95551257253386,10.787362086258778,4.212637913741222,历史1/1次成功; 当前距低点4.21%; 最新日涨幅1.96%; 状态bottom_area; 底部未确认
