rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.50683414706693,77.5336762461835,000923,河钢资源,bottom_area,2022-07-15,11.89,2022-07-15,11.76,1.105442176870755,8.843537414965995,27.317676143386898,False,-8.8889,4.5788,2,2,2,100.0,21.04346456692914,27.519999999999996,8.894557823129245,1.105442176870755,历史2/2次成功; 当前距低点1.11%; 最新日涨幅-8.89%; 状态bottom_area; 底部未确认
2,76.82869909749611,70.11523619834304,300359,全通教育,bottom_area,2022-07-15,4.94,2022-07-15,4.93,0.2028397565923058,3.448275862068964,27.500000000000004,False,-2.947,1.4965,1,1,1,100.0,16.38554216867469,16.38554216867469,9.797160243407694,0.2028397565923058,历史1/1次成功; 当前距低点0.20%; 最新日涨幅-2.95%; 状态bottom_area; 底部未确认
3,74.47743243243244,67.70675675675676,002482,广田集团,bottom_area,2022-07-15,1.81,2022-07-15,1.81,0.0,2.2099447513812174,30.384615384615387,False,-4.7368,4.95,1,1,1,100.0,23.423423423423422,23.423423423423422,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.74%; 状态bottom_area; 底部未确认
4,73.45575575889772,67.16534573534572,000761,本钢板材,bottom_area,2022-07-15,3.31,2022-07-15,3.3,0.30303030303031003,3.9393939393939497,31.818181818181817,False,-3.4985,0.3271,1,1,1,100.0,11.969111969111971,11.969111969111971,9.69696969696969,0.30303030303031003,历史1/1次成功; 当前距低点0.30%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
5,72.66875,66.0625,000635,英力特,bottom_area,2022-07-15,8.47,2022-07-15,8.47,0.0,4.132231404958673,30.630630630630627,False,-3.3105,1.2202,1,1,1,100.0,14.583333333333329,14.583333333333329,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-3.31%; 状态bottom_area; 底部未确认
6,71.80436254980081,65.27669322709164,000505,京粮控股,bottom_area,2022-07-15,8.4,2022-07-15,8.4,0.0,5.952380952380952,29.173693086003365,False,-5.1919,2.3666,1,1,1,100.0,10.358565737051803,10.358565737051803,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-5.19%; 状态bottom_area; 底部未确认
7,58.47383106239845,53.380535432685846,002589,瑞康医药,bottom_area,2022-07-15,4.58,2022-07-15,4.57,0.2188183807439778,7.658643326039378,27.113237639553418,False,-9.8425,21.9563,1,2,1,50.0,28.49162011173183,28.49162011173183,9.781181619256023,0.2188183807439778,历史1/2次成功; 当前距低点0.22%; 最新日涨幅-9.84%; 状态bottom_area; 底部未确认
