rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.12332075998799,83.33760397255892,300563,神宇股份,bottom_area,2025-10-30,37.3,2025-10-23,36.68,1.6902944383860345,6.27044711014176,28.776699029126213,False,-2.356,4.3046,4,4,4,100.0,15.86814673160799,20.477137176938378,6.309705561613965,1.6902944383860345,历史4/4次成功; 当前距低点1.69%; 最新日涨幅-2.36%; 状态bottom_area; 底部未确认
2,86.088880918426,83.08407284543016,603305,旭升集团,bottom_area,2025-10-30,14.71,2025-10-23,14.4,2.1527777777777812,5.416666666666662,29.064039408867,False,-1.8679,4.0221,6,6,6,100.0,20.174226767545644,32.41061130334487,5.847222222222219,2.1527777777777812,历史6/6次成功; 当前距低点2.15%; 最新日涨幅-1.87%; 状态bottom_area; 底部未确认
3,84.67159588911315,79.31802648619708,002678,珠江钢琴,bottom_area,2025-10-30,4.99,2025-10-30,4.96,0.6048387096774244,3.83064516129033,29.0414878397711,False,-2.1569,3.1054,4,4,4,100.0,20.79063841000859,35.5191256830601,7.395161290322576,0.6048387096774244,历史4/4次成功; 当前距低点0.60%; 最新日涨幅-2.16%; 状态bottom_area; 底部未确认
4,84.42391088288409,80.78050570417334,688036,传音控股,bottom_area,2025-10-30,75.1,2025-10-23,73.84,1.7063921993499334,5.728602383531947,29.609151572926596,False,-3.4456,1.0088,4,4,4,100.0,12.5326877348988,19.148936170212753,6.293607800650067,1.7063921993499334,历史4/4次成功; 当前距低点1.71%; 最新日涨幅-3.45%; 状态bottom_area; 底部未确认
5,82.78720150874105,78.7666310160428,601619,嘉泽新能,bottom_area,2025-10-30,4.31,2025-10-29,4.25,1.4117647058823437,3.7647058823529442,28.451178451178453,False,-1.8223,2.2609,1,1,1,100.0,37.878787878787875,37.878787878787875,6.588235294117656,1.4117647058823437,历史1/1次成功; 当前距低点1.41%; 最新日涨幅-1.82%; 状态bottom_area; 底部未确认
6,79.57643472892468,75.4135863198996,301117,佳缘科技,bottom_area,2025-10-30,32.71,2025-10-30,32.32,1.2066831683168335,3.496287128712879,27.370786516853933,False,-5.5443,13.9718,1,1,1,100.0,27.552816901408463,27.552816901408463,6.793316831683166,1.2066831683168335,历史1/1次成功; 当前距低点1.21%; 最新日涨幅-5.54%; 状态bottom_area; 底部未确认
7,79.25472064049123,78.70728504048242,605398,新炬网络,confirmed_rebound,2025-10-30,29.33,2025-10-13,28.3,3.63957597173144,8.8339222614841,28.172588832487307,True,-1.3122,1.2749,4,4,4,100.0,15.889883096935947,22.15700660308142,4.36042402826856,3.63957597173144,历史4/4次成功; 当前距低点3.64%; 最新日涨幅-1.31%; 状态confirmed_rebound; 底部已确认
8,78.46200000000002,72.65,301112,信邦智能,bottom_area,2025-10-30,44.25,2025-10-30,44.25,0.0,6.214689265536723,28.62903225806452,False,-6.8421,5.6023,1,1,1,100.0,146.66666666666666,146.66666666666666,8.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-6.84%; 状态bottom_area; 底部未确认
9,76.75681011253128,73.944330996726,300141,和顺电气,confirmed_rebound,2025-10-30,11.4,2025-10-23,11.17,2.0590868397493325,8.504923903312438,27.935483870967744,True,-3.7975,6.3216,1,1,1,100.0,31.123919308357333,31.123919308357333,5.940913160250667,2.0590868397493325,历史1/1次成功; 当前距低点2.06%; 最新日涨幅-3.80%; 状态confirmed_rebound; 底部已确认
10,75.36992420317709,75.19906832298138,301009,可靠股份,confirmed_rebound,2025-10-30,13.38,2025-09-23,12.88,3.881987577639751,9.627329192546572,30.566037735849054,True,-0.5204,2.7632,1,1,1,100.0,53.96648044692738,53.96648044692738,4.118012422360249,3.881987577639751,历史1/1次成功; 当前距低点3.88%; 最新日涨幅-0.52%; 状态confirmed_rebound; 底部已确认
11,75.26538313702127,73.62917915578167,605488,福莱新材,bottom_area,2025-10-30,30.96,2025-10-23,30.1,2.857142857142855,6.312292358803982,27.64423076923077,False,-1.9322,1.7912,1,1,1,100.0,27.975617581007374,27.975617581007374,5.142857142857145,2.857142857142855,历史1/1次成功; 当前距低点2.86%; 最新日涨幅-1.93%; 状态bottom_area; 底部未确认
12,75.0717188083054,76.14559743674246,002022,科华生物,confirmed_rebound,2025-10-30,6.41,2025-10-13,6.12,4.738562091503269,9.640522875816991,27.573964497041416,True,-2.1374,1.5211,4,4,4,100.0,15.588811856827467,25.04038772213247,3.261437908496731,4.738562091503269,历史4/4次成功; 当前距低点4.74%; 最新日涨幅-2.14%; 状态confirmed_rebound; 底部已确认
13,74.81147990371038,74.05197249352042,600706,曲江文旅,bottom_area,2025-10-30,10.14,2025-10-13,9.8,3.4693877551020393,6.632653061224475,31.420573827851634,False,-1.0732,2.9269,2,2,2,100.0,21.086970834156286,24.578313253012034,4.530612244897961,3.4693877551020393,历史2/2次成功; 当前距低点3.47%; 最新日涨幅-1.07%; 状态bottom_area; 底部未确认
14,73.74587389279432,71.54236506696662,301498,乖宝宠物,bottom_area,2025-10-30,71.87,2025-10-28,70.17,2.4226877583012723,4.859626621063128,30.901033973412105,False,-2.1245,1.8459,1,1,1,100.0,11.430608365019017,11.430608365019017,5.577312241698728,2.4226877583012723,历史1/1次成功; 当前距低点2.42%; 最新日涨幅-2.12%; 状态bottom_area; 底部未确认
15,72.0042727527517,71.41326641004785,000428,华天酒店,confirmed_rebound,2025-10-30,3.19,2025-10-13,3.08,3.571428571428567,8.766233766233766,28.70370370370371,True,-1.2384,1.6333,4,5,4,80.0,19.17270727368273,28.045977011494273,4.428571428571433,3.571428571428567,历史4/5次成功; 当前距低点3.57%; 最新日涨幅-1.24%; 状态confirmed_rebound; 底部已确认
16,71.85726153891648,66.53450142492265,002748,世龙实业,confirmed_rebound,2025-10-30,12.56,2025-10-30,12.56,0.0,9.474522292993626,27.35685367264314,False,-9.9642,22.4898,2,2,2,100.0,10.669362499584171,12.627291242362526,8.0,0.0,历史2/2次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态confirmed_rebound; 底部未确认
17,71.79162935530591,66.68725492975956,002123,梦网科技,bottom_area,2025-10-30,12.03,2025-10-30,12.01,0.16652789342214466,1.4154870940882591,30.778097982708942,False,-1.5548,2.6262,2,3,2,66.66666666666666,36.399311075781654,54.50450450450449,7.833472106577856,0.16652789342214466,历史2/3次成功; 当前距低点0.17%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
18,70.4290488265689,65.49747429166692,300459,汤姆猫,bottom_area,2025-10-30,4.42,2025-10-17,4.41,0.22675736961450763,4.988662131519268,29.326923076923077,False,-1.559,2.6412,4,6,4,66.66666666666666,14.074271116781395,19.047619047619044,7.773242630385492,0.22675736961450763,历史4/6次成功; 当前距低点0.23%; 最新日涨幅-1.56%; 状态bottom_area; 底部未确认
