rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,96.23929172420495,86.00907489220589,002819,东方中科,bottom_area,2025-01-06,24.23,2025-01-06,23.88,1.4656616415410444,3.6850921273031934,28.072289156626518,False,-1.2632,1.6314,4,4,4,100.0,27.47733029526597,51.677148846960186,13.534338358458955,1.4656616415410444,历史4/4次成功; 当前距低点1.47%; 最新日涨幅-1.26%; 状态bottom_area; 底部未确认
2,95.60064251923477,85.52777788598208,002246,北化股份,bottom_area,2025-01-06,9.34,2025-01-06,9.2,1.521739130434789,3.695652173913042,27.38752959747435,False,-0.8493,1.5035,4,4,4,100.0,25.577113458996685,31.992687385740403,13.478260869565212,1.521739130434789,历史4/4次成功; 当前距低点1.52%; 最新日涨幅-0.85%; 状态bottom_area; 底部未确认
3,94.49768873367591,84.00252645591677,002657,中科金财,bottom_area,2025-01-06,16.3,2025-01-06,16.11,1.1793916821849861,4.779639975170699,27.004984141368375,False,-2.5702,4.7096,3,3,3,100.0,29.84698651235768,56.540447504302946,13.820608317815013,1.1793916821849861,历史3/3次成功; 当前距低点1.18%; 最新日涨幅-2.57%; 状态bottom_area; 底部未确认
4,93.69926372086148,83.74062206879105,300663,科蓝软件,bottom_area,2025-01-06,15.22,2025-01-06,15.0,1.466666666666671,3.9333333333333322,29.544387036167212,False,-1.8065,3.8148,2,2,2,100.0,48.62700036984445,76.77304964539006,13.533333333333328,1.466666666666671,历史2/2次成功; 当前距低点1.47%; 最新日涨幅-1.81%; 状态bottom_area; 底部未确认
5,90.45933118645549,81.26534882546102,300456,赛微电子,bottom_area,2025-01-06,16.33,2025-01-06,16.05,1.744548286604346,2.4922118380062215,28.02690582959641,False,0.6161,2.0213,1,1,1,100.0,32.91891891891892,32.91891891891892,13.255451713395653,1.744548286604346,历史1/1次成功; 当前距低点1.74%; 最新日涨幅0.62%; 状态bottom_area; 底部未确认
6,89.45682135238286,81.14929107895217,000567,海德股份,bottom_area,2025-01-06,6.32,2025-01-06,6.18,2.2653721682847987,2.912621359223311,31.333333333333336,False,0.4769,0.6468,1,1,1,100.0,38.67924528301886,38.67924528301886,12.734627831715201,2.2653721682847987,历史1/1次成功; 当前距低点2.27%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
7,88.16445432446451,82.4458147149577,301456,盘古智能,bottom_area,2025-01-06,21.33,2025-01-06,20.53,3.89673648319531,5.35801266439356,28.715277777777775,False,0.8988,2.0281,2,2,2,100.0,48.98050482066129,55.619596541786734,11.10326351680469,3.89673648319531,历史2/2次成功; 当前距低点3.90%; 最新日涨幅0.90%; 状态bottom_area; 底部未确认
8,87.48783317573744,78.24737861269712,300671,富满微,bottom_area,2025-01-06,31.67,2025-01-06,31.2,1.5064102564102642,5.06410256410257,31.578947368421055,False,-1.646,2.6701,2,2,2,100.0,19.580612888777,20.266753415744958,13.493589743589734,1.5064102564102642,历史2/2次成功; 当前距低点1.51%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
9,87.45109144523374,76.97895445879392,002077,大港股份,bottom_area,2025-01-06,13.86,2025-01-06,13.77,0.6535947712418291,4.066811909949169,30.207805372529144,False,-2.6685,4.5121,3,3,3,100.0,25.479303963576843,26.22826908541193,14.346405228758172,0.6535947712418291,历史3/3次成功; 当前距低点0.65%; 最新日涨幅-2.67%; 状态bottom_area; 底部未确认
10,87.1712850382277,80.93006793478261,002516,旷达科技,bottom_area,2025-01-06,4.72,2025-01-06,4.56,3.5087719298245648,5.482456140350878,27.5039745627981,False,0.4255,1.1177,2,2,2,100.0,36.07563405797101,39.687499999999986,11.491228070175435,3.5087719298245648,历史2/2次成功; 当前距低点3.51%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
11,87.02545698962177,80.6331573448492,002489,浙江永强,bottom_area,2025-01-06,3.04,2025-01-06,2.94,3.40136054421769,4.42176870748299,27.58620689655172,False,0.0,1.4793,1,1,1,100.0,49.82935153583616,49.82935153583616,11.598639455782308,3.40136054421769,历史1/1次成功; 当前距低点3.40%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,86.61221120884541,78.21636704758659,601216,君正集团,bottom_area,2025-01-06,5.04,2025-01-06,4.94,2.0242914979757014,2.631578947368419,31.767955801104968,False,0.1988,1.1232,1,1,1,100.0,19.955654101995574,19.955654101995574,12.975708502024297,2.0242914979757014,历史1/1次成功; 当前距低点2.02%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
13,86.40283491222675,76.01719658735833,300541,先进数通,bottom_area,2025-01-06,11.25,2025-01-06,11.18,0.6261180679785356,10.465116279069766,28.287363694676078,False,-8.6109,14.7809,3,3,3,100.0,30.186805281448358,52.85714285714285,14.373881932021465,0.6261180679785356,历史3/3次成功; 当前距低点0.63%; 最新日涨幅-8.61%; 状态bottom_area; 底部未确认
14,86.39976229611631,77.37890544385358,603330,天洋新材,bottom_area,2025-01-06,5.79,2025-01-06,5.7,1.5789473684210502,5.263157894736839,32.86219081272085,False,-3.5,2.8852,2,2,2,100.0,26.015620665879435,35.1528384279476,13.42105263157895,1.5789473684210502,历史2/2次成功; 当前距低点1.58%; 最新日涨幅-3.50%; 状态bottom_area; 底部未确认
