rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.23113808729279,77.93237072615466,603233,大参林,bottom_area,2022-03-10,30.92,2022-03-09,30.36,1.8445322793148957,7.0487483530961805,27.368421052631575,True,-1.2771,0.7127,2,2,2,100.0,12.838195284906629,17.155425219941353,6.155467720685104,1.8445322793148957,历史2/2次成功; 当前距低点1.84%; 最新日涨幅-1.28%; 状态bottom_area; 底部已确认
2,74.63258178120515,75.97580035094562,000980,众泰汽车,bottom_area,2022-03-10,3.62,2022-03-09,3.45,4.927536231884055,4.927536231884055,31.1377245508982,False,4.9275,0.3778,1,1,1,100.0,43.49775784753364,43.49775784753364,3.0724637681159455,4.927536231884055,历史1/1次成功; 当前距低点4.93%; 最新日涨幅4.93%; 状态bottom_area; 底部未确认
3,72.7696189964639,72.19876806434229,688258,卓易信息,confirmed_rebound,2022-03-10,29.14,2022-03-09,28.13,3.5904728048347017,8.425168858869538,27.649176954732518,False,0.6911,1.4516,1,1,1,100.0,17.01637666325486,17.01637666325486,4.409527195165299,3.5904728048347017,历史1/1次成功; 当前距低点3.59%; 最新日涨幅0.69%; 状态confirmed_rebound; 底部未确认
4,72.34298936804302,72.57265357160438,603156,养元饮品,bottom_area,2022-03-10,23.51,2022-03-09,22.57,4.1648205582631865,6.335844040762072,28.801261829652997,False,1.819,0.1732,1,1,1,100.0,15.851851851851857,15.851851851851857,3.8351794417368135,4.1648205582631865,历史1/1次成功; 当前距低点4.16%; 最新日涨幅1.82%; 状态bottom_area; 底部未确认
5,72.2255026236767,73.61188631408451,002111,威海广泰,bottom_area,2022-03-10,9.26,2022-03-09,8.82,4.988662131519268,7.482993197278913,31.415241057542765,False,0.9815,0.8346,2,2,2,100.0,14.871161150260495,15.227629513343796,3.011337868480732,4.988662131519268,历史2/2次成功; 当前距低点4.99%; 最新日涨幅0.98%; 状态bottom_area; 底部未确认
6,71.45989068658936,70.77971488984305,605266,健之佳,confirmed_rebound,2022-03-10,65.6,2022-03-09,63.38,3.5026822341432498,9.656042915746287,28.537602886458448,False,0.1527,1.3416,1,1,1,100.0,8.310916041342214,8.310916041342214,4.49731776585675,3.5026822341432498,历史1/1次成功; 当前距低点3.50%; 最新日涨幅0.15%; 状态confirmed_rebound; 底部未确认
7,70.66179061368672,71.18822454308093,300572,安车检测,confirmed_rebound,2022-03-10,17.85,2022-03-09,17.1,4.385964912280701,8.187134502923968,30.204081632653057,True,0.6768,2.7594,1,1,1,100.0,12.140992167101823,12.140992167101823,3.614035087719299,4.385964912280701,历史1/1次成功; 当前距低点4.39%; 最新日涨幅0.68%; 状态confirmed_rebound; 底部已确认
8,68.08769404509549,67.9650503452244,601901,方正证券,confirmed_rebound,2022-03-10,6.65,2022-03-09,6.4,3.90625,10.156249999999991,29.51541850220264,False,-0.1502,0.2357,1,1,1,100.0,20.598388952819345,20.598388952819345,4.09375,3.90625,历史1/1次成功; 当前距低点3.91%; 最新日涨幅-0.15%; 状态confirmed_rebound; 底部未确认
9,66.08585432940923,66.80320417287633,601236,红塔证券,confirmed_rebound,2022-03-10,8.94,2022-03-09,8.55,4.561403508771916,11.111111111111102,32.464454976303315,True,-0.7769,0.3384,1,1,1,100.0,13.189269746646792,13.189269746646792,3.4385964912280844,4.561403508771916,历史1/1次成功; 当前距低点4.56%; 最新日涨幅-0.78%; 状态confirmed_rebound; 底部已确认
10,51.06491126687672,51.34427946761634,601633,长城汽车,bottom_area,2022-03-10,29.7,2022-03-09,28.48,4.283707865168536,7.794943820224715,32.67139479905437,True,-0.0337,0.5736,1,2,1,50.0,8.124373119358085,8.124373119358085,3.7162921348314644,4.283707865168536,历史1/2次成功; 当前距低点4.28%; 最新日涨幅-0.03%; 状态bottom_area; 底部已确认
