rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.07767305634488,82.9560669803438,001288,运机集团,bottom_area,2025-05-16,21.6,2025-05-16,21.16,2.0793950850661687,2.9773156899810918,32.460900095754866,False,1.8388,1.3119,2,2,2,100.0,29.446708463949843,50.27272727272728,5.920604914933832,2.0793950850661687,历史2/2次成功; 当前距低点2.08%; 最新日涨幅1.84%; 状态bottom_area; 底部未确认
2,83.62604067999443,79.73645739255282,603317,天味食品,bottom_area,2025-05-16,10.66,2025-05-16,10.5,1.5238095238095253,2.7619047619047534,29.671801741460147,False,-1.2963,1.3356,3,3,3,100.0,11.133027456121193,14.347826086956525,6.4761904761904745,1.5238095238095253,历史3/3次成功; 当前距低点1.52%; 最新日涨幅-1.30%; 状态bottom_area; 底部未确认
3,81.56762089819587,79.88394788886676,002537,海联金汇,confirmed_rebound,2025-05-16,7.06,2025-05-14,6.86,2.9154518950437214,12.244897959183671,29.568788501026695,True,-0.1414,7.3734,3,3,3,100.0,30.006334460034605,39.33649289099527,5.084548104956279,2.9154518950437214,历史3/3次成功; 当前距低点2.92%; 最新日涨幅-0.14%; 状态confirmed_rebound; 底部已确认
4,80.95749240327609,77.6959340533381,600371,万向德农,confirmed_rebound,2025-05-16,9.3,2025-04-29,9.13,1.8619934282584878,8.214676889375685,28.671874999999996,True,-2.8213,4.7639,1,1,1,100.0,38.66279069767441,38.66279069767441,6.138006571741513,1.8619934282584878,历史1/1次成功; 当前距低点1.86%; 最新日涨幅-2.82%; 状态confirmed_rebound; 底部已确认
5,80.64362834965706,77.48828627524314,002304,洋河股份,bottom_area,2025-05-16,68.31,2025-04-29,67.02,1.924798567591773,5.147717099373326,29.452631578947376,False,-0.8275,0.3153,2,2,2,100.0,20.62810220081931,20.781426953567394,6.075201432408226,1.924798567591773,历史2/2次成功; 当前距低点1.92%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
6,77.60994461209154,72.24144847978323,688050,爱博医疗,bottom_area,2025-05-16,76.81,2025-05-15,76.6,0.274151436031342,2.741514360313327,29.361859092585767,False,-0.8263,0.9431,2,2,2,100.0,12.024267494272554,12.90770757525636,7.7258485639686585,0.274151436031342,历史2/2次成功; 当前距低点0.27%; 最新日涨幅-0.83%; 状态bottom_area; 底部未确认
7,76.32118373573256,77.40498067134449,000524,岭南控股,bottom_area,2025-05-16,12.17,2025-05-09,11.62,4.733218588640282,5.76592082616179,30.668257756563257,False,2.3549,4.0737,3,3,3,100.0,15.46623147013077,21.550094517958406,3.266781411359718,4.733218588640282,历史3/3次成功; 当前距低点4.73%; 最新日涨幅2.35%; 状态bottom_area; 底部未确认
8,76.29073365231258,75.7590909090909,301058,中粮科工,confirmed_rebound,2025-05-16,10.83,2025-04-30,10.45,3.636363636363644,8.038277511961722,29.77150537634409,True,-0.8242,1.8429,1,1,1,100.0,57.794273594909875,57.794273594909875,4.363636363636356,3.636363636363644,历史1/1次成功; 当前距低点3.64%; 最新日涨幅-0.82%; 状态confirmed_rebound; 底部已确认
