rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,77.23090456504112,72.7954602432435,601933,永辉超市,bottom_area,2021-07-22,4.3,2021-07-20,4.22,1.8957345971564,4.976303317535544,27.491408934707913,False,-0.6928,0.2945,1,1,1,100.0,11.70825335892515,11.70825335892515,8.1042654028436,1.8957345971564,历史1/1次成功; 当前距低点1.90%; 最新日涨幅-0.69%; 状态bottom_area; 底部未确认
2,76.79742389227842,70.15664246784151,605319,无锡振华,bottom_area,2021-07-22,15.72,2021-07-20,15.68,0.2551020408163324,2.869897959183669,28.139321723189738,False,-1.442,4.815,1,1,1,100.0,17.248790972595383,17.248790972595383,9.744897959183668,0.2551020408163324,历史1/1次成功; 当前距低点0.26%; 最新日涨幅-1.44%; 状态bottom_area; 底部未确认
3,74.92016594368359,68.6183985275499,300771,智莱科技,bottom_area,2021-07-22,18.01,2021-07-20,17.94,0.3901895206243048,2.452619843924179,28.23999999999999,False,-0.6619,3.0837,1,1,1,100.0,10.634573304157549,10.634573304157549,9.609810479375696,0.3901895206243048,历史1/1次成功; 当前距低点0.39%; 最新日涨幅-0.66%; 状态bottom_area; 底部未确认
