rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,85.8647932833583,81.23842758620688,000789,万年青,bottom_area,2021-10-27,11.73,2021-10-25,11.6,1.1206896551724206,5.344827586206905,31.401537551744536,False,-1.841,1.6561,1,1,1,100.0,47.599999999999994,47.599999999999994,6.87931034482758,1.1206896551724206,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-1.84%; 状态bottom_area; 底部未确认
2,79.0958448255546,74.94504247319314,603033,三维股份,bottom_area,2021-10-27,27.04,2021-10-27,26.72,1.1976047904191627,5.351796407185628,29.610115911485778,False,-4.8892,1.9028,1,1,1,100.0,24.922480620155024,24.922480620155024,6.802395209580838,1.1976047904191627,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-4.89%; 状态bottom_area; 底部未确认
3,77.43519172481491,73.71504889227958,603069,海汽集团,bottom_area,2021-10-27,14.79,2021-10-27,14.58,1.4403292181069896,5.6241426611797,27.64267990074441,False,-3.4595,1.102,1,1,1,100.0,21.284943599803825,21.284943599803825,6.5596707818930104,1.4403292181069896,历史1/1次成功; 当前距低点1.44%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
4,75.59309871450472,74.2119321985866,000899,赣能股份,bottom_area,2021-10-27,5.76,2021-10-27,5.59,3.0411449016100165,5.008944543828269,27.6843467011643,False,1.4085,3.6238,1,1,1,100.0,10.891089108910888,10.891089108910888,4.958855098389983,3.0411449016100165,历史1/1次成功; 当前距低点3.04%; 最新日涨幅1.41%; 状态bottom_area; 底部未确认
5,75.07982032415167,70.80186763618185,688276,百克生物,bottom_area,2021-10-27,71.18,2021-10-27,70.51,0.9502198269748996,4.226350872216692,31.663113006396586,False,-2.4932,2.4099,2,2,2,100.0,12.571875492928125,16.844155844155843,7.049780173025101,0.9502198269748996,历史2/2次成功; 当前距低点0.95%; 最新日涨幅-2.49%; 状态bottom_area; 底部未确认
6,74.57746546001628,69.91918412536195,002075,沙钢股份,bottom_area,2021-10-27,6.22,2021-10-27,6.18,0.647249190938512,5.016181229773471,29.047072330654434,False,-4.4547,2.2835,1,1,1,100.0,30.994152046783608,30.994152046783608,7.352750809061488,0.647249190938512,历史1/1次成功; 当前距低点0.65%; 最新日涨幅-4.45%; 状态bottom_area; 底部未确认
7,73.68926773616838,69.01732568949488,002233,塔牌集团,bottom_area,2021-10-27,10.14,2021-10-27,10.08,0.5952380952381001,2.4801587301587302,29.756097560975608,False,-1.6489,1.5843,1,1,1,100.0,15.292841648590022,15.292841648590022,7.4047619047619,0.5952380952381001,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-1.65%; 状态bottom_area; 底部未确认
8,72.42804664965283,67.28604909409704,000936,华西股份,bottom_area,2021-10-27,5.81,2021-10-27,5.8,0.1724137931034446,4.655172413793111,27.318295739348375,False,-3.9669,1.1554,1,1,1,100.0,11.016949152542363,11.016949152542363,7.827586206896556,0.1724137931034446,历史1/1次成功; 当前距低点0.17%; 最新日涨幅-3.97%; 状态bottom_area; 底部未确认
9,70.2692443703296,70.90464238765276,300337,银邦股份,bottom_area,2021-10-27,4.91,2021-10-22,4.7,4.468085106382977,7.872340425531917,27.131782945736433,True,-3.1558,1.9107,1,1,1,100.0,34.09610983981694,34.09610983981694,3.5319148936170226,4.468085106382977,历史1/1次成功; 当前距低点4.47%; 最新日涨幅-3.16%; 状态bottom_area; 底部已确认
10,69.14848958184157,65.21807933572646,605183,确成股份,bottom_area,2021-10-27,15.81,2021-10-27,15.66,0.9578544061302704,5.363984674329501,29.140271493212673,False,-3.949,4.8785,1,1,1,100.0,9.526813880126182,9.526813880126182,7.042145593869729,0.9578544061302704,历史1/1次成功; 当前距低点0.96%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
11,68.47193074704496,67.52422236300283,605589,圣泉集团,confirmed_rebound,2021-10-27,29.64,2021-10-22,28.7,3.2752613240418165,11.0801393728223,30.976430976430976,True,-3.6724,6.3502,1,1,1,100.0,11.515151515151507,11.515151515151507,4.724738675958184,3.2752613240418165,历史1/1次成功; 当前距低点3.28%; 最新日涨幅-3.67%; 状态confirmed_rebound; 底部已确认
12,62.55597310066111,63.65949061860725,300642,透景生命,confirmed_rebound,2021-10-27,29.49,2021-10-27,28.11,4.909284951974383,13.838491639985772,30.592592592592595,False,-12.4926,6.6698,1,1,1,100.0,19.960539296284104,19.960539296284104,3.090715048025617,4.909284951974383,历史1/1次成功; 当前距低点4.91%; 最新日涨幅-12.49%; 状态confirmed_rebound; 底部未确认
