rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.00534759358287,73.86999999999999,000718,苏宁环球,bottom_area,2024-04-25,1.87,2024-04-24,1.8,3.8888888888888924,4.999999999999992,27.1255060728745,False,2.1858,1.0022,1,1,1,100.0,19.44444444444444,19.44444444444444,11.111111111111107,3.8888888888888924,历史1/1次成功; 当前距低点3.89%; 最新日涨幅2.19%; 状态bottom_area; 底部未确认
2,78.24191021554371,74.43858148578366,002271,东方雨虹,bottom_area,2024-04-25,13.26,2024-04-24,12.65,4.822134387351774,6.719367588932804,30.494505494505493,False,1.6092,3.4013,2,2,2,100.0,17.274451015837123,19.371959310039802,10.177865612648226,4.822134387351774,历史2/2次成功; 当前距低点4.82%; 最新日涨幅1.61%; 状态bottom_area; 底部未确认
3,75.1778687675514,70.18070838026547,002256,兆新股份,bottom_area,2024-04-25,1.91,2024-04-16,1.84,3.8043478260869477,8.152173913043473,30.82706766917293,True,0.0,1.0272,3,5,3,60.0,26.04635174055759,31.775700934579426,11.19565217391305,3.8043478260869477,历史3/5次成功; 当前距低点3.80%; 最新日涨幅0.00%; 状态bottom_area; 底部已确认
4,74.4973482399796,70.35659036579676,688114,华大智造,bottom_area,2024-04-25,53.31,2024-04-22,51.05,4.427032321253683,8.090107737512248,31.412065027542667,True,-1.2046,0.5199,1,1,1,100.0,20.431312141156706,20.431312141156706,10.572967678746318,4.427032321253683,历史1/1次成功; 当前距低点4.43%; 最新日涨幅-1.20%; 状态bottom_area; 底部已确认
5,73.98795892785348,70.16122703726518,002466,天齐锂业,bottom_area,2024-04-25,39.19,2024-04-25,37.45,4.646194926568745,8.33110814419225,28.666666666666664,False,-3.5442,5.5074,2,2,2,100.0,24.809416504526403,34.31563565513881,10.353805073431255,4.646194926568745,历史2/2次成功; 当前距低点4.65%; 最新日涨幅-3.54%; 状态bottom_area; 底部未确认
6,72.04227521961184,66.2485393258427,002685,华东重机,bottom_area,2024-04-25,2.75,2024-04-16,2.67,2.996254681647943,7.490636704119858,28.22580645161291,True,0.7326,1.546,1,2,1,50.0,109.52380952380952,109.52380952380952,12.003745318352056,2.996254681647943,历史1/2次成功; 当前距低点3.00%; 最新日涨幅0.73%; 状态bottom_area; 底部已确认
7,71.32907987435655,62.480038364947774,688276,百克生物,bottom_area,2024-04-25,38.53,2024-04-23,38.38,0.3908285565398608,5.471599791558088,30.471014492753625,False,-1.9094,1.536,2,3,2,66.66666666666666,16.529359178451564,16.844155844155843,14.60917144346014,0.3908285565398608,历史2/3次成功; 当前距低点0.39%; 最新日涨幅-1.91%; 状态bottom_area; 底部未确认
8,67.0808191584246,60.56599056774896,300759,康龙化成,bottom_area,2024-04-25,18.24,2024-04-23,17.88,2.0134228187919434,4.25055928411634,28.19277108433735,False,0.3853,1.4288,1,2,1,50.0,16.594594594594597,16.594594594594597,12.986577181208055,2.0134228187919434,历史1/2次成功; 当前距低点2.01%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
9,62.422760447747066,58.5681968875287,002129,TCL中环,bottom_area,2024-04-25,9.96,2024-04-25,9.57,4.075235109717874,6.2695924764890245,31.25,False,1.7365,2.6132,1,2,1,50.0,31.12759643916912,31.12759643916912,10.924764890282125,4.075235109717874,历史1/2次成功; 当前距低点4.08%; 最新日涨幅1.74%; 状态bottom_area; 底部未确认
10,61.79782673483755,55.678148048452215,300769,德方纳米,bottom_area,2024-04-25,30.57,2024-04-24,30.0,1.900000000000001,4.299999999999997,30.216329378925334,False,0.0327,4.0842,1,5,1,20.0,20.592193808882907,20.592193808882907,13.099999999999998,1.900000000000001,历史1/5次成功; 当前距低点1.90%; 最新日涨幅0.03%; 状态bottom_area; 底部未确认
11,54.294632001174314,51.787911873455336,300358,楚天科技,bottom_area,2024-04-25,7.83,2024-04-25,7.46,4.959785522788205,7.372654155495977,27.92270531400966,False,-9.1647,4.397,1,2,1,50.0,38.205499276411004,38.205499276411004,10.040214477211794,4.959785522788205,历史1/2次成功; 当前距低点4.96%; 最新日涨幅-9.16%; 状态bottom_area; 底部未确认
