rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,99.101162142703,84.14517346881854,601226,华电科工,bottom_area,2023-09-26,5.93,2023-09-25,5.87,1.022146507666092,4.088586030664399,27.975460122699385,False,0.0,0.47,1,1,1,100.0,39.54659949622166,39.54659949622166,18.97785349233391,1.022146507666092,历史1/1次成功; 当前距低点1.02%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,91.98225636849023,78.64896861445989,601777,千里科技,bottom_area,2023-09-26,3.61,2023-08-25,3.56,1.404494382022467,8.146067415730338,27.93522267206478,True,-0.551,0.3682,1,1,1,100.0,27.96352583586626,27.96352583586626,18.595505617977533,1.404494382022467,历史1/1次成功; 当前距低点1.40%; 最新日涨幅-0.55%; 状态bottom_area; 底部已确认
3,91.7508888747317,77.59164855013668,300561,汇金科技,bottom_area,2023-09-26,12.56,2023-09-21,12.46,0.8025682182985525,3.21027287319421,32.539252842447205,False,0.0,2.1715,2,2,2,100.0,24.79303273041607,27.62128325508607,19.19743178170145,0.8025682182985525,历史2/2次成功; 当前距低点0.80%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
4,86.30755766805535,76.09633946618295,000058,深赛格,bottom_area,2023-09-26,7.02,2023-09-22,6.81,3.083700440528634,7.635829662261387,27.16577540106952,True,-2.6352,2.8924,1,1,1,100.0,34.82352941176472,34.82352941176472,16.91629955947137,3.083700440528634,历史1/1次成功; 当前距低点3.08%; 最新日涨幅-2.64%; 状态bottom_area; 底部已确认
5,85.76989028409933,77.9488481386447,000411,英特集团,bottom_area,2023-09-26,11.92,2023-08-24,11.38,4.745166959578199,9.490333919156415,27.974683544303797,True,-1.8122,1.4804,3,3,3,100.0,31.816283905822544,47.98426745329401,15.2548330404218,4.745166959578199,历史3/3次成功; 当前距低点4.75%; 最新日涨幅-1.81%; 状态bottom_area; 底部已确认
6,81.1050533384048,69.60016759143022,002534,西子洁能,bottom_area,2023-09-26,12.68,2023-09-22,12.48,1.6025641025640969,3.8461538461538494,27.861271676300582,False,-1.092,0.4306,2,3,2,66.66666666666666,29.824446659191896,33.11594202898551,18.397435897435905,1.6025641025640969,历史2/3次成功; 当前距低点1.60%; 最新日涨幅-1.09%; 状态bottom_area; 底部未确认
7,78.84825473751113,70.9495175936436,300749,顶固集创,bottom_area,2023-09-26,9.18,2023-09-11,8.81,4.1997729852440315,9.421112372304199,28.663967611336027,True,-1.0776,2.9996,1,1,1,100.0,20.833333333333336,20.833333333333336,15.800227014755968,4.1997729852440315,历史1/1次成功; 当前距低点4.20%; 最新日涨幅-1.08%; 状态bottom_area; 底部已确认
8,64.96529817267609,54.219426605504594,002265,建设工业,bottom_area,2023-09-26,12.17,2023-08-25,12.16,0.0822368421052614,7.1546052631578885,28.344136711844424,True,-0.4906,0.4858,1,4,1,25.0,32.75229357798165,32.75229357798165,19.91776315789474,0.0822368421052614,历史1/4次成功; 当前距低点0.08%; 最新日涨幅-0.49%; 状态bottom_area; 底部已确认
9,62.472878673109626,55.726980976013266,002069,獐子岛,bottom_area,2023-09-26,4.18,2023-09-14,4.03,3.7220843672456443,5.707196029776663,28.79858657243816,False,0.2398,0.9941,1,3,1,33.33333333333333,30.967741935483854,30.967741935483854,16.277915632754357,3.7220843672456443,历史1/3次成功; 当前距低点3.72%; 最新日涨幅0.24%; 状态bottom_area; 底部未确认
10,60.13337279136372,53.73219411112451,603232,格尔软件,bottom_area,2023-09-26,11.97,2023-09-21,11.53,3.8161318300086844,4.596704249783184,29.176904176904184,False,1.0127,2.3471,1,4,1,25.0,22.78481012658228,22.78481012658228,16.183868169991317,3.8161318300086844,历史1/4次成功; 当前距低点3.82%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
11,56.997235930748026,51.84071042995736,300603,立昂技术,bottom_area,2023-09-26,9.41,2023-09-21,8.98,4.788418708240531,6.90423162583518,27.346278317152095,False,1.1828,6.8184,1,5,1,20.0,35.36723163841809,35.36723163841809,15.211581291759469,4.788418708240531,历史1/5次成功; 当前距低点4.79%; 最新日涨幅1.18%; 状态bottom_area; 底部未确认
