rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,76.60448505225857,65.27897596855708,300721,怡达股份,bottom_area,2024-05-14,12.45,2024-05-14,12.3,1.2195121951219396,6.178861788617884,27.13270142180094,False,-2.9618,9.4563,2,4,2,50.0,21.34120308298442,22.270742358078603,18.780487804878064,1.2195121951219396,历史2/4次成功; 当前距低点1.22%; 最新日涨幅-2.96%; 状态bottom_area; 底部未确认
2,69.68073437050604,59.96104418865372,603232,格尔软件,bottom_area,2024-05-14,12.19,2024-05-14,11.98,1.7529215358931476,5.175292153589309,28.69047619047619,False,-2.7135,7.506,2,6,2,33.33333333333333,35.39984923202562,48.01488833746897,18.247078464106853,1.7529215358931476,历史2/6次成功; 当前距低点1.75%; 最新日涨幅-2.71%; 状态bottom_area; 底部未确认
3,67.86727205236352,56.55606004363627,002829,星网宇达,bottom_area,2024-05-14,15.98,2024-05-14,15.98,0.0,0.0,30.822510822510825,False,-10.0225,1.8493,2,4,2,50.0,21.806774428151986,21.985417835109377,20.0,0.0,历史2/4次成功; 当前距低点0.00%; 最新日涨幅-10.02%; 状态bottom_area; 底部未确认
4,65.58182781456954,54.65152317880795,600421,退市华嵘,bottom_area,2024-05-14,5.61,2024-05-14,5.61,0.0,0.0,28.26086956521739,False,-9.9518,1.3324,1,2,1,50.0,44.900662251655625,44.900662251655625,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-9.95%; 状态bottom_area; 底部未确认
5,62.237951482479794,51.86495956873316,002197,证通电子,bottom_area,2024-05-14,5.83,2024-05-14,5.83,0.0,0.0,30.429594272076375,False,-5.0489,0.1553,1,2,1,50.0,29.919137466307287,29.919137466307287,20.0,0.0,历史1/2次成功; 当前距低点0.00%; 最新日涨幅-5.05%; 状态bottom_area; 底部未确认
6,61.41920529801325,51.18267108167771,600360,华微电子,bottom_area,2024-05-14,4.33,2024-05-14,4.33,0.0,0.0,30.161290322580648,False,-5.0439,0.0948,1,3,1,33.33333333333333,45.695364238410576,45.695364238410576,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-5.04%; 状态bottom_area; 底部未确认
7,56.958618127668196,48.285170783266594,603139,康惠股份,bottom_area,2024-05-14,14.04,2024-05-14,13.91,0.9345794392523292,4.960460100647013,27.5897969807392,False,-5.7085,9.6075,1,3,1,33.33333333333333,29.315476190476186,29.315476190476186,19.065420560747672,0.9345794392523292,历史1/3次成功; 当前距低点0.93%; 最新日涨幅-5.71%; 状态bottom_area; 底部未确认
