rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,79.09358684806013,75.10510234793595,605268,王力安防,bottom_area,2021-06-08,14.33,2021-05-20,14.01,2.2840827980014295,8.279800142755175,29.349470499243562,True,-1.9836,4.8053,1,1,1,100.0,19.692532942898985,19.692532942898985,7.715917201998571,2.2840827980014295,历史1/1次成功; 当前距低点2.28%; 最新日涨幅-1.98%; 状态bottom_area; 底部已确认
2,75.85569305214544,70.6574602795365,688316,青云科技,confirmed_rebound,2021-06-08,77.07,2021-06-08,76.1,1.2746386333771338,13.77135348226019,28.336001506733215,False,-10.3837,18.0584,1,1,1,100.0,13.030303030303022,13.030303030303022,8.725361366622867,1.2746386333771338,历史1/1次成功; 当前距低点1.27%; 最新日涨幅-10.38%; 状态confirmed_rebound; 底部未确认
3,74.82432829703252,68.1641675932231,300677,英科医疗,bottom_area,2021-06-08,100.77,2021-06-08,100.66,0.10927876018279299,4.609576793165111,31.463198747191395,False,-4.7543,8.7435,1,1,1,100.0,14.964103045375621,14.964103045375621,9.890721239817207,0.10927876018279299,历史1/1次成功; 当前距低点0.11%; 最新日涨幅-4.75%; 状态bottom_area; 底部未确认
4,71.763481462609,71.43356375300722,300696,爱乐达,bottom_area,2021-06-08,39.19,2021-06-04,37.41,4.758086073242452,5.105586741512975,29.38844847112118,False,1.0052,1.3739,1,1,1,100.0,17.0,17.0,5.241913926757548,4.758086073242452,历史1/1次成功; 当前距低点4.76%; 最新日涨幅1.01%; 状态bottom_area; 底部未确认
