rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,83.60519233337358,79.6572988861386,002855,捷荣技术,bottom_area,2023-02-28,10.25,2023-02-27,10.1,1.4851485148514887,2.0792079207920877,31.710615280594993,False,1.0848,1.483,1,1,1,100.0,21.093749999999993,21.093749999999993,6.514851485148511,1.4851485148514887,历史1/1次成功; 当前距低点1.49%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
2,81.25813786597315,77.3897662870642,002767,先锋电子,bottom_area,2023-02-28,13.86,2023-02-27,13.66,1.4641288433382087,1.756954612005858,28.067403896787773,False,1.0941,1.5524,1,1,1,100.0,8.645054031587705,8.645054031587705,6.535871156661792,1.4641288433382087,历史1/1次成功; 当前距低点1.46%; 最新日涨幅1.09%; 状态bottom_area; 底部未确认
3,78.21624336223094,75.61013868169954,002403,爱仕达,bottom_area,2023-02-28,10.05,2023-02-16,9.83,2.2380467955239127,5.0864699898270604,29.78571428571429,False,0.3996,1.2259,1,1,1,100.0,8.563899868247699,8.563899868247699,5.761953204476088,2.2380467955239127,历史1/1次成功; 当前距低点2.24%; 最新日涨幅0.40%; 状态bottom_area; 底部未确认
4,77.31134537062408,77.59077194483054,000419,通程控股,bottom_area,2023-02-28,6.22,2023-02-16,5.97,4.1876046901172534,7.035175879396983,30.093676814988285,True,2.3026,2.3251,2,2,2,100.0,17.250057195149854,24.82269503546099,3.812395309882747,4.1876046901172534,历史2/2次成功; 当前距低点4.19%; 最新日涨幅2.30%; 状态bottom_area; 底部已确认
5,71.42254144993105,71.56438076315534,603318,水发燃气,confirmed_rebound,2023-02-28,8.88,2022-12-30,8.53,4.103165298944917,9.613130128956628,30.819140308191407,True,0.5663,1.1117,1,1,1,100.0,10.696761530912658,10.696761530912658,3.8968347010550826,4.103165298944917,历史1/1次成功; 当前距低点4.10%; 最新日涨幅0.57%; 状态confirmed_rebound; 底部已确认
