rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.45196006032552,77.66349680170575,601717,中创智领,bottom_area,2021-07-30,9.43,2021-07-28,9.2,2.500000000000005,7.065217391304353,28.626842513576424,False,0.426,1.6004,1,1,1,100.0,22.814498933901906,22.814498933901906,7.499999999999996,2.500000000000005,历史1/1次成功; 当前距低点2.50%; 最新日涨幅0.43%; 状态bottom_area; 底部未确认
2,80.18206304595412,76.00536446853494,605108,同庆楼,bottom_area,2021-07-30,15.85,2021-07-30,15.51,2.1921341070277234,2.7724049000644726,31.76418829740431,False,0.5073,1.931,1,1,1,100.0,10.12596899224806,10.12596899224806,7.807865892972277,2.1921341070277234,历史1/1次成功; 当前距低点2.19%; 最新日涨幅0.51%; 状态bottom_area; 底部未确认
3,78.49327690770942,75.23223750757559,600009,上海机场,bottom_area,2021-07-30,38.55,2021-07-30,37.51,2.7725939749400137,3.4924020261263724,29.025543992431412,False,-0.439,1.3699,2,2,2,100.0,18.89113855074634,20.250284414106932,7.227406025059987,2.7725939749400137,历史2/2次成功; 当前距低点2.77%; 最新日涨幅-0.44%; 状态bottom_area; 底部未确认
4,78.30268507678683,73.85912779482193,603232,格尔软件,bottom_area,2021-07-30,14.76,2021-07-28,14.48,1.933701657458559,4.972375690607727,28.245787908820613,False,-0.2028,1.1124,1,1,1,100.0,17.89229878401853,17.89229878401853,8.066298342541442,1.933701657458559,历史1/1次成功; 当前距低点1.93%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
5,78.2753064178283,75.32770073682222,002600,领益智造,bottom_area,2021-07-30,6.9,2021-07-29,6.7,2.9850746268656745,3.5820895522388088,27.64578833693304,False,0.2907,2.3212,1,1,1,100.0,16.20253164556961,16.20253164556961,7.014925373134326,2.9850746268656745,历史1/1次成功; 当前距低点2.99%; 最新日涨幅0.29%; 状态bottom_area; 底部未确认
6,72.02312202354716,66.2061642405614,600382,广东明珠,bottom_area,2021-07-30,3.46,2021-07-30,3.44,0.5813953488372098,4.941860465116276,28.033472803347287,False,-4.4199,2.2317,1,1,1,100.0,10.224438902743147,10.224438902743147,9.41860465116279,0.5813953488372098,历史1/1次成功; 当前距低点0.58%; 最新日涨幅-4.42%; 状态bottom_area; 底部未确认
