rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,75.85594093230426,74.9189021560749,603283,赛腾股份,bottom_area,2021-08-20,27.12,2021-08-20,26.24,3.353658536585376,4.039634146341473,30.947368421052634,False,0.4817,1.4308,1,1,1,100.0,18.522815158546013,18.522815158546013,4.6463414634146245,3.353658536585376,历史1/1次成功; 当前距低点3.35%; 最新日涨幅0.48%; 状态bottom_area; 底部未确认
2,75.21222729913951,70.00475034925233,603027,千禾味业,confirmed_rebound,2021-08-20,18.53,2021-08-20,18.48,0.2705627705627744,10.98484848484849,32.15859030837004,False,-9.7418,4.4212,1,1,1,100.0,37.051792828685265,37.051792828685265,7.729437229437226,0.2705627705627744,历史1/1次成功; 当前距低点0.27%; 最新日涨幅-9.74%; 状态confirmed_rebound; 底部未确认
3,68.61881678523955,64.32895519948187,300760,迈瑞医疗,confirmed_rebound,2021-08-20,278.09,2021-08-20,276.31,0.6442039737975364,17.6215120697767,32.52503052503052,False,-17.0549,7.2815,1,1,1,100.0,11.11688311688311,11.11688311688311,7.355796026202464,0.6442039737975364,历史1/1次成功; 当前距低点0.64%; 最新日涨幅-17.05%; 状态confirmed_rebound; 底部未确认
4,67.3263636474651,63.461560443937195,300482,万孚生物,confirmed_rebound,2021-08-20,43.56,2021-08-20,43.16,0.926784059314193,18.164967562557933,32.520325203252035,False,-15.0877,4.7406,1,1,1,100.0,9.917355371900824,9.917355371900824,7.073215940685806,0.926784059314193,历史1/1次成功; 当前距低点0.93%; 最新日涨幅-15.09%; 状态confirmed_rebound; 底部未确认
5,63.57406014379023,63.828569012027444,002706,良信股份,confirmed_rebound,2021-08-20,15.85,2021-08-20,15.21,4.207758053911892,8.481262327416166,30.036798528058867,False,-5.6548,1.7315,1,1,1,100.0,12.270200940572899,12.270200940572899,3.792241946088108,4.207758053911892,历史1/1次成功; 当前距低点4.21%; 最新日涨幅-5.65%; 状态confirmed_rebound; 底部未确认
