rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,94.5395443375582,82.56989871708306,002757,南兴股份,bottom_area,2024-11-29,15.19,2024-11-29,14.81,2.5658338960161986,3.646185010128286,27.579462102689483,False,0.1979,9.5533,1,1,1,100.0,50.75376884422111,50.75376884422111,17.434166103983802,2.5658338960161986,历史1/1次成功; 当前距低点2.57%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
2,94.33821133241597,82.78991304862022,603079,圣达生物,bottom_area,2024-11-29,15.27,2024-11-28,14.85,2.828282828282828,7.138047138047142,29.98585572842999,True,1.6644,8.0432,2,2,2,100.0,28.539773640349868,34.84698914116485,17.171717171717173,2.828282828282828,历史2/2次成功; 当前距低点2.83%; 最新日涨幅1.66%; 状态bottom_area; 底部已确认
3,83.45883367404933,75.10871882952723,601019,山东出版,bottom_area,2024-11-29,10.65,2024-11-25,10.22,4.207436399217218,7.0450097847358,28.028169014084497,True,0.2825,0.2919,1,1,1,100.0,20.815450643776817,20.815450643776817,15.792563600782783,4.207436399217218,历史1/1次成功; 当前距低点4.21%; 最新日涨幅0.28%; 状态bottom_area; 底部已确认
4,81.9927489571657,73.76972525653758,000782,恒申新材,bottom_area,2024-11-29,4.97,2024-11-27,4.77,4.192872117400424,5.241090146750524,27.945619335347438,False,0.2016,2.5035,1,1,1,100.0,22.631578947368432,22.631578947368432,15.807127882599579,4.192872117400424,历史1/1次成功; 当前距低点4.19%; 最新日涨幅0.20%; 状态bottom_area; 底部未确认
5,80.87877480818146,72.34864174742349,603004,鼎龙科技,bottom_area,2024-11-29,22.51,2024-11-29,21.67,3.8763267189663124,4.614674665436087,29.711320142718122,False,0.0444,29.0905,2,3,2,66.66666666666666,52.20363732099522,55.7168784029038,16.12367328103369,3.8763267189663124,历史2/3次成功; 当前距低点3.88%; 最新日涨幅0.04%; 状态bottom_area; 底部未确认
6,79.83698989444477,69.32410382055798,002761,浙江建投,bottom_area,2024-11-29,10.01,2024-11-29,9.79,2.247191011235962,3.9836567926455633,29.466858789625373,False,0.7042,5.3086,3,6,3,50.0,33.213437237505204,43.73730534867976,17.75280898876404,2.247191011235962,历史3/6次成功; 当前距低点2.25%; 最新日涨幅0.70%; 状态bottom_area; 底部未确认
7,75.94645815319996,65.480453688184,000695,滨海能源,bottom_area,2024-11-29,12.05,2024-11-29,11.83,1.8596787827557113,4.902789518174134,30.041395623891187,False,-6.6615,11.4281,2,3,2,66.66666666666666,21.042229280647017,21.910112359550556,18.14032121724429,1.8596787827557113,历史2/3次成功; 当前距低点1.86%; 最新日涨幅-6.66%; 状态bottom_area; 底部未确认
8,63.02397938145376,57.169499615088505,301548,崇德科技,bottom_area,2024-11-29,45.31,2024-11-27,43.3,4.642032332563523,5.450346420323324,29.34073107049609,False,0.9131,3.7986,1,3,1,33.33333333333333,54.89098408956984,54.89098408956984,15.357967667436478,4.642032332563523,历史1/3次成功; 当前距低点4.64%; 最新日涨幅0.91%; 状态bottom_area; 底部未确认
9,60.37120000000001,50.30933333333334,002741,光华科技,bottom_area,2024-11-29,17.1,2024-11-29,17.1,0.0,5.672514619883033,27.109974424552423,False,-10.0,26.9809,1,3,1,33.33333333333333,40.99999999999999,40.99999999999999,20.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-10.00%; 状态bottom_area; 底部未确认
10,59.9377758773142,53.63559362623194,600405,动力源,bottom_area,2024-11-29,4.8,2024-11-29,4.62,3.89610389610389,4.329004329004333,28.8135593220339,False,0.6289,11.0096,1,3,1,33.33333333333333,21.8568665377176,21.8568665377176,16.103896103896112,3.89610389610389,历史1/3次成功; 当前距低点3.90%; 最新日涨幅0.63%; 状态bottom_area; 底部未确认
