rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,81.52412162162162,70.89054054054054,002510,天汽模,bottom_area,2024-11-15,6.2,2024-11-15,6.2,0.0,6.290322580645157,28.15758980301275,False,-10.0145,22.3676,1,1,1,100.0,40.54054054054055,40.54054054054055,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-10.01%; 状态bottom_area; 底部未确认
2,79.69914995773455,70.07885714285713,600221,海航控股,bottom_area,2024-11-15,1.69,2024-11-15,1.68,0.5952380952380958,6.547619047619054,31.147540983606557,False,-2.3121,3.94,1,1,1,100.0,20.999999999999996,20.999999999999996,14.404761904761903,0.5952380952380958,历史1/1次成功; 当前距低点0.60%; 最新日涨幅-2.31%; 状态bottom_area; 底部未确认
3,78.9567880101163,69.37867630862063,002178,延华智能,bottom_area,2024-11-15,7.2,2024-11-15,7.16,0.5586592178770954,8.379888268156419,32.76995305164319,False,-9.3199,11.9739,4,5,4,80.0,20.335587770862393,29.076086956521735,14.441340782122905,0.5586592178770954,历史4/5次成功; 当前距低点0.56%; 最新日涨幅-9.32%; 状态bottom_area; 底部未确认
4,66.8978763484747,58.399053581880814,688143,长盈通,bottom_area,2024-11-15,24.05,2024-11-15,24.0,0.20833333333333628,11.541666666666666,27.49244712990937,False,-11.2546,12.9501,2,4,2,50.0,22.0110407628001,25.949367088607595,14.791666666666664,0.20833333333333628,历史2/4次成功; 当前距低点0.21%; 最新日涨幅-11.25%; 状态bottom_area; 底部未确认
5,62.34475879301929,55.18795850371047,002693,双成药业,bottom_area,2024-11-15,22.22,2024-11-15,22.01,0.9541117673784519,9.76828714220808,28.49252761533463,False,-6.9124,14.9704,2,6,2,33.33333333333333,68.73626373626374,102.85714285714285,14.045888232621548,0.9541117673784519,历史2/6次成功; 当前距低点0.95%; 最新日涨幅-6.91%; 状态bottom_area; 底部未确认
6,62.02914480031216,54.82194892827589,603196,璞源材料,bottom_area,2024-11-15,13.92,2024-11-15,13.8,0.8695652173912987,7.173913043478248,32.7485380116959,False,-2.2472,5.2733,2,5,2,40.0,22.33633131144113,22.85714285714286,14.1304347826087,0.8695652173912987,历史2/5次成功; 当前距低点0.87%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
7,56.872976190476194,49.45476190476191,000795,英洛华,bottom_area,2024-11-15,10.73,2024-11-15,10.73,0.0,4.846225535880704,32.43073047858942,False,-9.9832,16.105,1,3,1,33.33333333333333,36.40552995391707,36.40552995391707,15.0,0.0,历史1/3次成功; 当前距低点0.00%; 最新日涨幅-9.98%; 状态bottom_area; 底部未确认
8,55.3353691919475,48.284882222916146,600130,波导股份,bottom_area,2024-11-15,5.4,2024-11-15,5.39,0.18552875695734092,5.936920222634514,31.074168797953973,False,-4.5936,7.2386,1,3,1,33.33333333333333,20.13201320132014,20.13201320132014,14.814471243042659,0.18552875695734092,历史1/3次成功; 当前距低点0.19%; 最新日涨幅-4.59%; 状态bottom_area; 底部未确认
9,53.842291485734464,47.185426356589126,000608,阳光股份,bottom_area,2024-11-15,2.41,2024-11-15,2.4,0.4166666666666763,6.2499999999999964,27.927927927927932,False,-4.3651,8.178,1,3,1,33.33333333333333,17.05426356589147,17.05426356589147,14.583333333333323,0.4166666666666763,历史1/3次成功; 当前距低点0.42%; 最新日涨幅-4.37%; 状态bottom_area; 底部未确认
