rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,86.3551511908215,78.07015513561353,002494,华斯股份,bottom_area,2022-08-09,4.41,2022-08-05,4.32,2.08333333333333,4.398148148148136,27.999999999999996,False,-0.2262,4.8135,2,2,2,100.0,25.69975879362104,35.67251461988303,12.916666666666671,2.08333333333333,历史2/2次成功; 当前距低点2.08%; 最新日涨幅-0.23%; 状态bottom_area; 底部未确认
2,82.08414439590909,75.81982811306341,000837,秦川机床,bottom_area,2022-08-09,10.53,2022-08-08,10.2,3.2352941176470598,5.490196078431378,27.710843373493976,False,0.1903,14.0274,1,1,1,100.0,21.915584415584412,21.915584415584412,11.76470588235294,3.2352941176470598,历史1/1次成功; 当前距低点3.24%; 最新日涨幅0.19%; 状态bottom_area; 底部未确认
3,81.02428974751957,73.7009276437848,002110,三钢闽光,bottom_area,2022-08-09,5.52,2022-08-03,5.39,2.4118738404452675,3.153988868274581,27.456258411843876,False,-0.5405,0.2094,1,1,1,100.0,22.90322580645161,22.90322580645161,12.588126159554733,2.4118738404452675,历史1/1次成功; 当前距低点2.41%; 最新日涨幅-0.54%; 状态bottom_area; 底部未确认
4,78.65700897897936,72.44439685799033,000715,中兴商业,bottom_area,2022-08-09,5.02,2022-08-03,4.87,3.080082135523603,4.928131416837787,27.421758569299552,False,-0.1988,0.8658,1,1,1,100.0,24.33862433862435,24.33862433862435,11.919917864476396,3.080082135523603,历史1/1次成功; 当前距低点3.08%; 最新日涨幅-0.20%; 状态bottom_area; 底部未确认
5,78.09405333333335,73.39666666666668,002339,积成电子,bottom_area,2022-08-09,7.5,2022-08-08,7.2,4.166666666666664,7.361111111111114,31.428571428571427,True,0.4016,10.8982,2,3,2,66.66666666666666,60.421049941650985,82.94930875576038,10.833333333333336,4.166666666666664,历史2/3次成功; 当前距低点4.17%; 最新日涨幅0.40%; 状态bottom_area; 底部已确认
6,75.89866400187206,70.28361437516084,600248,陕建股份,bottom_area,2022-08-09,4.6,2022-08-03,4.45,3.370786516853921,4.494382022471914,28.2258064516129,False,-0.2169,0.7345,1,1,1,100.0,16.28498727735369,16.28498727735369,11.629213483146078,3.370786516853921,历史1/1次成功; 当前距低点3.37%; 最新日涨幅-0.22%; 状态bottom_area; 底部未确认
7,68.28792553469937,64.11016096035947,002761,浙江建投,bottom_area,2022-08-09,25.09,2022-08-04,24.1,4.107883817427379,6.639004149377584,32.24627495080124,False,-0.3574,3.048,2,3,2,66.66666666666666,31.018652674339886,43.73730534867976,10.89211618257262,4.107883817427379,历史2/3次成功; 当前距低点4.11%; 最新日涨幅-0.36%; 状态bottom_area; 底部未确认
