rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,90.23463656246015,77.40540705913976,300573,兴齐眼药,bottom_area,2021-07-06,118.8,2021-07-06,116.95,1.5818725951261172,9.106455750320643,32.398843930635834,False,-6.0721,5.4822,1,1,1,100.0,42.86062675283501,42.86062675283501,18.418127404873886,1.5818725951261172,历史1/1次成功; 当前距低点1.58%; 最新日涨幅-6.07%; 状态bottom_area; 底部未确认
2,88.79523078786568,77.00347116791657,601689,拓普集团,bottom_area,2021-07-06,31.92,2021-07-06,31.24,2.1766965428937364,7.714468629961589,28.62691341101212,False,-3.565,2.836,1,1,1,100.0,47.99107142857144,47.99107142857144,17.823303457106267,2.1766965428937364,历史1/1次成功; 当前距低点2.18%; 最新日涨幅-3.56%; 状态bottom_area; 底部未确认
3,86.54489905794418,74.74840128032736,601127,赛力斯,bottom_area,2021-07-06,61.54,2021-07-05,60.36,1.9549370444002647,5.533465871438044,27.9971370631039,False,-2.1777,2.498,1,1,1,100.0,22.933643771827715,22.933643771827715,18.045062955599736,1.9549370444002647,历史1/1次成功; 当前距低点1.95%; 最新日涨幅-2.18%; 状态bottom_area; 底部未确认
4,65.58977556822975,58.74984901277585,601015,陕西黑猫,bottom_area,2021-07-06,8.95,2021-06-29,8.61,3.9488966318234597,7.084785133565635,27.28040540540541,False,0.0,0.0,1,3,1,33.33333333333333,65.6514382402707,65.6514382402707,16.05110336817654,3.9488966318234597,历史1/3次成功; 当前距低点3.95%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
