rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,87.39326860031515,77.8344650553513,300735,光弘科技,bottom_area,2022-03-08,11.07,2022-03-08,10.93,1.280878316559932,5.123513266239712,30.159744408945688,False,-2.2085,0.6914,1,1,1,100.0,31.262729124236255,31.262729124236255,13.719121683440067,1.280878316559932,历史1/1次成功; 当前距低点1.28%; 最新日涨幅-2.21%; 状态bottom_area; 底部未确认
2,83.00675751954678,73.70048044255182,688005,容百科技,confirmed_rebound,2022-03-08,104.2,2022-03-08,103.05,1.1159631246967547,18.874332848131978,31.070234113712374,False,-17.661,9.7996,1,1,1,100.0,27.4455718648409,27.4455718648409,13.884036875303247,1.1159631246967547,历史1/1次成功; 当前距低点1.12%; 最新日涨幅-17.66%; 状态confirmed_rebound; 底部未确认
3,82.94078001441537,73.92312226571495,001267,汇绿生态,bottom_area,2022-03-08,6.14,2022-03-08,6.06,1.3201320132013215,4.950495049504963,30.10380622837371,False,-3.4591,5.506,1,1,1,100.0,20.930232558139547,20.930232558139547,13.679867986798676,1.3201320132013215,历史1/1次成功; 当前距低点1.32%; 最新日涨幅-3.46%; 状态bottom_area; 底部未确认
4,82.60514733567605,75.20302946448221,603348,文灿股份,bottom_area,2022-03-08,36.27,2022-03-08,35.4,2.457627118644081,7.853107344632772,29.552238805970156,False,-1.8934,2.0168,1,1,1,100.0,31.539888682745836,31.539888682745836,12.542372881355918,2.457627118644081,历史1/1次成功; 当前距低点2.46%; 最新日涨幅-1.89%; 状态bottom_area; 底部未确认
5,82.21159864047682,73.11566210481791,688108,赛诺医疗,bottom_area,2022-03-08,6.72,2022-03-08,6.64,1.204819277108435,6.024096385542174,28.21621621621622,False,-4.0,1.223,1,1,1,100.0,15.175537938844846,15.175537938844846,13.795180722891565,1.204819277108435,历史1/1次成功; 当前距低点1.20%; 最新日涨幅-4.00%; 状态bottom_area; 底部未确认
6,82.15667040358744,71.44058295964126,000980,众泰汽车,bottom_area,2022-03-08,3.63,2022-03-08,3.63,0.0,4.407713498622594,27.54491017964072,False,-4.9738,1.1883,1,1,1,100.0,43.49775784753364,43.49775784753364,15.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-4.97%; 状态bottom_area; 底部未确认
7,81.3050411661682,73.33982158517367,600031,三一重工,bottom_area,2022-03-08,17.66,2022-03-08,17.32,1.9630484988452646,5.600461893764427,31.56854998024496,False,-2.7533,1.5995,1,1,1,100.0,15.460065390004665,15.460065390004665,13.036951501154734,1.9630484988452646,历史1/1次成功; 当前距低点1.96%; 最新日涨幅-2.75%; 状态bottom_area; 底部未确认
8,80.70210167222373,70.3453939665904,601995,中金公司,bottom_area,2022-03-08,38.76,2022-03-08,38.71,0.12916559028674027,2.89330922242314,29.72040668119099,False,-1.749,2.1585,1,1,1,100.0,16.719846841097638,16.719846841097638,14.87083440971326,0.12916559028674027,历史1/1次成功; 当前距低点0.13%; 最新日涨幅-1.75%; 状态bottom_area; 底部未确认
9,79.8853272665833,73.18499251497003,002355,兴民智通,bottom_area,2022-03-08,5.15,2022-02-24,5.01,2.794411177644722,7.984031936127751,27.18023255813954,True,-0.9615,0.9195,1,1,1,100.0,15.624999999999991,15.624999999999991,12.205588822355278,2.794411177644722,历史1/1次成功; 当前距低点2.79%; 最新日涨幅-0.96%; 状态bottom_area; 底部已确认
10,78.96882580687533,69.9430380506337,002127,南极电商,bottom_area,2022-03-08,5.13,2022-03-08,5.08,0.9842519685039335,6.496062992125985,30.219780219780223,False,-4.8237,2.8771,2,2,2,100.0,18.586734079691826,19.17659804983748,14.015748031496067,0.9842519685039335,历史2/2次成功; 当前距低点0.98%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
11,76.44178425065671,67.55902372398464,002695,煌上煌,bottom_area,2022-03-08,11.61,2022-03-08,11.51,0.8688097306689804,6.16854908774979,31.406436233611444,False,-4.1288,0.8772,1,1,1,100.0,21.021021021021024,21.021021021021024,14.131190269331018,0.8688097306689804,历史1/1次成功; 当前距低点0.87%; 最新日涨幅-4.13%; 状态bottom_area; 底部未确认
12,67.36880536351373,62.92690610877655,603196,璞源材料,bottom_area,2022-03-08,7.31,2022-01-27,7.04,3.8352272727272667,10.795454545454543,28.960645812310798,True,-4.8177,1.4497,2,3,2,66.66666666666666,22.33633131144113,22.85714285714286,11.164772727272734,3.8352272727272667,历史2/3次成功; 当前距低点3.84%; 最新日涨幅-4.82%; 状态bottom_area; 底部已确认
13,63.165970329505754,56.71737104816058,688021,奥福科技,bottom_area,2022-03-08,39.68,2022-03-08,39.01,1.7175083311971335,7.4083568315816475,29.9389367816092,False,-5.2983,1.3854,1,2,1,50.0,24.96392496392497,24.96392496392497,13.282491668802866,1.7175083311971335,历史1/2次成功; 当前距低点1.72%; 最新日涨幅-5.30%; 状态bottom_area; 底部未确认
14,59.708141484436176,52.336938019963206,002111,威海广泰,bottom_area,2022-03-08,9.39,2022-03-08,9.35,0.42780748663102597,4.385026737967916,27.29393468118196,False,-2.8956,0.8346,1,2,1,50.0,15.227629513343796,15.227629513343796,14.572192513368973,0.42780748663102597,历史1/2次成功; 当前距低点0.43%; 最新日涨幅-2.90%; 状态bottom_area; 底部未确认
