rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,80.03438392343897,78.36526225663107,605255,天普股份,bottom_area,2023-11-15,18.78,2023-11-15,18.25,2.904109589041102,3.28767123287672,27.722772277227726,False,1.2399,7.5646,2,2,2,100.0,14.874366234649367,16.069142125480155,5.095890410958898,2.904109589041102,历史2/2次成功; 当前距低点2.90%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
2,78.2750166299511,76.90837639661149,600048,保利发展,bottom_area,2023-11-15,11.03,2023-10-30,10.7,3.0841121495327113,5.981308411214959,28.139691067830768,False,-0.7201,0.4992,2,2,2,100.0,31.721247836269217,31.987577639751546,4.915887850467289,3.0841121495327113,历史2/2次成功; 当前距低点3.08%; 最新日涨幅-0.72%; 状态bottom_area; 底部未确认
3,77.48101336836228,72.43924211701784,600325,华发股份,bottom_area,2023-11-15,8.0,2023-11-15,7.96,0.5025125628140708,3.8944723618090404,28.028933092224236,False,-1.7199,1.5891,1,1,1,100.0,32.553606237816766,32.553606237816766,7.497487437185929,0.5025125628140708,历史1/1次成功; 当前距低点0.50%; 最新日涨幅-1.72%; 状态bottom_area; 底部未确认
4,71.39476236467968,71.57318844351903,000631,顺发恒能,bottom_area,2023-11-15,3.53,2023-11-03,3.39,4.129793510324474,6.194690265486724,31.515151515151512,False,0.2841,1.52,1,1,1,100.0,10.04901960784314,10.04901960784314,3.870206489675527,4.129793510324474,历史1/1次成功; 当前距低点4.13%; 最新日涨幅0.28%; 状态bottom_area; 底部未确认
