rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,88.4869612467333,79.6784698545554,600048,保利发展,bottom_area,2023-10-30,10.9,2023-10-30,10.7,1.8691588785046829,3.5514018691588856,28.139691067830768,False,-2.9386,1.2681,2,2,2,100.0,31.721247836269217,31.987577639751546,13.130841121495319,1.8691588785046829,历史2/2次成功; 当前距低点1.87%; 最新日涨幅-2.94%; 状态bottom_area; 底部未确认
2,82.95289663688166,76.96024835486766,000938,紫光股份,bottom_area,2023-10-30,19.97,2023-10-23,19.3,3.4715025906735657,4.041450777202059,28.011935844834014,False,1.422,1.6253,1,1,1,100.0,30.942334739803094,30.942334739803094,11.528497409326434,3.4715025906735657,历史1/1次成功; 当前距低点3.47%; 最新日涨幅1.42%; 状态bottom_area; 底部未确认
3,81.89114769050387,76.94889146031014,688023,安恒信息,bottom_area,2023-10-30,120.82,2023-10-30,116.0,4.155172413793098,5.36206896551724,29.6159213639949,False,2.1474,1.1631,1,1,1,100.0,39.261744966442954,39.261744966442954,10.8448275862069,4.155172413793098,历史1/1次成功; 当前距低点4.16%; 最新日涨幅2.15%; 状态bottom_area; 底部未确认
4,79.2572141082985,75.53117774782869,601155,新城控股,bottom_area,2023-10-30,11.96,2023-10-20,11.4,4.912280701754391,5.350877192982451,27.06333973128599,False,0.0837,0.6604,2,2,2,100.0,24.2536438055306,24.642857142857142,10.08771929824561,4.912280701754391,历史2/2次成功; 当前距低点4.91%; 最新日涨幅0.08%; 状态bottom_area; 底部未确认
5,78.98000862303405,74.05124224101563,002708,光洋股份,bottom_area,2023-10-30,7.73,2023-10-23,7.43,4.037685060565285,9.01749663526245,29.439696106362774,True,-0.7702,6.3524,1,1,1,100.0,35.522388059701484,35.522388059701484,10.962314939434714,4.037685060565285,历史1/1次成功; 当前距低点4.04%; 最新日涨幅-0.77%; 状态bottom_area; 底部已确认
6,76.12840133666775,72.12955231371964,000006,深振业A,bottom_area,2023-10-30,4.32,2023-10-23,4.13,4.6004842615012205,6.053268765133172,32.295081967213115,False,0.0,1.2706,1,1,1,100.0,18.809980806142043,18.809980806142043,10.39951573849878,4.6004842615012205,历史1/1次成功; 当前距低点4.60%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
7,74.49281247059488,67.04158865712209,603129,春风动力,bottom_area,2023-10-30,101.81,2023-10-26,99.97,1.8405521656496984,4.9714914474342295,32.48919502971368,False,-1.6614,1.0041,2,3,2,66.66666666666666,18.985918968477026,20.09633197480549,13.159447834350303,1.8405521656496984,历史2/3次成功; 当前距低点1.84%; 最新日涨幅-1.66%; 状态bottom_area; 底部未确认
8,70.40947746050907,64.41730258247497,300511,雪榕生物,bottom_area,2023-10-30,5.66,2023-10-30,5.51,2.7223230490018215,3.085299455535389,27.212681638044923,False,-4.0678,5.5572,2,3,2,66.66666666666666,25.900712191034756,29.220779220779214,12.27767695099818,2.7223230490018215,历史2/3次成功; 当前距低点2.72%; 最新日涨幅-4.07%; 状态bottom_area; 底部未确认
9,65.99670580484552,61.85790401450316,000928,中钢国际,bottom_area,2023-10-30,6.21,2023-10-23,5.97,4.020100502512566,5.192629815745402,31.06235565819862,False,-0.1608,1.9816,2,3,2,66.66666666666666,17.833690825619026,18.798449612403097,10.979899497487434,4.020100502512566,历史2/3次成功; 当前距低点4.02%; 最新日涨幅-0.16%; 状态bottom_area; 底部未确认
10,64.76232895248522,59.36789813023857,603326,我乐家居,bottom_area,2023-10-30,10.18,2023-10-23,9.9,2.828282828282822,5.05050505050505,30.76923076923077,False,0.3945,3.4747,1,2,1,50.0,20.141843971631218,20.141843971631218,12.171717171717178,2.828282828282822,历史1/2次成功; 当前距低点2.83%; 最新日涨幅0.39%; 状态bottom_area; 底部未确认
11,63.27179212773968,59.07617786317159,600408,安泰集团,bottom_area,2023-10-30,2.45,2023-10-23,2.36,3.8135593220339112,7.203389830508472,30.99415204678363,True,0.823,2.029,1,2,1,50.0,21.457489878542503,21.457489878542503,11.18644067796609,3.8135593220339112,历史1/2次成功; 当前距低点3.81%; 最新日涨幅0.82%; 状态bottom_area; 底部已确认
