rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,93.75352384241042,83.74239351308421,603368,柳药集团,bottom_area,2024-06-24,17.65,2024-06-24,17.4,1.4367816091954024,3.3333333333333446,27.800829875518684,False,-2.1076,1.9823,3,3,3,100.0,31.603524634675978,42.85714285714285,13.563218390804597,1.4367816091954024,历史3/3次成功; 当前距低点1.44%; 最新日涨幅-2.11%; 状态bottom_area; 底部未确认
2,90.3543548662788,80.16337288749604,002219,新里程,bottom_area,2024-06-24,1.88,2024-06-24,1.86,1.0752688172042901,5.376344086021498,28.735632183908038,False,-3.0928,0.8427,2,2,2,100.0,34.81175156302061,45.685279187817265,13.92473118279571,1.0752688172042901,历史2/2次成功; 当前距低点1.08%; 最新日涨幅-3.09%; 状态bottom_area; 底部未确认
3,90.03914123564213,80.05572180993286,000717,中南股份,bottom_area,2024-06-24,1.7,2024-06-24,1.68,1.1904761904761916,4.1666666666666705,29.411764705882355,False,-3.9548,0.9128,2,2,2,100.0,35.64520174311065,56.020942408376975,13.809523809523808,1.1904761904761916,历史2/2次成功; 当前距低点1.19%; 最新日涨幅-3.95%; 状态bottom_area; 底部未确认
4,88.46432547958061,78.67658380396793,601908,京运通,bottom_area,2024-06-24,2.52,2024-06-24,2.49,1.2048192771084258,4.0160642570280976,28.857142857142854,False,-3.0769,0.939,2,2,2,100.0,28.406299762231964,40.33898305084744,13.795180722891573,1.2048192771084258,历史2/2次成功; 当前距低点1.20%; 最新日涨幅-3.08%; 状态bottom_area; 底部未确认
5,87.61222820142842,77.98072765072766,001218,丽臣实业,bottom_area,2024-06-24,14.61,2024-06-24,14.43,1.2474012474012455,5.959805959805956,27.121212121212125,False,-4.8208,2.2966,2,2,2,100.0,25.18711018711019,29.999999999999993,13.752598752598754,1.2474012474012455,历史2/2次成功; 当前距低点1.25%; 最新日涨幅-4.82%; 状态bottom_area; 底部未确认
6,85.26213045532388,75.16170731707315,002687,乔治白,bottom_area,2024-06-24,4.13,2024-06-24,4.1,0.7317073170731768,2.926829268292686,29.914529914529915,False,-2.1327,1.5312,1,1,1,100.0,64.00000000000001,64.00000000000001,14.268292682926823,0.7317073170731768,历史1/1次成功; 当前距低点0.73%; 最新日涨幅-2.13%; 状态bottom_area; 底部未确认
7,84.6384621762842,75.11077136495119,300755,华致酒行,bottom_area,2024-06-24,13.93,2024-06-24,13.78,1.0885341074020345,4.354136429608138,27.05134992059291,False,-3.1967,0.6877,1,1,1,100.0,24.47650069799908,24.47650069799908,13.911465892597965,1.0885341074020345,历史1/1次成功; 当前距低点1.09%; 最新日涨幅-3.20%; 状态bottom_area; 底部未确认
8,84.29820780283076,75.09506760297661,000516,国际医学,bottom_area,2024-06-24,4.7,2024-06-24,4.64,1.2931034482758728,6.681034482758632,27.158555729984307,False,-6.1876,1.7958,1,1,1,100.0,26.89969604863221,26.89969604863221,13.706896551724126,1.2931034482758728,历史1/1次成功; 当前距低点1.29%; 最新日涨幅-6.19%; 状态bottom_area; 底部未确认
9,83.65260777296517,73.20799049297337,301332,德尔玛,bottom_area,2024-06-24,8.8,2024-06-24,8.77,0.3420752565564554,4.332953249714946,30.507131537242472,False,-4.1394,1.2847,1,1,1,100.0,44.935064935064936,44.935064935064936,14.657924743443543,0.3420752565564554,历史1/1次成功; 当前距低点0.34%; 最新日涨幅-4.14%; 状态bottom_area; 底部未确认
10,83.20418027001,72.83432822021672,000034,神州数码,bottom_area,2024-06-24,22.56,2024-06-24,22.48,0.35587188612098886,4.403914590747323,28.339177558176605,False,-2.0833,4.2068,2,2,2,100.0,16.213527529960025,16.910866910866908,14.64412811387901,0.35587188612098886,历史2/2次成功; 当前距低点0.36%; 最新日涨幅-2.08%; 状态bottom_area; 底部未确认
11,82.99728897191791,72.74297468354432,000520,凤凰航运,bottom_area,2024-06-24,2.38,2024-06-24,2.37,0.42194092827003316,4.641350210970459,32.285714285714285,False,-5.1793,4.131,2,2,2,100.0,26.74731182795698,28.49462365591398,14.578059071729966,0.42194092827003316,历史2/2次成功; 当前距低点0.42%; 最新日涨幅-5.18%; 状态bottom_area; 底部未确认
