rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.08076114962682,87.5221675249846,000619,海螺新材,bottom_area,2025-11-27,6.37,2025-11-21,6.19,2.9079159935379595,6.1389337641357,27.85547785547785,False,0.0,3.0708,4,4,4,100.0,30.81836553898465,43.133047210300425,7.0920840064620405,2.9079159935379595,历史4/4次成功; 当前距低点2.91%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
12,81.17973761598468,74.4266166628955,000803,山高环能,bottom_area,2025-11-27,6.8,2025-11-27,6.77,0.4431314623338294,1.3293943870014882,29.405630865484884,False,-0.1468,1.9226,2,2,2,100.0,25.843851596863644,36.1111111111111,9.55686853766617,0.4431314623338294,历史2/2次成功; 当前距低点0.44%; 最新日涨幅-0.15%; 状态bottom_area; 底部未确认
13,80.78501435816212,75.64226294455372,002374,中锐股份,bottom_area,2025-11-27,3.28,2025-11-24,3.23,1.5479876160990658,8.668730650154794,30.237580993520517,True,-5.4755,8.1887,4,5,4,80.0,17.10577800677198,24.873096446700508,8.452012383900936,1.5479876160990658,历史4/5次成功; 当前距低点1.55%; 最新日涨幅-5.48%; 状态bottom_area; 底部已确认
14,80.58261537435368,74.75657738221926,605333,沪光股份,bottom_area,2025-11-27,28.55,2025-11-27,28.25,1.0619469026548698,1.946902654867259,29.162487462387165,False,0.599,0.4656,3,5,3,60.0,26.224818926195436,29.01840490797546,8.938053097345131,1.0619469026548698,历史3/5次成功; 当前距低点1.06%; 最新日涨幅0.60%; 状态bottom_area; 底部未确认
15,80.22836603013337,75.02062370498173,301291,明阳电气,bottom_area,2025-11-27,41.2,2025-11-24,40.6,1.4778325123152742,4.926108374384236,27.0440251572327,False,-0.9615,2.5741,1,1,1,100.0,18.54882705946537,18.54882705946537,8.522167487684726,1.4778325123152742,历史1/1次成功; 当前距低点1.48%; 最新日涨幅-0.96%; 状态bottom_area; 底部未确认
16,80.19374952426261,73.3551559531467,600550,保变电气,bottom_area,2025-11-27,9.3,2025-11-27,9.27,0.323624595469268,2.588996763754048,28.692307692307693,False,-1.0638,3.0992,1,1,1,100.0,35.285053929121716,35.285053929121716,9.676375404530733,0.323624595469268,历史1/1次成功; 当前距低点0.32%; 最新日涨幅-1.06%; 状态bottom_area; 底部未确认
17,80.06178818444083,77.147103425858,002338,奥普光电,bottom_area,2025-11-27,50.29,2025-11-21,48.8,3.0532786885245944,5.389344262295088,30.632551528073915,False,-0.6126,1.0822,3,3,3,100.0,15.960101267172554,20.995288574793882,6.9467213114754065,3.0532786885245944,历史3/3次成功; 当前距低点3.05%; 最新日涨幅-0.61%; 状态bottom_area; 底部未确认
18,79.59104985374219,72.35549986703835,000798,中水渔业,bottom_area,2025-11-27,12.11,2025-11-27,12.11,0.0,4.046242774566476,27.048192771084345,False,-9.9628,23.0068,3,3,3,100.0,15.08333261848572,17.3015873015873,10.0,0.0,历史3/3次成功; 当前距低点0.00%; 最新日涨幅-9.96%; 状态bottom_area; 底部未确认
19,79.54570156866322,76.74868152323873,003038,鑫铂股份,bottom_area,2025-11-27,15.86,2025-11-24,15.38,3.1209362808842562,5.7867360208062335,28.76331635016211,False,1.5365,2.6356,1,1,1,100.0,25.507614213197975,25.507614213197975,6.879063719115744,3.1209362808842562,历史1/1次成功; 当前距低点3.12%; 最新日涨幅1.54%; 状态bottom_area; 底部未确认
20,78.41619295452615,76.97034124061408,601011,宝泰隆,bottom_area,2025-11-27,3.62,2025-11-24,3.48,4.02298850574713,5.172413793103453,28.395061728395067,False,0.8357,3.6764,4,5,4,80.0,31.090080826438378,34.951456310679596,5.977011494252871,4.02298850574713,历史4/5次成功; 当前距低点4.02%; 最新日涨幅0.84%; 状态bottom_area; 底部未确认
21,78.01718040824481,71.96867346125345,301177,迪阿股份,bottom_area,2025-11-27,30.27,2025-11-21,30.04,0.7656458055925447,4.926764314247671,27.211049188272362,False,0.0661,0.2004,1,1,1,100.0,10.776053215077603,10.776053215077603,9.234354194407455,0.7656458055925447,历史1/1次成功; 当前距低点0.77%; 最新日涨幅0.07%; 状态bottom_area; 底部未确认
22,77.93487767112663,71.60333837975172,600506,统一股份,bottom_area,2025-11-27,25.4,2025-11-27,25.26,0.5542359461599248,2.7315914489311073,30.794520547945204,False,-1.5504,11.9474,1,1,1,100.0,28.69352869352869,28.69352869352869,9.445764053840076,0.5542359461599248,历史1/1次成功; 当前距低点0.55%; 最新日涨幅-1.55%; 状态bottom_area; 底部未确认
23,77.49646710606966,75.79907471582096,002664,信质集团,bottom_area,2025-11-27,22.73,2025-11-24,21.89,3.837368661489264,5.984467793513014,30.727848101265824,False,-0.2633,1.8738,2,2,2,100.0,34.990727225895085,52.526315789473685,6.162631338510736,3.837368661489264,历史2/2次成功; 当前距低点3.84%; 最新日涨幅-0.26%; 状态bottom_area; 底部未确认
24,77.16785346654272,75.63881083883297,603127,昭衍新药,bottom_area,2025-11-27,27.9,2025-11-21,26.84,3.9493293591654197,8.792846497764529,29.33122696155871,True,-1.4483,2.0922,2,2,2,100.0,26.307966546936147,41.08695652173912,6.050670640834581,3.9493293591654197,历史2/2次成功; 当前距低点3.95%; 最新日涨幅-1.45%; 状态bottom_area; 底部已确认
25,77.16766654868918,74.06494584439689,300432,富临精工,bottom_area,2025-11-27,15.54,2025-11-24,15.11,2.8457974851091974,4.897418927862344,27.320827320827323,False,0.9747,2.5524,3,4,3,75.0,11.872925324977777,13.323239969719907,7.1542025148908035,2.8457974851091974,历史3/4次成功; 当前距低点2.85%; 最新日涨幅0.97%; 状态bottom_area; 底部未确认
26,77.01475609756099,70.01341463414634,002321,华英农业,bottom_area,2025-11-27,2.76,2025-11-25,2.76,0.0,6.521739130434789,28.497409326424872,False,-1.7794,2.9294,1,1,1,100.0,25.609756097560986,25.609756097560986,10.0,0.0,历史1/1次成功; 当前距低点0.00%; 最新日涨幅-1.78%; 状态bottom_area; 底部未确认
27,76.52899204335034,74.71644749021004,688766,普冉股份,bottom_area,2025-11-27,124.49,2025-11-21,120.0,3.7416666666666627,7.816666666666664,28.22966507177033,False,0.0,0.0,1,1,1,100.0,22.190577904355056,22.190577904355056,6.258333333333338,3.7416666666666627,历史1/1次成功; 当前距低点3.74%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
28,76.45554126718224,69.7888142800468,603366,日出东方,bottom_area,2025-11-27,9.39,2025-11-27,9.37,0.21344717182498774,2.454642475987198,30.07462686567165,False,-1.5723,4.3577,3,4,3,75.0,18.927278665633175,25.15964240102172,9.786552828175013,0.21344717182498774,历史3/4次成功; 当前距低点0.21%; 最新日涨幅-1.57%; 状态bottom_area; 底部未确认
29,76.23158974429363,74.2131632248879,002326,永太科技,bottom_area,2025-11-27,24.23,2025-11-25,23.39,3.591278324070115,6.113723813595552,29.12121212121212,False,1.5082,12.8503,3,4,3,75.0,21.807945181547076,29.837587006960554,6.408721675929884,3.591278324070115,历史3/4次成功; 当前距低点3.59%; 最新日涨幅1.51%; 状态bottom_area; 底部未确认
30,76.22587042559302,75.20127718883003,002578,闽发铝业,confirmed_rebound,2025-11-27,3.89,2025-11-21,3.73,4.289544235924937,11.528150134048262,30.410447761194032,True,-1.269,6.3985,3,3,3,100.0,21.674398100746647,38.589211618257245,5.710455764075064,4.289544235924937,历史3/3次成功; 当前距低点4.29%; 最新日涨幅-1.27%; 状态confirmed_rebound; 底部已确认
31,76.00049108089983,73.06815081781642,300730,科创信息,bottom_area,2025-11-27,13.68,2025-11-24,13.29,2.934537246049666,8.803611738148998,31.84615384615385,True,-0.2915,3.7677,3,4,3,75.0,20.881159886073412,24.329896907216508,7.065462753950334,2.934537246049666,历史3/4次成功; 当前距低点2.93%; 最新日涨幅-0.29%; 状态bottom_area; 底部已确认
32,75.80041675508917,75.5430299409802,688008,澜起科技,bottom_area,2025-11-27,117.4,2025-11-24,112.0,4.8214285714285765,9.124999999999998,29.506545820745217,True,0.2476,2.6261,3,4,3,75.0,34.8434789453621,62.20095693779905,5.178571428571424,4.8214285714285765,历史3/4次成功; 当前距低点4.82%; 最新日涨幅0.25%; 状态bottom_area; 底部已确认
33,75.13387434360989,73.65853404463056,688665,四方光电,bottom_area,2025-11-27,47.53,2025-11-21,45.72,3.9588801399825075,5.424321959755039,27.715415019762844,False,0.7632,0.6971,1,1,1,100.0,19.16548797736917,19.16548797736917,6.041119860017493,3.9588801399825075,历史1/1次成功; 当前距低点3.96%; 最新日涨幅0.76%; 状态bottom_area; 底部未确认
34,74.90105244505392,74.45895241508933,688249,晶合集成,bottom_area,2025-11-27,28.8,2025-11-24,27.51,4.689203925845144,7.77898945837876,27.02917771883289,True,-0.3805,1.6775,2,2,2,100.0,29.0340718603025,34.69735720375107,5.310796074154857,4.689203925845144,历史2/2次成功; 当前距低点4.69%; 最新日涨幅-0.38%; 状态bottom_area; 底部已确认
35,74.24740555876896,73.94248808214157,002300,太阳电缆,confirmed_rebound,2025-11-27,6.79,2025-11-24,6.48,4.783950617283944,11.88271604938271,27.027027027027028,True,-1.0204,2.8492,2,2,2,100.0,37.633846718005124,38.41584158415842,5.216049382716056,4.783950617283944,历史2/2次成功; 当前距低点4.78%; 最新日涨幅-1.02%; 状态confirmed_rebound; 底部已确认
36,74.02241250072068,71.4873983739837,600094,大名城,bottom_area,2025-11-27,4.23,2025-11-21,4.1,3.170731707317093,8.292682926829286,30.743243243243246,True,-2.0833,1.2075,2,3,2,66.66666666666666,51.71595225176342,87.28070175438596,6.829268292682908,3.170731707317093,历史2/3次成功; 当前距低点3.17%; 最新日涨幅-2.08%; 状态bottom_area; 底部已确认
37,72.21013247938043,70.02411854328008,002706,良信股份,bottom_area,2025-11-27,9.77,2025-11-24,9.45,3.386243386243389,5.079365079365084,27.083333333333343,False,1.1387,3.0149,4,6,4,66.66666666666666,14.828423641120084,19.37406855439642,6.61375661375661,3.386243386243389,历史4/6次成功; 当前距低点3.39%; 最新日涨幅1.14%; 状态bottom_area; 底部未确认
38,72.15539045165312,66.40356721914058,002213,大为股份,bottom_area,2025-11-27,26.68,2025-11-27,26.51,0.6412674462466923,5.997736703130893,27.64737991266375,False,-3.4033,22.8573,3,4,3,75.0,16.186327938618494,20.248254460822338,9.358732553753308,0.6412674462466923,历史3/4次成功; 当前距低点0.64%; 最新日涨幅-3.40%; 状态bottom_area; 底部未确认
39,72.14693053548622,71.86564822984572,603938,三孚股份,bottom_area,2025-11-27,18.14,2025-11-21,17.31,4.794916233391114,8.08781051415368,27.45180217937972,False,2.1972,3.4406,1,1,1,100.0,19.774501300954046,19.774501300954046,5.205083766608887,4.794916233391114,历史1/1次成功; 当前距低点4.79%; 最新日涨幅2.20%; 状态bottom_area; 底部未确认
40,69.54571859758654,63.573141078405,600939,重庆建工,bottom_area,2025-11-27,3.47,2025-11-27,3.46,0.2890173410404691,2.6011560693641576,28.06652806652806,False,-2.2535,1.284,2,3,2,66.66666666666666,21.158247039304307,31.277533039647576,9.710982658959532,0.2890173410404691,历史2/3次成功; 当前距低点0.29%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
41,69.09453885810136,64.13147079521464,600104,上汽集团,bottom_area,2025-11-27,14.86,2025-11-21,14.7,1.0884353741496609,2.1768707482993217,28.74454677653902,False,0.0,0.2592,1,2,1,50.0,24.425287356321842,24.425287356321842,8.911564625850339,1.0884353741496609,历史1/2次成功; 当前距低点1.09%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
42,69.03226849477527,66.79178458159518,002309,中利集团,bottom_area,2025-11-27,3.16,2025-11-21,3.06,3.2679738562091534,6.862745098039215,29.49308755760368,False,-0.6289,2.7849,5,8,5,62.5,27.5014245900648,55.97014925373133,6.732026143790848,3.2679738562091534,历史5/8次成功; 当前距低点3.27%; 最新日涨幅-0.63%; 状态bottom_area; 底部未确认
43,68.60130962047789,62.8973178264597,688337,普源精电,bottom_area,2025-11-27,36.08,2025-11-21,35.92,0.4454342984409705,5.066815144766148,28.159999999999997,False,-1.1507,1.0625,3,6,3,50.0,38.886602295188766,54.46153846153845,9.55456570155903,0.4454342984409705,历史3/6次成功; 当前距低点0.45%; 最新日涨幅-1.15%; 状态bottom_area; 底部未确认
44,65.7062503363248,60.47109304814169,000753,漳州发展,bottom_area,2025-11-27,7.82,2025-11-24,7.77,0.6435006435006526,5.534105534105531,31.360424028268557,False,-2.25,4.4088,2,4,2,50.0,28.27029309313536,43.344709897610926,9.356499356499349,0.6435006435006526,历史2/4次成功; 当前距低点0.64%; 最新日涨幅-2.25%; 状态bottom_area; 底部未确认
45,63.99082008706851,59.95950048030741,002017,东信和平,bottom_area,2025-11-27,21.15,2025-11-24,20.82,1.5850144092218938,4.514889529298757,27.88361621059924,False,-1.0295,1.5808,1,3,1,33.33333333333333,50.390015600624025,50.390015600624025,8.414985590778107,1.5850144092218938,历史1/3次成功; 当前距低点1.59%; 最新日涨幅-1.03%; 状态bottom_area; 底部未确认
46,61.86460423472945,59.132920411377754,601566,九牧王,bottom_area,2025-11-27,12.88,2025-11-27,12.55,2.6294820717131477,4.1434262948207135,31.830526887561106,False,-1.6794,9.3317,1,2,1,50.0,38.914728682170555,38.914728682170555,7.370517928286853,2.6294820717131477,历史1/2次成功; 当前距低点2.63%; 最新日涨幅-1.68%; 状态bottom_area; 底部未确认
47,54.47138856807857,53.89180626308099,603767,中马传动,bottom_area,2025-11-27,23.06,2025-11-21,22.08,4.438405797101452,5.9329710144927645,27.725040916530286,False,0.5231,1.304,1,3,1,33.33333333333333,29.881925522252505,29.881925522252505,5.561594202898549,4.438405797101452,历史1/3次成功; 当前距低点4.44%; 最新日涨幅0.52%; 状态bottom_area; 底部未确认
48,49.596239419619934,49.57894041738079,002468,申通快递,bottom_area,2025-11-27,14.33,2025-11-21,13.65,4.981684981684979,5.787545787545781,31.988041853512705,False,-0.1394,0.5368,1,2,1,50.0,16.382699868938413,16.382699868938413,5.018315018315021,4.981684981684979,历史1/2次成功; 当前距低点4.98%; 最新日涨幅-0.14%; 状态bottom_area; 底部未确认
