rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,92.88253547393259,87.8267462010931,600421,退市华嵘,bottom_area,2025-03-20,6.49,2025-03-14,6.42,1.0903426791277304,6.386292834890968,30.065359477124183,False,0.0,2.6446,3,3,3,100.0,26.842621018840468,44.900662251655625,6.90965732087227,1.0903426791277304,历史3/3次成功; 当前距低点1.09%; 最新日涨幅0.00%; 状态bottom_area; 底部未确认
2,83.60823760417985,79.22236124592656,301382,蜂助手,confirmed_rebound,2025-03-20,48.12,2025-03-20,47.55,1.1987381703470037,15.625657202944272,29.711751662971185,False,-6.9606,21.4262,3,3,3,100.0,24.8144315823534,47.676579925650564,6.801261829652996,1.1987381703470037,历史3/3次成功; 当前距低点1.20%; 最新日涨幅-6.96%; 状态confirmed_rebound; 底部未确认
3,82.39164724738765,79.62218011302168,688227,品高股份,bottom_area,2025-03-20,35.88,2025-03-20,35.1,2.2222222222222254,4.700854700854697,29.48975492165528,False,-2.5794,3.4451,3,3,3,100.0,19.079821396173948,31.412429378531087,5.777777777777775,2.2222222222222254,历史3/3次成功; 当前距低点2.22%; 最新日涨幅-2.58%; 状态bottom_area; 底部未确认
4,81.29591976093106,78.79523273404227,603103,横店影视,confirmed_rebound,2025-03-20,13.36,2025-03-10,13.05,2.3754789272030554,8.812260536398457,27.580466148723637,True,-1.1103,0.5067,2,2,2,100.0,34.20067036594215,37.951807228915676,5.624521072796945,2.3754789272030554,历史2/2次成功; 当前距低点2.38%; 最新日涨幅-1.11%; 状态confirmed_rebound; 底部已确认
5,75.8766394371477,70.91179265787522,002760,凤形股份,bottom_area,2025-03-20,20.83,2025-03-20,20.73,0.4823926676314417,1.977809937288954,29.128205128205124,False,-0.9039,7.2565,1,1,1,100.0,24.094881398252184,24.094881398252184,7.517607332368559,0.4823926676314417,历史1/1次成功; 当前距低点0.48%; 最新日涨幅-0.90%; 状态bottom_area; 底部未确认
