rank,rank_score,probability_score,code,name,current_stage,latest_date,latest_close,current_low_date,current_low_price,current_low_to_latest_pct,current_low_to_high_pct,current_drawdown_pct,current_is_bottom_confirmed,latest_pct_chg,latest_turn,historical_valid_event_count,history_sample_count,history_success_count,history_success_rate_pct,history_avg_rebound_pct,history_max_rebound_pct,upside_to_20pct_target_pct,risk_back_to_low_pct,reason
1,91.33628168081556,81.18297792911058,688176,亚虹医药,bottom_area,2023-06-15,11.21,2023-06-15,11.08,1.1732851985559638,1.8953068592057678,31.520395550061803,False,0.0893,1.8141,1,1,1,100.0,25.473484848484844,25.473484848484844,13.826714801444034,1.1732851985559638,历史1/1次成功; 当前距低点1.17%; 最新日涨幅0.09%; 状态bottom_area; 底部未确认
2,89.23981833787438,81.64513636395021,688075,安旭生物,bottom_area,2023-06-15,66.41,2023-05-10,64.65,2.722351121423033,7.764887857695276,30.37906525953047,True,0.1206,1.3792,4,5,4,80.0,31.086542584917854,40.134529147982065,12.277648878576967,2.722351121423033,历史4/5次成功; 当前距低点2.72%; 最新日涨幅0.12%; 状态bottom_area; 底部已确认
3,88.90601519212214,80.09742832691487,600935,华塑股份,bottom_area,2023-06-15,3.76,2023-05-31,3.69,1.8970189701896976,3.2520325203252063,27.788649706457928,False,1.0753,0.2085,1,1,1,100.0,28.50877192982458,28.50877192982458,13.102981029810302,1.8970189701896976,历史1/1次成功; 当前距低点1.90%; 最新日涨幅1.08%; 状态bottom_area; 底部未确认
4,86.33339932472437,79.45065624734826,600955,维远股份,bottom_area,2023-06-15,18.66,2023-06-12,18.11,3.036996134732196,4.0861402540033245,28.924646781789644,False,0.2148,0.2504,2,2,2,100.0,22.33874964805201,25.969084423305596,11.963003865267803,3.036996134732196,历史2/2次成功; 当前距低点3.04%; 最新日涨幅0.21%; 状态bottom_area; 底部未确认
5,86.15408938070047,77.71054029135168,601669,中国电建,bottom_area,2023-06-15,5.72,2023-06-07,5.61,1.9607843137254801,3.208556149732615,29.78723404255319,False,1.2389,0.9104,1,1,1,100.0,16.457680250783696,16.457680250783696,13.039215686274519,1.9607843137254801,历史1/1次成功; 当前距低点1.96%; 最新日涨幅1.24%; 状态bottom_area; 底部未确认
6,85.0646362315603,77.7365348869469,688289,圣湘生物,bottom_area,2023-06-15,17.36,2023-06-12,16.91,2.6611472501478373,2.6611472501478373,31.399594320486813,False,1.3427,0.6306,1,1,1,100.0,25.182530200451346,25.182530200451346,12.338852749852162,2.6611472501478373,历史1/1次成功; 当前距低点2.66%; 最新日涨幅1.34%; 状态bottom_area; 底部未确认
7,84.44428652179205,77.49434150534027,600995,南网储能,bottom_area,2023-06-15,11.05,2023-06-07,10.74,2.886405959031662,3.910614525139664,32.7909887359199,False,1.6559,0.8508,1,1,1,100.0,26.64165103189493,26.64165103189493,12.113594040968337,2.886405959031662,历史1/1次成功; 当前距低点2.89%; 最新日涨幅1.66%; 状态bottom_area; 底部未确认
8,82.85333197108193,76.15808149023647,688102,斯瑞新材,bottom_area,2023-06-15,12.12,2023-06-15,11.77,2.973661852166522,6.202209005947328,31.410256410256416,False,0.2481,3.0867,1,1,1,100.0,20.52704576976421,20.52704576976421,12.026338147833478,2.973661852166522,历史1/1次成功; 当前距低点2.97%; 最新日涨幅0.25%; 状态bottom_area; 底部未确认
9,82.5378708640047,76.19989325602081,600256,广汇能源,bottom_area,2023-06-15,7.4,2023-06-01,7.17,3.2078103207810384,5.718270571827059,29.49852507374631,False,2.4931,1.4809,1,1,1,100.0,23.62204724409449,23.62204724409449,11.792189679218962,3.2078103207810384,历史1/1次成功; 当前距低点3.21%; 最新日涨幅2.49%; 状态bottom_area; 底部未确认
10,81.47680222467349,76.07857948888153,000723,美锦能源,bottom_area,2023-06-15,6.8,2023-06-14,6.55,3.816793893129771,4.12213740458016,30.907172995780595,False,2.2556,1.1809,1,1,1,100.0,30.434782608695667,30.434782608695667,11.183206106870228,3.816793893129771,历史1/1次成功; 当前距低点3.82%; 最新日涨幅2.26%; 状态bottom_area; 底部未确认
11,80.8652383356995,73.50524182792878,002041,登海种业,bottom_area,2023-06-15,15.52,2023-06-07,15.16,2.374670184696566,3.8918205804749335,28.49056603773585,False,-0.6402,0.4945,1,1,1,100.0,21.395106715252467,21.395106715252467,12.625329815303433,2.374670184696566,历史1/1次成功; 当前距低点2.37%; 最新日涨幅-0.64%; 状态bottom_area; 底部未确认
